iso3c,percentile,income
COD,27,1.01
COD,28,1.03
COD,29,1.05
COD,30,1.07
COD,31,1.09
COD,32,1.11
COD,33,1.13
COD,34,1.15
COD,35,1.17
COD,36,1.19
COD,37,1.22
COD,38,1.24
COD,39,1.26
COD,40,1.29
COD,41,1.31
COD,42,1.33
COD,43,1.35
COD,44,1.37
COD,45,1.39
COD,46,1.41
COD,47,1.43
COD,48,1.45
COD,49,1.48
COD,50,1.5
COD,51,1.53
COD,52,1.57
COD,53,1.59
COD,54,1.61
COD,55,1.65
COD,56,1.68
COD,57,1.71
COD,58,1.75
COD,59,1.78
COD,60,1.81
COD,61,1.83
COD,62,1.87
COD,63,1.91
COD,64,1.95
COD,65,1.99
COD,66,2.03
COD,67,2.07
COD,68,2.11
COD,69,2.15
COD,70,2.2
COD,71,2.27
COD,72,2.31
COD,73,2.37
COD,74,2.43
COD,75,2.48
COD,76,2.54
COD,77,2.6
COD,78,2.67
COD,79,2.73
COD,80,2.8
COD,81,2.89
COD,82,2.99
COD,83,3.1
COD,84,3.23
COD,85,3.35
COD,86,3.48
COD,87,3.62
COD,88,3.74
COD,89,3.88
COD,90,4.12
COD,91,4.36
COD,92,4.57
COD,93,4.83
COD,94,5.21
COD,95,5.77
COD,96,6.4
COD,97,7.2
COD,98,8.59
COD,99,11.17
COD,100,21.9
COG,1,0.36
COG,2,0.49
COG,3,0.57
COG,4,0.65
COG,5,0.71
COG,6,0.77
COG,7,0.82
COG,8,0.86
COG,9,0.91
COG,10,0.96
COG,11,1
COG,12,1.05
COG,13,1.09
COG,14,1.14
COG,15,1.18
COG,16,1.21
COG,17,1.25
COG,18,1.3
COG,19,1.35
COG,20,1.39
COG,21,1.43
COG,22,1.47
COG,23,1.51
COG,24,1.55
COG,25,1.59
COG,26,1.63
COG,27,1.68
COG,28,1.73
COG,29,1.78
COG,30,1.83
COG,31,1.88
COG,32,1.92
COG,33,1.97
COG,34,2.02
COG,35,2.07
COG,36,2.13
COG,37,2.2
COG,38,2.26
COG,39,2.3
COG,40,2.36
COG,41,2.4
COG,42,2.47
COG,43,2.54
COG,44,2.6
COG,45,2.66
COG,46,2.72
COG,47,2.76
COG,48,2.82
COG,49,2.88
COG,50,2.93
COG,51,2.98
COG,52,3.05
COG,53,3.11
COG,54,3.18
COG,55,3.25
COG,56,3.33
COG,57,3.41
COG,58,3.48
COG,59,3.56
COG,60,3.64
COG,61,3.7
COG,62,3.77
COG,63,3.84
COG,64,3.93
COG,65,4.02
COG,66,4.12
COG,67,4.22
COG,68,4.33
COG,69,4.43
COG,70,4.53
COG,71,4.66
COG,72,4.78
COG,73,4.91
COG,74,5.07
COG,75,5.24
COG,76,5.36
COG,77,5.5
COG,78,5.62
COG,79,5.78
COG,80,5.99
COG,81,6.16
COG,82,6.34
COG,83,6.52
COG,84,6.76
COG,85,7
COG,86,7.28
COG,87,7.54
COG,88,7.78
COG,89,8.01
COG,90,8.32
COG,91,8.74
COG,92,9.32
COG,93,10.05
COG,94,10.91
COG,95,11.83
COG,96,13.25
COG,97,15.54
COG,98,18.75
COG,99,24.86
COG,100,48.59
COL,1,0.34
COL,2,0.92
COL,3,1.43
COL,4,1.81
COL,5,2.12
COL,6,2.39
COL,7,2.64
COL,8,2.87
COL,9,3.1
COL,10,3.33
COL,11,3.52
COL,12,3.72
COL,13,3.92
COL,14,4.12
COL,15,4.31
COL,16,4.49
COL,17,4.69
COL,18,4.88
COL,19,5.07
COL,20,5.26
COL,21,5.44
COL,22,5.62
COL,23,5.79
COL,24,5.97
COL,25,6.16
COL,26,6.35
COL,27,6.54
COL,28,6.72
COL,29,6.9
COL,30,7.07
COL,31,7.27
COL,32,7.47
COL,33,7.66
COL,34,7.85
COL,35,8.06
COL,36,8.26
COL,37,8.47
COL,38,8.67
COL,39,8.87
COL,40,9.08
COL,41,9.28
COL,42,9.5
COL,43,9.73
COL,44,9.96
COL,45,10.21
COL,46,10.44
COL,47,10.7
COL,48,10.96
COL,49,11.23
COL,50,11.51
COL,51,11.8
COL,52,12.08
COL,53,12.38
COL,54,12.7
COL,55,13
COL,56,13.29
COL,57,13.62
COL,58,13.93
COL,59,14.25
COL,60,14.61
COL,61,15.01
COL,62,15.39
COL,63,15.79
COL,64,16.19
COL,65,16.59
COL,66,17.02
COL,67,17.45
COL,68,17.91
COL,69,18.41
COL,70,18.94
COL,71,19.51
COL,72,20.1
COL,73,20.72
COL,74,21.37
COL,75,22
COL,76,22.68
COL,77,23.4
COL,78,24.2
COL,79,25.06
COL,80,26
COL,81,26.88
COL,82,27.86
COL,83,28.95
COL,84,30.12
COL,85,31.44
COL,86,32.93
COL,87,34.58
COL,88,36.37
COL,89,38.53
COL,90,41.02
COL,91,43.85
COL,92,47.28
COL,93,51.37
COL,94,56.3
COL,95,62.09
COL,96,70.11
COL,97,80.6
COL,98,96.55
COL,99,125.63
COL,100,236.72
COM,1,1.9
COM,2,2.36
COM,3,2.53
COM,4,2.75
COM,5,2.99
COM,6,3.16
COM,7,3.31
COM,8,3.43
COM,9,3.5
COM,10,3.61
COM,11,3.71
COM,12,3.78
COM,13,3.85
COM,14,3.92
COM,15,4.01
COM,16,4.11
COM,17,4.19
COM,18,4.25
COM,19,4.34
COM,20,4.41
COM,21,4.47
COM,22,4.56
COM,23,4.64
COM,24,4.72
COM,25,4.79
COM,26,4.86
COM,27,4.93
COM,28,5
COM,29,5.07
COM,30,5.13
COM,31,5.17
COM,32,5.24
COM,33,5.32
COM,34,5.4
COM,35,5.47
COM,36,5.55
COM,37,5.63
COM,38,5.7
COM,39,5.78
COM,40,5.84
COM,41,5.91
COM,42,5.98
COM,43,6.07
COM,44,6.14
COM,45,6.21
COM,46,6.3
COM,47,6.38
COM,48,6.46
COM,49,6.53
COM,50,6.6
COM,51,6.67
COM,52,6.75
COM,53,6.86
COM,54,6.96
COM,55,7.05
COM,56,7.14
COM,57,7.22
COM,58,7.3
COM,59,7.41
COM,60,7.5
COM,61,7.61
COM,62,7.7
COM,63,7.81
COM,64,7.94
COM,65,8.04
COM,66,8.15
COM,67,8.29
COM,68,8.42
COM,69,8.54
COM,70,8.66
COM,71,8.81
COM,72,8.95
COM,73,9.12
COM,74,9.29
COM,75,9.48
COM,76,9.66
COM,77,9.83
COM,78,10
COM,79,10.18
COM,80,10.39
COM,81,10.58
COM,82,10.78
COM,83,11.01
COM,84,11.21
COM,85,11.43
COM,86,11.72
COM,87,12.07
COM,88,12.42
COM,89,12.81
COM,90,13.24
COM,91,13.66
COM,92,14.16
COM,93,14.74
COM,94,15.36
COM,95,16.24
COM,96,17.24
COM,97,18.5
COM,98,20.94
COM,99,24.6
COM,100,40.35
CPV,1,1.4
CPV,2,1.89
CPV,3,2.18
CPV,4,2.41
CPV,5,2.58
CPV,6,2.73
CPV,7,2.88
CPV,8,3
CPV,9,3.1
CPV,10,3.23
CPV,11,3.38
CPV,12,3.52
CPV,13,3.66
CPV,14,3.77
CPV,15,3.92
CPV,16,4.04
CPV,17,4.15
CPV,18,4.23
CPV,19,4.31
CPV,20,4.43
CPV,21,4.55
CPV,22,4.66
CPV,23,4.74
CPV,24,4.83
CPV,25,4.94
CPV,26,5.02
CPV,27,5.11
CPV,28,5.26
CPV,29,5.38
CPV,30,5.48
CPV,31,5.6
CPV,32,5.7
CPV,33,5.82
CPV,34,5.95
CPV,35,6.07
CPV,36,6.2
CPV,37,6.33
CPV,38,6.46
CPV,39,6.6
CPV,40,6.72
CPV,41,6.82
CPV,42,6.94
CPV,43,7.1
CPV,44,7.23
CPV,45,7.34
CPV,46,7.48
CPV,47,7.62
CPV,48,7.76
CPV,49,7.89
CPV,50,8.03
CPV,51,8.18
CPV,52,8.36
CPV,53,8.55
CPV,54,8.71
CPV,55,8.86
CPV,56,9.02
CPV,57,9.18
CPV,58,9.36
CPV,59,9.57
CPV,60,9.85
CPV,61,10.03
CPV,62,10.19
CPV,63,10.4
CPV,64,10.62
CPV,65,10.79
CPV,66,10.97
CPV,67,11.19
CPV,68,11.44
CPV,69,11.69
CPV,70,11.95
CPV,71,12.27
CPV,72,12.63
CPV,73,12.92
CPV,74,13.28
CPV,75,13.63
CPV,76,13.95
CPV,77,14.27
CPV,78,14.63
CPV,79,15.04
CPV,80,15.51
CPV,81,15.87
CPV,82,16.31
CPV,83,16.87
CPV,84,17.41
CPV,85,18.04
CPV,86,18.81
CPV,87,19.68
CPV,88,20.61
CPV,89,21.62
CPV,90,22.81
CPV,91,23.94
CPV,92,25.12
CPV,93,26.37
CPV,94,27.96
CPV,95,29.9
CPV,96,32.55
CPV,97,35.9
CPV,98,41.17
CPV,99,49.55
CPV,100,77.21
CRI,1,2.43
CRI,2,4.11
CRI,3,5.04
CRI,4,5.77
CRI,5,6.32
CRI,6,6.84
CRI,7,7.24
CRI,8,7.67
CRI,9,8.11
CRI,10,8.48
CRI,11,8.87
CRI,12,9.28
CRI,13,9.61
CRI,14,9.92
CRI,15,10.22
CRI,16,10.54
CRI,17,10.87
CRI,18,11.21
CRI,19,11.58
CRI,20,11.94
CRI,21,12.22
CRI,22,12.58
CRI,23,13
CRI,24,13.38
CRI,25,13.8
CRI,26,14.18
CRI,27,14.52
CRI,28,14.91
CRI,29,15.3
CRI,30,15.6
CRI,31,16.01
CRI,32,16.37
CRI,33,16.74
CRI,34,17.14
CRI,35,17.56
CRI,36,17.99
CRI,37,18.4
CRI,38,18.77
CRI,39,19.18
CRI,40,19.59
CRI,41,20.01
CRI,42,20.45
CRI,43,20.84
CRI,44,21.27
CRI,45,21.65
CRI,46,22.07
CRI,47,22.41
CRI,48,22.88
CRI,49,23.39
CRI,50,23.91
CRI,51,24.34
CRI,52,24.82
CRI,53,25.38
CRI,54,25.96
CRI,55,26.49
CRI,56,27.05
CRI,57,27.55
CRI,58,28.11
CRI,59,28.75
CRI,60,29.48
CRI,61,30.14
CRI,62,30.78
CRI,63,31.46
CRI,64,32.12
CRI,65,32.85
CRI,66,33.67
CRI,67,34.38
CRI,68,35.14
CRI,69,35.91
CRI,70,36.75
CRI,71,37.67
CRI,72,38.52
CRI,73,39.42
CRI,74,40.32
CRI,75,41.48
CRI,76,42.77
CRI,77,43.97
CRI,78,45.11
CRI,79,46.17
CRI,80,47.62
CRI,81,49.36
CRI,82,50.71
CRI,83,52.5
CRI,84,54.49
CRI,85,56.64
CRI,86,58.9
CRI,87,61.42
CRI,88,64.04
CRI,89,66.99
CRI,90,70.24
CRI,91,73.81
CRI,92,78.29
CRI,93,83.38
CRI,94,89.21
CRI,95,95.73
CRI,96,103.46
CRI,97,115.97
CRI,98,132.43
CRI,99,158.53
CRI,100,272.56
CUB,1,1.35
CUB,2,2.48
CUB,3,3.22
CUB,4,3.83
CUB,5,4.36
CUB,6,4.85
CUB,7,5.3
CUB,8,5.72
CUB,9,6.12
CUB,10,6.5
CUB,11,6.87
CUB,12,7.23
CUB,13,7.58
CUB,14,7.92
CUB,15,8.26
CUB,16,8.59
CUB,17,8.91
CUB,18,9.23
CUB,19,9.55
CUB,20,9.86
CUB,21,10.17
CUB,22,10.48
CUB,23,10.79
CUB,24,11.1
CUB,25,11.41
CUB,26,11.72
CUB,27,12.02
CUB,28,12.33
CUB,29,12.64
CUB,30,12.95
CUB,31,13.26
CUB,32,13.57
CUB,33,13.88
CUB,34,14.2
CUB,35,14.52
CUB,36,14.84
CUB,37,15.17
CUB,38,15.49
CUB,39,15.82
CUB,40,16.16
CUB,41,16.5
CUB,42,16.84
CUB,43,17.19
CUB,44,17.54
CUB,45,17.9
CUB,46,18.26
CUB,47,18.63
CUB,48,19.01
CUB,49,19.39
CUB,50,19.78
CUB,51,20.18
CUB,52,20.59
CUB,53,21
CUB,54,21.42
CUB,55,21.86
CUB,56,22.3
CUB,57,22.76
CUB,58,23.23
CUB,59,23.7
CUB,60,24.2
CUB,61,24.71
CUB,62,25.23
CUB,63,25.77
CUB,64,26.32
CUB,65,26.9
CUB,66,27.49
CUB,67,28.11
CUB,68,28.75
CUB,69,29.42
CUB,70,30.11
CUB,71,30.83
CUB,72,31.59
CUB,73,32.38
CUB,74,33.21
CUB,75,34.08
CUB,76,34.99
CUB,77,35.96
CUB,78,36.99
CUB,79,38.08
CUB,80,39.24
CUB,81,40.48
CUB,82,41.81
CUB,83,43.25
CUB,84,44.8
CUB,85,46.49
CUB,86,48.34
CUB,87,50.39
CUB,88,52.66
CUB,89,55.2
CUB,90,58.09
CUB,91,61.4
CUB,92,65.26
CUB,93,69.84
CUB,94,75.41
CUB,95,82.42
CUB,96,91.6
CUB,97,104.46
CUB,98,124.46
CUB,99,162.85
CUB,100,381.73
CUW,1,2.55
CUW,2,4.67
CUW,3,6.08
CUW,4,7.23
CUW,5,8.24
CUW,6,9.15
CUW,7,10
CUW,8,10.79
CUW,9,11.55
CUW,10,12.28
CUW,11,12.97
CUW,12,13.65
CUW,13,14.31
CUW,14,14.96
CUW,15,15.59
CUW,16,16.21
CUW,17,16.82
CUW,18,17.43
CUW,19,18.02
CUW,20,18.62
CUW,21,19.21
CUW,22,19.79
CUW,23,20.37
CUW,24,20.95
CUW,25,21.53
CUW,26,22.11
CUW,27,22.69
CUW,28,23.27
CUW,29,23.86
CUW,30,24.44
CUW,31,25.03
CUW,32,25.62
CUW,33,26.21
CUW,34,26.81
CUW,35,27.41
CUW,36,28.01
CUW,37,28.63
CUW,38,29.24
CUW,39,29.87
CUW,40,30.5
CUW,41,31.14
CUW,42,31.79
CUW,43,32.44
CUW,44,33.11
CUW,45,33.79
CUW,46,34.47
CUW,47,35.17
CUW,48,35.88
CUW,49,36.6
CUW,50,37.34
CUW,51,38.09
CUW,52,38.86
CUW,53,39.64
CUW,54,40.44
CUW,55,41.26
CUW,56,42.1
CUW,57,42.96
CUW,58,43.84
CUW,59,44.75
CUW,60,45.68
CUW,61,46.63
CUW,62,47.62
CUW,63,48.64
CUW,64,49.69
CUW,65,50.77
CUW,66,51.9
CUW,67,53.06
CUW,68,54.27
CUW,69,55.53
CUW,70,56.84
CUW,71,58.2
CUW,72,59.62
CUW,73,61.12
CUW,74,62.68
CUW,75,64.32
CUW,76,66.05
CUW,77,67.88
CUW,78,69.82
CUW,79,71.88
CUW,80,74.07
CUW,81,76.41
CUW,82,78.92
CUW,83,81.63
CUW,84,84.57
CUW,85,87.76
CUW,86,91.26
CUW,87,95.11
CUW,88,99.4
CUW,89,104.2
CUW,90,109.65
CUW,91,115.9
CUW,92,123.18
CUW,93,131.83
CUW,94,142.35
CUW,95,155.57
CUW,96,172.91
CUW,97,197.18
CUW,98,234.93
CUW,99,307.4
CUW,100,720.57
CYM,1,4.63
CYM,2,8.49
CYM,3,11.03
CYM,4,13.12
CYM,5,14.95
CYM,6,16.61
CYM,7,18.15
CYM,8,19.6
CYM,9,20.97
CYM,10,22.29
CYM,11,23.56
CYM,12,24.79
CYM,13,25.99
CYM,14,27.16
CYM,15,28.31
CYM,16,29.43
CYM,17,30.54
CYM,18,31.64
CYM,19,32.73
CYM,20,33.8
CYM,21,34.87
CYM,22,35.94
CYM,23,36.99
CYM,24,38.05
CYM,25,39.1
CYM,26,40.15
CYM,27,41.21
CYM,28,42.26
CYM,29,43.32
CYM,30,44.38
CYM,31,45.44
CYM,32,46.51
CYM,33,47.59
CYM,34,48.68
CYM,35,49.77
CYM,36,50.87
CYM,37,51.98
CYM,38,53.1
CYM,39,54.24
CYM,40,55.38
CYM,41,56.54
CYM,42,57.72
CYM,43,58.91
CYM,44,60.12
CYM,45,61.35
CYM,46,62.6
CYM,47,63.86
CYM,48,65.15
CYM,49,66.47
CYM,50,67.8
CYM,51,69.17
CYM,52,70.56
CYM,53,71.98
CYM,54,73.43
CYM,55,74.92
CYM,56,76.44
CYM,57,78.01
CYM,58,79.61
CYM,59,81.25
CYM,60,82.94
CYM,61,84.68
CYM,62,86.47
CYM,63,88.32
CYM,64,90.22
CYM,65,92.2
CYM,66,94.24
CYM,67,96.35
CYM,68,98.54
CYM,69,100.83
CYM,70,103.2
CYM,71,105.68
CYM,72,108.26
CYM,73,110.97
CYM,74,113.81
CYM,75,116.8
CYM,76,119.94
CYM,77,123.26
CYM,78,126.78
CYM,79,130.51
CYM,80,134.49
CYM,81,138.74
CYM,82,143.31
CYM,83,148.23
CYM,84,153.55
CYM,85,159.35
CYM,86,165.7
CYM,87,172.71
CYM,88,180.49
CYM,89,189.21
CYM,90,199.1
CYM,91,210.45
CYM,92,223.67
CYM,93,239.38
CYM,94,258.49
CYM,95,282.48
CYM,96,313.97
CYM,97,358.04
CYM,98,426.59
CYM,99,558.18
CYM,100,1308.41
CYP,1,12.36
CYP,2,18.94
CYP,3,22.09
CYP,4,23.46
CYP,5,24.86
CYP,6,25.66
CYP,7,26.74
CYP,8,27.79
CYP,9,28.86
CYP,10,29.85
CYP,11,30.7
CYP,12,31.4
CYP,13,31.99
CYP,14,32.85
CYP,15,33.62
CYP,16,34.19
CYP,17,34.89
CYP,18,35.51
CYP,19,36.23
CYP,20,36.8
CYP,21,37.41
CYP,22,37.81
CYP,23,38.38
CYP,24,38.9
CYP,25,39.45
CYP,26,40
CYP,27,40.79
CYP,28,41.34
CYP,29,41.99
CYP,30,42.6
CYP,31,43.01
CYP,32,43.56
CYP,33,44.06
CYP,34,44.39
CYP,35,45
CYP,36,45.73
CYP,37,46.35
CYP,38,47.04
CYP,39,47.53
CYP,40,48.08
CYP,41,48.7
CYP,42,49.3
CYP,43,50.07
CYP,44,50.68
CYP,45,51.31
CYP,46,52.01
CYP,47,52.58
CYP,48,53.57
CYP,49,54.58
CYP,50,55.23
CYP,51,55.86
CYP,52,56.65
CYP,53,57.31
CYP,54,58.08
CYP,55,58.88
CYP,56,59.53
CYP,57,60.37
CYP,58,61.06
CYP,59,61.98
CYP,60,62.93
CYP,61,63.71
CYP,62,64.45
CYP,63,65.11
CYP,64,65.72
CYP,65,66.73
CYP,66,67.65
CYP,67,68.4
CYP,68,69.46
CYP,69,70.54
CYP,70,71.43
CYP,71,72.73
CYP,72,73.76
CYP,73,74.83
CYP,74,76.47
CYP,75,77.82
CYP,76,79.06
CYP,77,80.48
CYP,78,81.84
CYP,79,83.43
CYP,80,85.08
CYP,81,87.07
CYP,82,88.88
CYP,83,90.65
CYP,84,92.16
CYP,85,94.27
CYP,86,96.59
CYP,87,99.31
CYP,88,101.73
CYP,89,104.82
CYP,90,108.13
CYP,91,111.6
CYP,92,115.66
CYP,93,120.43
CYP,94,127.69
CYP,95,135.38
CYP,96,143.9
CYP,97,155.91
CYP,98,174.94
CYP,99,209.67
CYP,100,469.85
CZE,1,7.24
CZE,2,11.72
CZE,3,14.28
CZE,4,16.34
CZE,5,18.16
CZE,6,19.22
CZE,7,20.35
CZE,8,21.57
CZE,9,22.43
CZE,10,23.24
CZE,11,23.91
CZE,12,24.68
CZE,13,25.15
CZE,14,25.74
CZE,15,26.35
CZE,16,26.98
CZE,17,27.5
CZE,18,28.15
CZE,19,28.68
CZE,20,29.17
CZE,21,29.66
CZE,22,30.18
CZE,23,30.62
CZE,24,31.21
CZE,25,31.8
CZE,26,32.2
CZE,27,32.73
CZE,28,33.23
CZE,29,33.66
CZE,30,34.03
CZE,31,34.42
CZE,32,34.88
CZE,33,35.26
CZE,34,35.68
CZE,35,36.12
CZE,36,36.5
CZE,37,36.94
CZE,38,37.35
CZE,39,37.7
CZE,40,38.06
CZE,41,38.5
CZE,42,38.85
CZE,43,39.27
CZE,44,39.59
CZE,45,39.95
CZE,46,40.33
CZE,47,40.69
CZE,48,41.02
CZE,49,41.35
CZE,50,41.71
CZE,51,42.11
CZE,52,42.52
CZE,53,42.9
CZE,54,43.25
CZE,55,43.58
CZE,56,43.85
CZE,57,44.22
CZE,58,44.57
CZE,59,45.1
CZE,60,45.6
CZE,61,46.13
CZE,62,46.58
CZE,63,47.12
CZE,64,47.64
CZE,65,48.19
CZE,66,48.66
CZE,67,49.25
CZE,68,49.73
CZE,69,50.28
CZE,70,50.84
CZE,71,51.42
CZE,72,52.07
CZE,73,52.86
CZE,74,53.61
CZE,75,54.52
CZE,76,55.23
CZE,77,55.91
CZE,78,56.93
CZE,79,57.9
CZE,80,58.68
CZE,81,59.76
CZE,82,60.83
CZE,83,62.16
CZE,84,63.23
CZE,85,64.41
CZE,86,65.83
CZE,87,66.99
CZE,88,68.23
CZE,89,69.62
CZE,90,71.38
CZE,91,73.17
CZE,92,75.36
CZE,93,77.46
CZE,94,81.15
CZE,95,85.74
CZE,96,91.07
CZE,97,97.8
CZE,98,107.35
CZE,99,122.58
CZE,100,186.1
DEU,1,1.84
DEU,2,7.81
DEU,3,11.62
DEU,4,15.96
DEU,5,18.39
DEU,6,20.05
DEU,7,22.47
DEU,8,24.03
DEU,9,25.65
DEU,10,27.37
DEU,11,29.1
DEU,12,30.46
DEU,13,31.91
DEU,14,33.38
DEU,15,34.58
DEU,16,35.78
DEU,17,36.76
DEU,18,37.61
DEU,19,38.5
DEU,20,39.52
DEU,21,40.39
DEU,22,41.14
DEU,23,41.99
DEU,24,43
DEU,25,43.84
DEU,26,44.68
DEU,27,45.41
DEU,28,46.25
DEU,29,47
DEU,30,47.88
DEU,31,48.8
DEU,32,49.62
DEU,33,50.3
DEU,34,51.11
DEU,35,51.91
DEU,36,52.67
DEU,37,53.47
DEU,38,54.26
DEU,39,55.1
DEU,40,55.9
DEU,41,56.53
DEU,42,57.21
DEU,43,57.92
DEU,44,58.86
DEU,45,59.57
DEU,46,60.41
DEU,47,61.24
DEU,48,62.05
DEU,49,62.7
DEU,50,63.4
DEU,51,64.37
DEU,52,65.19
DEU,53,65.96
DEU,54,66.84
DEU,55,67.81
DEU,56,68.78
DEU,57,69.59
DEU,58,70.39
DEU,59,71.55
DEU,60,72.71
DEU,61,73.63
DEU,62,74.57
DEU,63,75.43
DEU,64,76.44
DEU,65,77.42
DEU,66,78.4
DEU,67,79.58
DEU,68,80.81
DEU,69,81.89
DEU,70,82.97
DEU,71,83.98
DEU,72,85.25
DEU,73,86.34
DEU,74,87.68
DEU,75,89.15
DEU,76,90.54
DEU,77,92.2
DEU,78,93.74
DEU,79,95.59
DEU,80,97.4
DEU,81,99.31
DEU,82,101.55
DEU,83,103.39
DEU,84,105.91
DEU,85,108.09
DEU,86,110.44
DEU,87,113.81
DEU,88,117.12
DEU,89,120.63
DEU,90,124.91
DEU,91,128.71
DEU,92,133.34
DEU,93,138.71
DEU,94,144.72
DEU,95,152.36
DEU,96,162.86
DEU,97,175.42
DEU,98,195.08
DEU,99,235.08
DEU,100,439.62
DJI,1,0.57
DJI,2,0.91
DJI,3,1.16
DJI,4,1.41
DJI,5,1.57
DJI,6,1.7
DJI,7,1.83
DJI,8,1.94
DJI,9,2.08
DJI,10,2.2
DJI,11,2.31
DJI,12,2.38
DJI,13,2.48
DJI,14,2.56
DJI,15,2.68
DJI,16,2.77
DJI,17,2.88
DJI,18,3
DJI,19,3.07
DJI,20,3.18
DJI,21,3.32
DJI,22,3.42
DJI,23,3.51
DJI,24,3.6
DJI,25,3.7
DJI,26,3.79
DJI,27,3.85
DJI,28,3.91
DJI,29,3.98
DJI,30,4.04
DJI,31,4.15
DJI,32,4.23
DJI,33,4.32
DJI,34,4.38
DJI,35,4.47
DJI,36,4.56
DJI,37,4.66
DJI,38,4.74
DJI,39,4.83
DJI,40,4.9
DJI,41,5.03
DJI,42,5.13
DJI,43,5.22
DJI,44,5.28
DJI,45,5.37
DJI,46,5.47
DJI,47,5.56
DJI,48,5.67
DJI,49,5.77
DJI,50,5.87
DJI,51,5.98
DJI,52,6.06
DJI,53,6.18
DJI,54,6.31
DJI,55,6.38
DJI,56,6.5
DJI,57,6.63
DJI,58,6.76
DJI,59,6.83
DJI,60,6.94
DJI,61,7.08
DJI,62,7.22
DJI,63,7.36
DJI,64,7.48
DJI,65,7.61
DJI,66,7.78
DJI,67,7.92
DJI,68,8.08
DJI,69,8.23
DJI,70,8.38
DJI,71,8.55
DJI,72,8.7
DJI,73,8.84
DJI,74,9
DJI,75,9.19
DJI,76,9.36
DJI,77,9.54
DJI,78,9.75
DJI,79,9.96
DJI,80,10.19
DJI,81,10.39
DJI,82,10.71
DJI,83,10.97
DJI,84,11.27
DJI,85,11.64
DJI,86,12.09
DJI,87,12.63
DJI,88,13.06
DJI,89,13.67
DJI,90,14.37
DJI,91,15.04
DJI,92,15.91
DJI,93,17.1
DJI,94,18.29
DJI,95,20.32
DJI,96,21.65
DJI,97,23.5
DJI,98,26.74
DJI,99,35.31
DJI,100,60.94
DMA,1,0.79
DMA,2,1.44
DMA,3,1.87
DMA,4,2.22
DMA,5,2.53
DMA,6,2.81
DMA,7,3.07
DMA,8,3.31
DMA,9,3.54
DMA,10,3.76
DMA,11,3.97
DMA,12,4.18
DMA,13,4.38
DMA,14,4.58
DMA,15,4.77
DMA,16,4.96
DMA,17,5.14
DMA,18,5.33
DMA,19,5.51
DMA,20,5.69
DMA,21,5.87
DMA,22,6.04
DMA,23,6.22
DMA,24,6.4
DMA,25,6.57
DMA,26,6.75
DMA,27,6.92
DMA,28,7.1
DMA,29,7.28
DMA,30,7.45
DMA,31,7.63
DMA,32,7.81
DMA,33,7.99
DMA,34,8.17
DMA,35,8.35
DMA,36,8.54
DMA,37,8.72
DMA,38,8.91
DMA,39,9.1
DMA,40,9.29
DMA,41,9.48
DMA,42,9.68
DMA,43,9.88
DMA,44,10.08
DMA,45,10.28
DMA,46,10.49
DMA,47,10.7
DMA,48,10.91
DMA,49,11.13
DMA,50,11.36
DMA,51,11.58
DMA,52,11.81
DMA,53,12.05
DMA,54,12.29
DMA,55,12.54
DMA,56,12.79
DMA,57,13.05
DMA,58,13.32
DMA,59,13.59
DMA,60,13.87
DMA,61,14.16
DMA,62,14.46
DMA,63,14.76
DMA,64,15.08
DMA,65,15.41
DMA,66,15.75
DMA,67,16.1
DMA,68,16.46
DMA,69,16.84
DMA,70,17.24
DMA,71,17.65
DMA,72,18.08
DMA,73,18.52
DMA,74,19
DMA,75,19.49
DMA,76,20.01
DMA,77,20.56
DMA,78,21.14
DMA,79,21.76
DMA,80,22.42
DMA,81,23.13
DMA,82,23.88
DMA,83,24.7
DMA,84,25.58
DMA,85,26.54
DMA,86,27.59
DMA,87,28.75
DMA,88,30.03
DMA,89,31.48
DMA,90,33.11
DMA,91,34.98
DMA,92,37.17
DMA,93,39.76
DMA,94,42.91
DMA,95,46.87
DMA,96,52.06
DMA,97,59.31
DMA,98,70.59
DMA,99,92.19
DMA,100,214.61
DNK,1,7.35
DNK,2,20.15
DNK,3,24.73
DNK,4,26.71
DNK,5,28.36
DNK,6,30.66
DNK,7,32.24
DNK,8,33.81
DNK,9,35.24
DNK,10,36.72
DNK,11,38.06
DNK,12,39.15
DNK,13,40.1
DNK,14,41.06
DNK,15,42.1
DNK,16,42.75
DNK,17,43.65
DNK,18,44.4
DNK,19,44.97
DNK,20,45.69
DNK,21,46.45
DNK,22,47.12
DNK,23,47.71
DNK,24,48.48
DNK,25,49.24
DNK,26,49.81
DNK,27,50.25
DNK,28,50.81
DNK,29,51.28
DNK,30,51.76
DNK,31,52.24
DNK,32,52.67
DNK,33,53.32
DNK,34,53.94
DNK,35,54.51
DNK,36,55.21
DNK,37,55.78
DNK,38,56.42
DNK,39,57.11
DNK,40,57.57
DNK,41,58.13
DNK,42,58.83
DNK,43,59.55
DNK,44,60.16
DNK,45,60.62
DNK,46,61.24
DNK,47,62.11
DNK,48,62.79
DNK,49,63.43
DNK,50,64.07
DNK,51,64.76
DNK,52,65.53
DNK,53,66.36
DNK,54,67.22
DNK,55,68.02
DNK,56,68.76
DNK,57,69.53
DNK,58,70.46
DNK,59,71.46
DNK,60,72.14
DNK,61,72.91
DNK,62,73.79
DNK,63,74.79
DNK,64,75.52
DNK,65,76.18
