iso3c,percentile,income
AGO,28,1.99
AGO,29,2.04
AGO,30,2.11
AGO,31,2.16
AGO,32,2.22
AGO,33,2.28
AGO,34,2.34
AGO,35,2.39
AGO,36,2.44
AGO,37,2.5
AGO,38,2.56
AGO,39,2.63
AGO,40,2.7
AGO,41,2.78
AGO,42,2.85
AGO,43,2.93
AGO,44,3
AGO,45,3.08
AGO,46,3.15
AGO,47,3.22
AGO,48,3.3
AGO,49,3.38
AGO,50,3.46
AGO,51,3.52
AGO,52,3.6
AGO,53,3.68
AGO,54,3.75
AGO,55,3.83
AGO,56,3.92
AGO,57,4.01
AGO,58,4.11
AGO,59,4.21
AGO,60,4.3
AGO,61,4.4
AGO,62,4.52
AGO,63,4.63
AGO,64,4.76
AGO,65,4.9
AGO,66,5.01
AGO,67,5.11
AGO,68,5.22
AGO,69,5.37
AGO,70,5.53
AGO,71,5.68
AGO,72,5.85
AGO,73,6.01
AGO,74,6.17
AGO,75,6.34
AGO,76,6.51
AGO,77,6.7
AGO,78,6.88
AGO,79,7.08
AGO,80,7.31
AGO,81,7.57
AGO,82,7.81
AGO,83,8.07
AGO,84,8.34
AGO,85,8.6
AGO,86,8.88
AGO,87,9.26
AGO,88,9.66
AGO,89,10.09
AGO,90,10.63
AGO,91,11.16
AGO,92,11.74
AGO,93,12.53
AGO,94,13.48
AGO,95,14.47
AGO,96,15.6
AGO,97,17.35
AGO,98,20.09
AGO,99,26.38
AGO,100,77.05
ALB,1,3.71
ALB,2,4.62
ALB,3,5.21
ALB,4,5.57
ALB,5,6.07
ALB,6,6.39
ALB,7,6.78
ALB,8,7.1
ALB,9,7.34
ALB,10,7.63
ALB,11,7.91
ALB,12,8.13
ALB,13,8.39
ALB,14,8.63
ALB,15,8.85
ALB,16,9
ALB,17,9.22
ALB,18,9.42
ALB,19,9.63
ALB,20,9.82
ALB,21,9.98
ALB,22,10.12
ALB,23,10.31
ALB,24,10.55
ALB,25,10.74
ALB,26,10.89
ALB,27,11.04
ALB,28,11.19
ALB,29,11.38
ALB,30,11.58
ALB,31,11.8
ALB,32,12.01
ALB,33,12.19
ALB,34,12.35
ALB,35,12.49
ALB,36,12.68
ALB,37,12.82
ALB,38,12.97
ALB,39,13.16
ALB,40,13.34
ALB,41,13.54
ALB,42,13.72
ALB,43,13.91
ALB,44,14.06
ALB,45,14.2
ALB,46,14.42
ALB,47,14.63
ALB,48,14.81
ALB,49,15
ALB,50,15.18
ALB,51,15.42
ALB,52,15.59
ALB,53,15.8
ALB,54,16.03
ALB,55,16.21
ALB,56,16.42
ALB,57,16.62
ALB,58,16.83
ALB,59,17.01
ALB,60,17.22
ALB,61,17.51
ALB,62,17.76
ALB,63,18.05
ALB,64,18.33
ALB,65,18.58
ALB,66,18.83
ALB,67,19.04
ALB,68,19.32
ALB,69,19.61
ALB,70,19.94
ALB,71,20.29
ALB,72,20.59
ALB,73,20.92
ALB,74,21.29
ALB,75,21.72
ALB,76,22.18
ALB,77,22.6
ALB,78,23.06
ALB,79,23.56
ALB,80,23.97
ALB,81,24.39
ALB,82,24.94
ALB,83,25.43
ALB,84,25.9
ALB,85,26.49
ALB,86,27.15
ALB,87,27.78
ALB,88,28.48
ALB,89,29.35
ALB,90,30.21
ALB,91,30.96
ALB,92,32.22
ALB,93,33.56
ALB,94,34.96
ALB,95,36.52
ALB,96,38.46
ALB,97,41.18
ALB,98,44.43
ALB,99,48.83
ALB,100,61.51
AND,1,10.42
AND,2,15.65
AND,3,18.54
AND,4,20.73
AND,5,22.55
AND,6,24.13
AND,7,25.54
AND,8,26.83
AND,9,28.03
AND,10,29.15
AND,11,30.21
AND,12,31.21
AND,13,32.17
AND,14,33.1
AND,15,33.99
AND,16,34.85
AND,17,35.69
AND,18,36.51
AND,19,37.31
AND,20,38.1
AND,21,38.87
AND,22,39.63
AND,23,40.37
AND,24,41.11
AND,25,41.84
AND,26,42.56
AND,27,43.27
AND,28,43.98
AND,29,44.68
AND,30,45.38
AND,31,46.08
AND,32,46.78
AND,33,47.47
AND,34,48.16
AND,35,48.85
AND,36,49.54
AND,37,50.24
AND,38,50.93
AND,39,51.63
AND,40,52.33
AND,41,53.03
AND,42,53.74
AND,43,54.45
AND,44,55.16
AND,45,55.89
AND,46,56.61
AND,47,57.35
AND,48,58.09
AND,49,58.84
AND,50,59.6
AND,51,60.37
AND,52,61.14
AND,53,61.93
AND,54,62.73
AND,55,63.55
AND,56,64.38
AND,57,65.22
AND,58,66.08
AND,59,66.95
AND,60,67.84
AND,61,68.75
AND,62,69.68
AND,63,70.64
AND,64,71.61
AND,65,72.62
AND,66,73.64
AND,67,74.7
AND,68,75.79
AND,69,76.92
AND,70,78.08
AND,71,79.28
AND,72,80.52
AND,73,81.81
AND,74,83.15
AND,75,84.54
AND,76,86
AND,77,87.52
AND,78,89.12
AND,79,90.8
AND,80,92.57
AND,81,94.44
AND,82,96.42
AND,83,98.54
AND,84,100.8
AND,85,103.23
AND,86,105.86
AND,87,108.71
AND,88,111.84
AND,89,115.28
AND,90,119.12
AND,91,123.44
AND,92,128.37
AND,93,134.09
AND,94,140.88
AND,95,149.15
AND,96,159.63
AND,97,173.68
AND,98,194.34
AND,99,230.84
AND,100,382.09
ARE,1,10.16
ARE,2,16.25
ARE,3,21.55
ARE,4,26.21
ARE,5,30.38
ARE,6,34.14
ARE,7,37.56
ARE,8,40.7
ARE,9,43.59
ARE,10,46.29
ARE,11,48.8
ARE,12,51.15
ARE,13,53.38
ARE,14,55.48
ARE,15,57.47
ARE,16,59.37
ARE,17,61.18
ARE,18,62.92
ARE,19,64.59
ARE,20,66.19
ARE,21,67.74
ARE,22,69.24
ARE,23,70.69
ARE,24,72.1
ARE,25,73.47
ARE,26,74.8
ARE,27,76.1
ARE,28,77.37
ARE,29,78.62
ARE,30,79.84
ARE,31,81.03
ARE,32,82.21
ARE,33,83.36
ARE,34,84.5
ARE,35,85.63
ARE,36,86.74
ARE,37,87.83
ARE,38,88.92
ARE,39,89.99
ARE,40,91.06
ARE,41,92.12
ARE,42,93.17
ARE,43,94.22
ARE,44,95.26
ARE,45,96.3
ARE,46,97.34
ARE,47,98.37
ARE,48,99.41
ARE,49,100.45
ARE,50,101.49
ARE,51,102.53
ARE,52,103.58
ARE,53,104.63
ARE,54,105.69
ARE,55,106.75
ARE,56,107.83
ARE,57,108.91
ARE,58,110.01
ARE,59,111.12
ARE,60,112.24
ARE,61,113.38
ARE,62,114.54
ARE,63,115.71
ARE,64,116.91
ARE,65,118.13
ARE,66,119.37
ARE,67,120.64
ARE,68,121.94
ARE,69,123.27
ARE,70,124.64
ARE,71,126.05
ARE,72,127.5
ARE,73,129
ARE,74,130.54
ARE,75,132.15
ARE,76,133.82
ARE,77,135.55
ARE,78,137.36
ARE,79,139.26
ARE,80,141.25
ARE,81,143.35
ARE,82,145.57
ARE,83,147.92
ARE,84,150.43
ARE,85,153.12
ARE,86,156.01
ARE,87,159.14
ARE,88,162.55
ARE,89,166.3
ARE,90,170.46
ARE,91,175.12
ARE,92,180.4
ARE,93,186.47
ARE,94,193.59
ARE,95,202.12
ARE,96,212.66
ARE,97,226.23
ARE,98,244.76
ARE,99,272.58
ARE,100,322.46
ARG,1,2.08
ARG,2,3.66
ARG,3,4.3
ARG,4,4.88
ARG,5,5.37
ARG,6,5.74
ARG,7,6.08
ARG,8,6.45
ARG,9,6.77
ARG,10,7.11
ARG,11,7.48
ARG,12,7.78
ARG,13,8.01
ARG,14,8.26
ARG,15,8.51
ARG,16,8.81
ARG,17,9.13
ARG,18,9.47
ARG,19,9.78
ARG,20,10.04
ARG,21,10.35
ARG,22,10.63
ARG,23,10.93
ARG,24,11.2
ARG,25,11.53
ARG,26,11.82
ARG,27,12.12
ARG,28,12.43
ARG,29,12.72
ARG,30,13
ARG,31,13.34
ARG,32,13.63
ARG,33,13.91
ARG,34,14.19
ARG,35,14.51
ARG,36,14.89
ARG,37,15.24
ARG,38,15.55
ARG,39,15.84
ARG,40,16.23
ARG,41,16.63
ARG,42,16.96
ARG,43,17.27
ARG,44,17.6
ARG,45,17.94
ARG,46,18.37
ARG,47,18.73
ARG,48,19.13
ARG,49,19.52
ARG,50,19.93
ARG,51,20.3
ARG,52,20.72
ARG,53,21.01
ARG,54,21.3
ARG,55,21.78
ARG,56,22.28
ARG,57,22.78
ARG,58,23.2
ARG,59,23.67
ARG,60,24.15
ARG,61,24.58
ARG,62,25.09
ARG,63,25.66
ARG,64,26.2
ARG,65,26.67
ARG,66,27.36
ARG,67,27.97
ARG,68,28.59
ARG,69,29.23
ARG,70,29.98
ARG,71,30.69
ARG,72,31.34
ARG,73,32.06
ARG,74,32.93
ARG,75,33.8
ARG,76,34.58
ARG,77,35.44
ARG,78,36.27
ARG,79,37.23
ARG,80,38.4
ARG,81,39.5
ARG,82,40.42
ARG,83,41.58
ARG,84,43
ARG,85,44.47
ARG,86,45.9
ARG,87,47.49
ARG,88,49.22
ARG,89,51.27
ARG,90,53.29
ARG,91,56.11
ARG,92,59.63
ARG,93,63.59
ARG,94,67.22
ARG,95,71.13
ARG,96,76.78
ARG,97,84.04
ARG,98,94.24
ARG,99,110.5
ARG,100,167.44
ARM,1,2.45
ARM,2,3.04
ARM,3,3.35
ARM,4,3.6
ARM,5,3.77
ARM,6,3.98
ARM,7,4.14
ARM,8,4.32
ARM,9,4.47
ARM,10,4.61
ARM,11,4.73
ARM,12,4.84
ARM,13,4.97
ARM,14,5.08
ARM,15,5.18
ARM,16,5.27
ARM,17,5.36
ARM,18,5.45
ARM,19,5.56
ARM,20,5.63
ARM,21,5.71
ARM,22,5.82
ARM,23,5.92
ARM,24,6.02
ARM,25,6.11
ARM,26,6.21
ARM,27,6.28
ARM,28,6.35
ARM,29,6.47
ARM,30,6.55
ARM,31,6.62
ARM,32,6.74
ARM,33,6.84
ARM,34,6.93
ARM,35,7
ARM,36,7.08
ARM,37,7.17
ARM,38,7.24
ARM,39,7.31
ARM,40,7.37
ARM,41,7.44
ARM,42,7.5
ARM,43,7.61
ARM,44,7.7
ARM,45,7.76
ARM,46,7.83
ARM,47,7.91
ARM,48,7.98
ARM,49,8.06
ARM,50,8.16
ARM,51,8.27
ARM,52,8.34
ARM,53,8.43
ARM,54,8.51
ARM,55,8.59
ARM,56,8.68
ARM,57,8.78
ARM,58,8.9
ARM,59,9.01
ARM,60,9.12
ARM,61,9.24
ARM,62,9.35
ARM,63,9.45
ARM,64,9.57
ARM,65,9.7
ARM,66,9.81
ARM,67,9.9
ARM,68,10.01
ARM,69,10.12
ARM,70,10.27
ARM,71,10.4
ARM,72,10.55
ARM,73,10.69
ARM,74,10.86
ARM,75,11.01
ARM,76,11.17
ARM,77,11.33
ARM,78,11.5
ARM,79,11.63
ARM,80,11.82
ARM,81,12.04
ARM,82,12.24
ARM,83,12.47
ARM,84,12.7
ARM,85,12.98
ARM,86,13.25
ARM,87,13.59
ARM,88,13.9
ARM,89,14.23
ARM,90,14.65
ARM,91,15.13
ARM,92,15.63
ARM,93,16.27
ARM,94,17.02
ARM,95,18.04
ARM,96,19.31
ARM,97,20.69
ARM,98,22.65
ARM,99,26.31
ARM,100,44.14
ASM,1,4.99
ASM,2,7.71
ASM,3,9.25
ASM,4,10.43
ASM,5,11.42
ASM,6,12.29
ASM,7,13.07
ASM,8,13.78
ASM,9,14.45
ASM,10,15.07
ASM,11,15.66
ASM,12,16.22
ASM,13,16.76
ASM,14,17.28
ASM,15,17.79
ASM,16,18.27
ASM,17,18.75
ASM,18,19.22
ASM,19,19.67
ASM,20,20.12
ASM,21,20.56
ASM,22,20.99
ASM,23,21.41
ASM,24,21.84
ASM,25,22.25
ASM,26,22.67
ASM,27,23.08
ASM,28,23.49
ASM,29,23.89
ASM,30,24.3
ASM,31,24.7
ASM,32,25.1
ASM,33,25.5
ASM,34,25.9
ASM,35,26.31
ASM,36,26.71
ASM,37,27.11
ASM,38,27.52
ASM,39,27.92
ASM,40,28.33
ASM,41,28.74
ASM,42,29.15
ASM,43,29.57
ASM,44,29.99
ASM,45,30.41
ASM,46,30.84
ASM,47,31.27
ASM,48,31.71
ASM,49,32.15
ASM,50,32.6
ASM,51,33.05
ASM,52,33.51
ASM,53,33.98
ASM,54,34.45
ASM,55,34.93
ASM,56,35.43
ASM,57,35.93
ASM,58,36.44
ASM,59,36.96
ASM,60,37.49
ASM,61,38.03
ASM,62,38.59
ASM,63,39.16
ASM,64,39.74
ASM,65,40.34
ASM,66,40.96
ASM,67,41.59
ASM,68,42.25
ASM,69,42.92
ASM,70,43.62
ASM,71,44.35
ASM,72,45.1
ASM,73,45.87
ASM,74,46.69
ASM,75,47.53
ASM,76,48.41
ASM,77,49.34
ASM,78,50.31
ASM,79,51.34
ASM,80,52.42
ASM,81,53.56
ASM,82,54.78
ASM,83,56.07
ASM,84,57.46
ASM,85,58.96
ASM,86,60.58
ASM,87,62.34
ASM,88,64.28
ASM,89,66.42
ASM,90,68.8
ASM,91,71.5
ASM,92,74.59
ASM,93,78.18
ASM,94,82.46
ASM,95,87.69
ASM,96,94.35
ASM,97,103.34
ASM,98,116.67
ASM,99,140.49
ASM,100,243.42
ATG,1,1.5
ATG,2,2.73
ATG,3,3.54
ATG,4,4.21
ATG,5,4.79
ATG,6,5.32
ATG,7,5.81
ATG,8,6.27
ATG,9,6.71
ATG,10,7.13
ATG,11,7.53
ATG,12,7.92
ATG,13,8.3
ATG,14,8.67
ATG,15,9.04
ATG,16,9.39
ATG,17,9.75
ATG,18,10.1
ATG,19,10.44
ATG,20,10.78
ATG,21,11.12
ATG,22,11.46
ATG,23,11.79
ATG,24,12.12
ATG,25,12.46
ATG,26,12.79
ATG,27,13.12
ATG,28,13.46
ATG,29,13.79
ATG,30,14.13
ATG,31,14.46
ATG,32,14.8
ATG,33,15.14
ATG,34,15.49
ATG,35,15.83
ATG,36,16.18
ATG,37,16.53
ATG,38,16.88
ATG,39,17.24
ATG,40,17.61
ATG,41,17.97
ATG,42,18.34
ATG,43,18.72
ATG,44,19.1
ATG,45,19.49
ATG,46,19.88
ATG,47,20.28
ATG,48,20.69
ATG,49,21.1
ATG,50,21.52
ATG,51,21.96
ATG,52,22.39
ATG,53,22.84
ATG,54,23.3
ATG,55,23.77
ATG,56,24.25
ATG,57,24.74
ATG,58,25.25
ATG,59,25.76
ATG,60,26.3
ATG,61,26.84
ATG,62,27.41
ATG,63,27.99
ATG,64,28.59
ATG,65,29.21
ATG,66,29.85
ATG,67,30.52
ATG,68,31.21
ATG,69,31.93
ATG,70,32.67
ATG,71,33.45
ATG,72,34.26
ATG,73,35.12
ATG,74,36.01
ATG,75,36.95
ATG,76,37.93
ATG,77,38.98
ATG,78,40.08
ATG,79,41.25
ATG,80,42.5
ATG,81,43.84
ATG,82,45.27
ATG,83,46.82
ATG,84,48.49
ATG,85,50.31
ATG,86,52.3
ATG,87,54.49
ATG,88,56.93
ATG,89,59.67
ATG,90,62.76
ATG,91,66.32
ATG,92,70.45
ATG,93,75.37
ATG,94,81.34
ATG,95,88.84
ATG,96,98.68
ATG,97,112.43
ATG,98,133.8
ATG,99,174.76
ATG,100,406.82
AUS,1,1.82
AUS,2,10.29
AUS,3,16.39
AUS,4,19.61
AUS,5,22.04
AUS,6,24.11
AUS,7,25.79
AUS,8,27.27
AUS,9,28.75
AUS,10,29.94
AUS,11,31.26
AUS,12,32.61
AUS,13,33.75
AUS,14,34.91
AUS,15,36.34
AUS,16,37.49
AUS,17,38.44
AUS,18,39.52
AUS,19,40.25
AUS,20,41
AUS,21,41.61
AUS,22,42.29
AUS,23,43.04
AUS,24,43.83
AUS,25,44.58
AUS,26,45.29
AUS,27,45.94
AUS,28,46.84
AUS,29,47.69
AUS,30,48.48
AUS,31,49.26
AUS,32,50.05
AUS,33,50.51
AUS,34,51.03
AUS,35,51.72
AUS,36,52.36
AUS,37,53.24
AUS,38,53.95
AUS,39,54.82
AUS,40,55.76
AUS,41,56.47
AUS,42,57.19
AUS,43,57.96
AUS,44,58.74
AUS,45,59.61
AUS,46,60.48
AUS,47,61.32
AUS,48,62.21
AUS,49,63.08
AUS,50,64.18
AUS,51,65.29
AUS,52,66.41
AUS,53,67.23
AUS,54,68.19
AUS,55,69.27
AUS,56,70.39
AUS,57,71.42
AUS,58,72.48
AUS,59,73.52
AUS,60,74.79
AUS,61,75.84
AUS,62,76.72
AUS,63,77.78
AUS,64,78.96
AUS,65,80.23
AUS,66,81.51
AUS,67,82.78
AUS,68,84.22
AUS,69,85.73
AUS,70,87.17
AUS,71,88.62
AUS,72,90.06
AUS,73,91.72
AUS,74,93.72
AUS,75,95.5
AUS,76,97.44
AUS,77,99.31
AUS,78,101.56
AUS,79,103.29
AUS,80,105.23
AUS,81,107.55
AUS,82,110.05
AUS,83,112.38
AUS,84,115.12
AUS,85,118.06
AUS,86,121.33
AUS,87,124.16
AUS,88,127.52
AUS,89,131.79
AUS,90,136.88
AUS,91,141.46
AUS,92,146.56
AUS,93,152.42
AUS,94,158.53
AUS,95,165.85
AUS,96,176.8
AUS,97,192.27
AUS,98,215.23
AUS,99,255.53
AUS,100,378.84
AUT,1,3.13
AUT,2,11.72
AUT,3,16.01
AUT,4,21.58
AUT,5,24.61
AUT,6,26.6
AUT,7,28.56
AUT,8,30.74
AUT,9,32.21
AUT,10,33.74
AUT,11,34.81
AUT,12,35.88
AUT,13,37.2
AUT,14,38.23
AUT,15,39.13
AUT,16,40.19
AUT,17,41.24
AUT,18,42.29
AUT,19,43.37
AUT,20,44.81
AUT,21,45.95
AUT,22,47
AUT,23,47.54
AUT,24,47.99
AUT,25,48.96
AUT,26,49.82
AUT,27,50.96
AUT,28,52
AUT,29,52.75
AUT,30,53.35
AUT,31,53.99
AUT,32,54.83
AUT,33,55.55
AUT,34,56.39
AUT,35,57.3
AUT,36,58.12
AUT,37,58.88
AUT,38,59.54
AUT,39,60.14
AUT,40,60.94
AUT,41,61.98
AUT,42,63.1
AUT,43,63.94
AUT,44,65.09
AUT,45,66.25
AUT,46,67.14
AUT,47,67.94
AUT,48,68.87
AUT,49,69.85
AUT,50,70.53
AUT,51,71.33
AUT,52,72.12
AUT,53,72.97
AUT,54,73.98
AUT,55,74.76
AUT,56,75.7
AUT,57,76.59
AUT,58,77.58
AUT,59,78.38
AUT,60,79.18
AUT,61,80.17
AUT,62,81.07
AUT,63,82.18
AUT,64,83.18
AUT,65,84.04
AUT,66,85.36
AUT,67,86.58
AUT,68,87.61
AUT,69,88.84
AUT,70,90.24
AUT,71,91.36
AUT,72,92.56
AUT,73,93.8
AUT,74,95.03
AUT,75,96.24
AUT,76,97.73
AUT,77,99.27
AUT,78,100.49
AUT,79,101.87
AUT,80,103.38
AUT,81,105.01
AUT,82,106.75
AUT,83,108.66
AUT,84,111.32
AUT,85,113.69
AUT,86,116.24
AUT,87,119.12
AUT,88,121.96
AUT,89,125.57
AUT,90,128.78
AUT,91,133.36
AUT,92,137.99
AUT,93,143.36
AUT,94,149.58
AUT,95,157.8
AUT,96,166.91
AUT,97,181.28
AUT,98,200.56
AUT,99,231.58
AUT,100,483.24
AZE,1,7.7
AZE,2,8.64
AZE,3,9.12
AZE,4,9.51
AZE,5,9.81
AZE,6,10.12
AZE,7,10.38
AZE,8,10.58
AZE,9,10.78
AZE,10,10.97
AZE,11,11.18
AZE,12,11.4
AZE,13,11.55
AZE,14,11.7
AZE,15,11.86
AZE,16,12.01
AZE,17,12.18
AZE,18,12.37
AZE,19,12.49
AZE,20,12.61
AZE,21,12.73
AZE,22,12.86
AZE,23,12.99
AZE,24,13.13
AZE,25,13.3
AZE,26,13.43
AZE,27,13.54
AZE,28,13.66
AZE,29,13.79
AZE,30,13.94
AZE,31,14.08
AZE,32,14.21
AZE,33,14.33
AZE,34,14.48
AZE,35,14.61
AZE,36,14.75
AZE,37,14.89
AZE,38,15.02
AZE,39,15.15
AZE,40,15.26
AZE,41,15.39
AZE,42,15.5
AZE,43,15.64
AZE,44,15.76
AZE,45,15.88
AZE,46,16.04
AZE,47,16.19
AZE,48,16.36
AZE,49,16.5
AZE,50,16.62
AZE,51,16.78
AZE,52,16.92
AZE,53,17.08
AZE,54,17.27
AZE,55,17.44
AZE,56,17.59
AZE,57,17.74
AZE,58,17.94
AZE,59,18.15
AZE,60,18.41
AZE,61,18.62
AZE,62,18.87
AZE,63,19.08
AZE,64,19.26
AZE,65,19.48
AZE,66,19.75
AZE,67,19.92
AZE,68,20.17
AZE,69,20.4
AZE,70,20.62
AZE,71,20.91
AZE,72,21.19
AZE,73,21.55
AZE,74,21.83
AZE,75,22.09
AZE,76,22.46
AZE,77,22.85
AZE,78,23.26
AZE,79,23.67
AZE,80,24.1
AZE,81,24.69
AZE,82,25.24
AZE,83,25.78
AZE,84,26.34
AZE,85,26.82
AZE,86,27.48
AZE,87,28.11
AZE,88,28.87
AZE,89,29.89
AZE,90,31.02
AZE,91,32.26
AZE,92,33.54
AZE,93,35.05
AZE,94,36.9
AZE,95,39.2
AZE,96,42.13
AZE,97,45.4
AZE,98,50.87
AZE,99,61.13
AZE,100,110.16
BDI,1,0.42
BDI,2,0.58
BDI,3,0.66
BDI,4,0.72
BDI,5,0.78
BDI,6,0.82
BDI,7,0.86
BDI,8,0.89
BDI,9,0.93
BDI,10,0.95
BDI,11,0.98
BDI,12,1.01
BDI,13,1.04
BDI,14,1.06
BDI,15,1.1
BDI,16,1.12
BDI,17,1.15
BDI,18,1.16
BDI,19,1.19
BDI,20,1.22
BDI,21,1.24
BDI,22,1.26
BDI,23,1.28
BDI,24,1.31
BDI,25,1.33
BDI,26,1.36
BDI,27,1.38
BDI,28,1.4
BDI,29,1.42
BDI,30,1.45
BDI,31,1.48
BDI,32,1.51
BDI,33,1.54
BDI,34,1.57
BDI,35,1.6
BDI,36,1.62
BDI,37,1.65
BDI,38,1.67
BDI,39,1.69
BDI,40,1.72
BDI,41,1.75
BDI,42,1.78
BDI,43,1.8
BDI,44,1.82
BDI,45,1.86
BDI,46,1.88
BDI,47,1.91
BDI,48,1.94
BDI,49,1.98
BDI,50,2.01
BDI,51,2.04
BDI,52,2.07
BDI,53,2.1
BDI,54,2.13
BDI,55,2.16
BDI,56,2.19
BDI,57,2.22
BDI,58,2.24
BDI,59,2.28
BDI,60,2.32
BDI,61,2.35
BDI,62,2.39
BDI,63,2.44
BDI,64,2.48
BDI,65,2.53
BDI,66,2.58
BDI,67,2.62
BDI,68,2.67
BDI,69,2.72
BDI,70,2.78
BDI,71,2.82
BDI,72,2.87
BDI,73,2.92
BDI,74,2.98
BDI,75,3.04
BDI,76,3.11
BDI,77,3.18
BDI,78,3.26
BDI,79,3.33
BDI,80,3.4
BDI,81,3.48
BDI,82,3.57
BDI,83,3.68
BDI,84,3.79
BDI,85,3.9
BDI,86,4.02
BDI,87,4.16
BDI,88,4.3
BDI,89,4.48
BDI,90,4.65
BDI,91,4.86
BDI,92,5.14
BDI,93,5.44
BDI,94,5.78
BDI,95,6.16
BDI,96,6.75
BDI,97,7.46
BDI,98,8.52
BDI,99,10.59
BDI,100,18
BEL,1,12.78
BEL,2,20.25
BEL,3,23.12
BEL,4,25.17
BEL,5,26.39
BEL,6,27.72
BEL,7,29.4
BEL,8,30.56
BEL,9,31.78
BEL,10,32.94
