hex_id,pop,light
8658ae167ffffff,462,38
8658ae16fffffff,299,55
8658ae177ffffff,561,40
8658ae187ffffff,473,32
8658ae18fffffff,301,34
8658ae197ffffff,546,38
8658ae19fffffff,464,34
8658ae1a7ffffff,460,33
8658ae1afffffff,267,29
8658ae1b7ffffff,1412,45
8658ae207ffffff,741,34
8658ae20fffffff,1262,52
8658ae217ffffff,766,63
8658ae21fffffff,1331,29
8658ae227ffffff,484,51
8658ae22fffffff,512,67
8658ae237ffffff,519,37
8658ae247ffffff,660,29
8658ae24fffffff,871,30
8658ae257ffffff,575,31
8658ae25fffffff,1463,39
8658ae267ffffff,1481,70
8658ae26fffffff,1056,32
8658ae277ffffff,502,50
8658ae287ffffff,744,53
8658ae28fffffff,2178,36
8658ae297ffffff,314,30
8658ae29fffffff,525,31
8658ae2a7ffffff,510,47
8658ae2afffffff,2037,35
8658ae2b7ffffff,272,33
8658ae2c7ffffff,3928,28
8658ae2cfffffff,5384,36
8658ae2d7ffffff,1778,28
8658ae2dfffffff,626,26
8658ae2e7ffffff,763,29
8658ae2efffffff,2536,28
8658ae2f7ffffff,1956,26
8658ae307ffffff,709,38
8658ae30fffffff,649,69
8658ae317ffffff,351,35
8658ae31fffffff,537,37
8658ae327ffffff,371,32
8658ae32fffffff,736,63
8658ae337ffffff,268,42
8658ae347ffffff,4694,43
8658ae34fffffff,2899,86
8658ae357ffffff,930,90
8658ae35fffffff,1167,101
8658ae367ffffff,1957,74
8658ae36fffffff,3953,80
8658ae377ffffff,1197,61
8658ae387ffffff,299,50
8658ae38fffffff,326,33
8658ae397ffffff,318,40
8658ae39fffffff,329,36
8658ae3a7ffffff,238,40
8658ae3afffffff,317,40
8658ae3b7ffffff,257,57
8658ae407ffffff,901,44
8658ae40fffffff,901,27
8658ae417ffffff,843,27
8658ae41fffffff,918,27
8658ae427ffffff,613,32
8658ae42fffffff,418,27
8658ae437ffffff,415,40
8658ae447ffffff,609,38
8658ae44fffffff,386,31
8658ae457ffffff,931,28
8658ae45fffffff,520,27
8658ae467ffffff,569,32
8658ae46fffffff,714,32
8658ae477ffffff,372,28
8658ae487ffffff,1288,26
8658ae48fffffff,1614,25
8658ae497ffffff,4886,27
8658ae49fffffff,4718,25
8658ae4a7ffffff,858,27
8658ae4afffffff,1251,26
8658ae4b7ffffff,1872,29
8658ae4c7ffffff,1038,27
8658ae4cfffffff,1049,36
8658ae4d7ffffff,908,29
8658ae4dfffffff,794,27
8658ae4e7ffffff,825,27
8658ae4efffffff,450,27
8658ae4f7ffffff,787,25
8658ae507ffffff,706,29
8658ae50fffffff,356,40
8658ae517ffffff,902,38
8658ae51fffffff,459,33
8658ae527ffffff,828,30
8658ae52fffffff,583,27
8658ae537ffffff,488,42
8658ae547ffffff,314,28
8658ae54fffffff,357,46
8658ae557ffffff,334,27
8658ae55fffffff,678,28
8658ae567ffffff,330,31
8658ae56fffffff,273,29
8658ae577ffffff,321,28
8658ae587ffffff,322,28
8658ae58fffffff,510,29
8658ae597ffffff,454,25
8658ae59fffffff,593,26
8658ae5a7ffffff,211,25
8658ae5afffffff,439,27
8658ae5b7ffffff,240,28
8658ae607ffffff,499,64
8658ae60fffffff,377,39
8658ae617ffffff,846,52
8658ae61fffffff,1106,38
8658ae627ffffff,558,90
8658ae62fffffff,328,53
8658ae637ffffff,373,145
8658ae647ffffff,288,28
8658ae64fffffff,256,25
8658ae657ffffff,882,28
8658ae65fffffff,389,27
8658ae667ffffff,229,32
8658ae66fffffff,256,35
8658ae677ffffff,297,36
8658ae687ffffff,1665,62
8658ae68fffffff,755,63
8658ae697ffffff,1118,39
8658ae69fffffff,886,107
8658ae6a7ffffff,1814,43
8658ae6afffffff,1931,79
8658ae6b7ffffff,1323,29
8658ae6c7ffffff,507,57
8658ae6cfffffff,337,41
8658ae6d7ffffff,492,43
8658ae6dfffffff,621,38
8658ae6e7ffffff,846,39
8658ae6efffffff,629,28
8658ae6f7ffffff,842,42
8658ae707ffffff,614,100
8658ae70fffffff,443,159
8658ae717ffffff,467,48
8658ae71fffffff,319,102
8658ae727ffffff,701,37
8658ae72fffffff,1345,71
8658ae737ffffff,868,29
8658ae747ffffff,227,54
8658ae74fffffff,225,31
8658ae757ffffff,379,48
8658ae75fffffff,227,31
8658ae767ffffff,246,47
8658ae76fffffff,228,41
8658ae777ffffff,331,65
8658ae787ffffff,559,33
8658ae78fffffff,762,72
8658ae797ffffff,1325,37
8658ae79fffffff,1243,37
8658ae7a7ffffff,352,28
8658ae7afffffff,419,107
8658ae7b7ffffff,595,38
8658ae807ffffff,231,31
8658ae80fffffff,258,30
8658ae817ffffff,270,29
8658ae81fffffff,828,48
8658ae827ffffff,202,41
8658ae82fffffff,207,28
8658ae837ffffff,208,63
8658ae847ffffff,396,107
8658ae84fffffff,717,559
8658ae857ffffff,290,138
8658ae85fffffff,391,132
8658ae867ffffff,386,44
8658ae86fffffff,967,541
8658ae877ffffff,242,41
8658ae887ffffff,278,27
8658ae88fffffff,277,36
8658ae897ffffff,299,35
8658ae89fffffff,332,77
8658ae8a7ffffff,259,27
8658ae8afffffff,382,27
8658ae8b7ffffff,287,26
8658ae8c7ffffff,359,65
8658ae8cfffffff,735,134
8658ae8d7ffffff,466,55
8658ae8dfffffff,1328,48
8658ae8e7ffffff,407,48
8658ae8efffffff,423,363
8658ae8f7ffffff,432,41
8658ae907ffffff,213,96
8658ae90fffffff,210,44
8658ae917ffffff,214,72
8658ae91fffffff,204,129
8658ae927ffffff,204,67
8658ae92fffffff,204,44
8658ae937ffffff,215,83
8658ae947ffffff,202,34
8658ae94fffffff,227,39
8658ae957ffffff,207,40
8658ae95fffffff,215,45
8658ae967ffffff,205,63
8658ae96fffffff,210,33
8658ae977ffffff,201,61
8658ae987ffffff,498,49
8658ae98fffffff,248,36
8658ae997ffffff,357,31
8658ae99fffffff,354,42
8658ae9a7ffffff,227,27
8658ae9afffffff,233,45
8658ae9b7ffffff,240,46
8658aea07ffffff,1308,127
8658aea0fffffff,1512,54
8658aea17ffffff,492,89
8658aea1fffffff,499,41
8658aea27ffffff,9910,165
8658aea2fffffff,12508,340
8658aea37ffffff,1252,159
8658aea47ffffff,4409,90
8658aea4fffffff,2495,68
8658aea57ffffff,2198,47
8658aea5fffffff,1815,79
8658aea67ffffff,4688,177
8658aea6fffffff,1483,76
8658aea77ffffff,3193,126
8658aea87ffffff,301,65
8658aea8fffffff,344,99
8658aea97ffffff,275,52
8658aea9fffffff,283,90
8658aeaa7ffffff,378,262
8658aeaafffffff,315,70
8658aeab7ffffff,299,51
8658aeac7ffffff,1210,45
8658aeacfffffff,1708,75
8658aead7ffffff,666,50
8658aeadfffffff,913,37
8658aeae7ffffff,933,38
8658aeaefffffff,4376,32
8658aeaf7ffffff,554,52
8658aeb07ffffff,1738,218
8658aeb0fffffff,2634,125
8658aeb17ffffff,1802,204
8658aeb1fffffff,7202,113
8658aeb27ffffff,524,237
8658aeb2fffffff,1115,193
8658aeb37ffffff,697,459
8658aeb47ffffff,1730,48
8658aeb4fffffff,1329,60
8658aeb57ffffff,14152,512
8658aeb5fffffff,3764,148
8658aeb67ffffff,897,71
8658aeb6fffffff,265,40
8658aeb77ffffff,1213,91
8658aeb87ffffff,1394,142
8658aeb8fffffff,1079,184
8658aeb97ffffff,581,86
8658aeb9fffffff,535,87
8658aeba7ffffff,935,122
8658aebafffffff,2681,46
8658aebb7ffffff,686,119
8658aec07ffffff,915,26
8658aec0fffffff,3173,34
8658aec17ffffff,334,28
8658aec1fffffff,1328,37
8658aec27ffffff,530,26
8658aec2fffffff,2447,45
8658aec37ffffff,369,26
8658aec47ffffff,905,36
8658aec4fffffff,804,49
8658aec57ffffff,2330,42
8658aec5fffffff,2070,47
8658aec67ffffff,541,29
8658aec6fffffff,493,45
8658aec77ffffff,1674,28
8658aec87ffffff,255,29
8658aec8fffffff,451,36
8658aec97ffffff,254,30
8658aec9fffffff,283,36
8658aeca7ffffff,223,27
8658aecafffffff,458,27
8658aecb7ffffff,185,25
8658aecc7ffffff,2677,36
8658aeccfffffff,1018,36
8658aecd7ffffff,1970,33
8658aecdfffffff,768,32
8658aece7ffffff,9203,122
8658aecefffffff,5892,99
8658aecf7ffffff,1165,41
8658aed07ffffff,255,24
8658aed0fffffff,283,25
8658aed17ffffff,230,27
8658aed1fffffff,280,24
8658aed27ffffff,168,25
8658aed2fffffff,178,23
8658aed37ffffff,244,26
8658aed47ffffff,347,26
8658aed4fffffff,375,26
8658aed57ffffff,586,32
8658aed5fffffff,724,27
8658aed67ffffff,272,26
8658aed6fffffff,300,25
8658aed77ffffff,237,25
8658aed87ffffff,214,27
8658aed8fffffff,236,30
8658aed97ffffff,393,29
8658aed9fffffff,217,27
8658aeda7ffffff,504,36
8658aedafffffff,318,25
8658aedb7ffffff,239,30
8658c0007ffffff,772,242
8658c000fffffff,772,182
8658c0017ffffff,650,211
8658c001fffffff,573,285
8658c0027ffffff,1309,74
8658c002fffffff,965,102
8658c0037ffffff,1404,170
8658c0047ffffff,3670,103
8658c004fffffff,4000,43
8658c0057ffffff,996,83
8658c005fffffff,1299,60
8658c0067ffffff,1286,70
8658c006fffffff,2858,48
8658c0077ffffff,1205,66
8658c0087ffffff,971,128
8658c008fffffff,663,72
8658c0097ffffff,533,75
8658c009fffffff,489,34
8658c00a7ffffff,885,85
8658c00afffffff,856,341
8658c00b7ffffff,829,213
8658c00c7ffffff,516,68
8658c00cfffffff,571,45
8658c00d7ffffff,437,38
8658c00dfffffff,385,34
8658c00e7ffffff,692,182
8658c00efffffff,748,77
8658c00f7ffffff,511,113
8658c0107ffffff,933,66
8658c010fffffff,1280,38
8658c0117ffffff,682,58
8658c011fffffff,2621,144
8658c0127ffffff,533,42
8658c012fffffff,568,41
8658c0137ffffff,549,61
8658c0147ffffff,758,33
8658c014fffffff,1415,35
8658c0157ffffff,687,54
8658c015fffffff,851,74
8658c0167ffffff,716,79
8658c016fffffff,2320,43
8658c0177ffffff,593,45
8658c0187ffffff,995,70
8658c018fffffff,1437,137
8658c0197ffffff,713,49
8658c019fffffff,2791,86
8658c01a7ffffff,491,36
8658c01afffffff,900,82
8658c01b7ffffff,490,46
8658c0207ffffff,419,142
8658c020fffffff,379,96
8658c0217ffffff,367,70
8658c021fffffff,320,92
8658c0227ffffff,624,98
8658c022fffffff,552,75
8658c0237ffffff,522,102
8658c0247ffffff,381,46
8658c024fffffff,372,101
8658c0257ffffff,354,94
8658c025fffffff,385,35
8658c0267ffffff,1524,225
8658c026fffffff,428,71
8658c0277ffffff,530,114
8658c0287ffffff,241,209
8658c028fffffff,221,76
8658c0297ffffff,240,43
8658c029fffffff,207,72
8658c02a7ffffff,295,48
8658c02afffffff,260,102
8658c02b7ffffff,271,71
8658c02c7ffffff,316,36
8658c02cfffffff,397,48
8658c02d7ffffff,278,93
8658c02dfffffff,349,71
8658c02e7ffffff,317,45
8658c02efffffff,344,33
8658c02f7ffffff,253,41
8658c0307ffffff,6400,39
8658c030fffffff,1515,120
8658c0317ffffff,3794,105
8658c031fffffff,1229,49
8658c0327ffffff,4877,37
8658c032fffffff,1513,42
8658c0337ffffff,26617,40
8658c0347ffffff,1386,134
8658c034fffffff,2538,147
8658c0357ffffff,951,130
8658c035fffffff,1087,229
8658c0367ffffff,883,42
8658c036fffffff,877,166
8658c0377ffffff,1856,53
8658c0387ffffff,486,93
8658c038fffffff,417,39
8658c0397ffffff,419,76
8658c039fffffff,381,168
8658c03a7ffffff,1361,82
8658c03afffffff,690,49
8658c03b7ffffff,750,123
8658c0407ffffff,1990,104
8658c040fffffff,823,119
8658c0417ffffff,2065,137
8658c041fffffff,1027,142
8658c0427ffffff,2741,436
8658c042fffffff,1070,583
8658c0437ffffff,1734,140
8658c0447ffffff,519,123
8658c044fffffff,330,66
8658c0457ffffff,817,101
8658c045fffffff,482,69
8658c0467ffffff,544,92
8658c046fffffff,467,37
8658c0477ffffff,655,189
8658c0487ffffff,12167,88
8658c048fffffff,1731,65
8658c0497ffffff,4352,41
8658c049fffffff,3288,63
8658c04a7ffffff,4689,135
8658c04afffffff,3385,58
8658c04b7ffffff,2301,67
8658c04c7ffffff,771,36
8658c04cfffffff,571,57
8658c04d7ffffff,911,34
8658c04dfffffff,937,32
8658c04e7ffffff,831,120
8658c04efffffff,1681,82
8658c04f7ffffff,910,63
8658c0507ffffff,512,33
8658c050fffffff,819,51
8658c0517ffffff,575,32
8658c051fffffff,669,84
8658c0527ffffff,855,35
8658c052fffffff,685,51
8658c0537ffffff,629,33
8658c0547ffffff,1944,116
8658c054fffffff,1083,98
8658c0557ffffff,2226,228
8658c055fffffff,934,149
8658c0567ffffff,583,88
8658c056fffffff,2046,131
8658c0577ffffff,1005,56
8658c0587ffffff,1898,86
8658c058fffffff,2941,274
8658c0597ffffff,1271,36
8658c059fffffff,1206,42
8658c05a7ffffff,1275,41
8658c05afffffff,834,170
8658c05b7ffffff,3704,41
8658c0607ffffff,293,33
8658c060fffffff,287,29
8658c0617ffffff,404,40
8658c061fffffff,280,29
8658c0627ffffff,284,48
8658c062fffffff,299,29
8658c0637ffffff,307,45
8658c0647ffffff,372,38
8658c064fffffff,199,29
8658c0657ffffff,256,30
8658c065fffffff,225,28
8658c0667ffffff,547,31
8658c066fffffff,230,30
8658c0677ffffff,510,29
8658c0687ffffff,457,50
8658c068fffffff,290,33
8658c0697ffffff,1478,28
8658c069fffffff,618,29
8658c06a7ffffff,800,45
8658c06afffffff,350,53
8658c06b7ffffff,501,56
8658c06c7ffffff,246,31
8658c06cfffffff,319,34
8658c06d7ffffff,250,29
8658c06dfffffff,306,27
8658c06e7ffffff,262,29
8658c06efffffff,225,28
8658c06f7ffffff,243,30
8658c0707ffffff,287,29
8658c070fffffff,292,70
8658c0717ffffff,280,116
8658c071fffffff,279,41
8658c0727ffffff,384,54
8658c072fffffff,300,28
8658c0737ffffff,367,58
8658c0747ffffff,258,30
8658c074fffffff,263,33
8658c0757ffffff,282,33
8658c075fffffff,323,29
8658c0767ffffff,308,37
8658c076fffffff,308,49
8658c0777ffffff,274,30
8658c0787ffffff,739,50
8658c078fffffff,782,148
8658c0797ffffff,401,54
8658c079fffffff,534,199
8658c07a7ffffff,334,92
8658c07afffffff,331,59
8658c07b7ffffff,414,59
8658c0807ffffff,1775,100
8658c080fffffff,1073,216
8658c0817ffffff,1272,125
8658c081fffffff,1686,62
8658c0827ffffff,2756,51
8658c082fffffff,1868,128
8658c0837ffffff,3086,32
8658c0847ffffff,607,59
8658c084fffffff,536,36
8658c0857ffffff,1047,74
8658c085fffffff,592,46
8658c0867ffffff,622,90
8658c086fffffff,845,60
8658c0877ffffff,907,177
8658c0887ffffff,609,43
8658c088fffffff,565,33
8658c0897ffffff,657,50
8658c089fffffff,532,41
8658c08a7ffffff,735,53
8658c08afffffff,673,42
8658c08b7ffffff,767,45
8658c08c7ffffff,1655,66
8658c08cfffffff,895,37
8658c08d7ffffff,738,67
8658c08dfffffff,665,185
8658c08e7ffffff,1190,49
8658c08efffffff,851,46
8658c08f7ffffff,898,35
8658c0907ffffff,5276,31
8658c090fffffff,2532,30
8658c0917ffffff,3006,35
8658c091fffffff,2701,32
8658c0927ffffff,16267,50
8658c092fffffff,3235,34
8658c0937ffffff,6399,36
8658c0947ffffff,823,53
8658c094fffffff,707,166
8658c0957ffffff,1906,45
8658c095fffffff,870,115
8658c0967ffffff,1170,31
8658c096fffffff,805,34
8658c0977ffffff,1616,32
8658c0987ffffff,1167,35
8658c098fffffff,1119,31
8658c0997ffffff,1698,33
8658c099fffffff,849,32
8658c09a7ffffff,2307,58
8658c09afffffff,1468,32
8658c09b7ffffff,3777,31
8658c0a07ffffff,2081,62
8658c0a0fffffff,837,64
8658c0a17ffffff,1158,72
8658c0a1fffffff,1555,113
8658c0a27ffffff,1691,38
8658c0a2fffffff,838,72
8658c0a37ffffff,1181,34
8658c0a47ffffff,558,106
8658c0a4fffffff,472,191
8658c0a57ffffff,843,57
8658c0a5fffffff,1225,54
8658c0a67ffffff,514,194
8658c0a6fffffff,493,289
8658c0a77ffffff,638,224
8658c0a87ffffff,1555,36
8658c0a8fffffff,4630,38
8658c0a97ffffff,1239,37
8658c0a9fffffff,3027,61
8658c0aa7ffffff,1314,37
8658c0aafffffff,5294,41
8658c0ab7ffffff,1925,63
8658c0ac7ffffff,1091,49
8658c0acfffffff,723,93
8658c0ad7ffffff,1499,44
8658c0adfffffff,909,60
8658c0ae7ffffff,1203,325
8658c0aefffffff,1596,115
8658c0af7ffffff,2868,48
8658c0b07ffffff,573,36
8658c0b0fffffff,662,40
8658c0b17ffffff,540,40
8658c0b1fffffff,684,38
8658c0b27ffffff,1407,132
8658c0b2fffffff,788,36
8658c0b37ffffff,679,58
8658c0b47ffffff,1637,75
8658c0b4fffffff,551,154
8658c0b57ffffff,937,43
8658c0b5fffffff,617,82
8658c0b67ffffff,2457,169
8658c0b6fffffff,841,114
8658c0b77ffffff,1197,38
8658c0b87ffffff,662,42
8658c0b8fffffff,823,35
8658c0b97ffffff,755,38
8658c0b9fffffff,1085,38
8658c0ba7ffffff,544,36
8658c0bafffffff,641,34
8658c0bb7ffffff,1010,35
8658c0c07ffffff,918,69
8658c0c0fffffff,1286,45
8658c0c17ffffff,856,43
8658c0c1fffffff,663,68
8658c0c27ffffff,571,40
8658c0c2fffffff,1111,31
8658c0c37ffffff,570,48
8658c0c47ffffff,576,44
8658c0c4fffffff,526,41
8658c0c57ffffff,863,38
8658c0c5fffffff,529,49
8658c0c67ffffff,830,91
8658c0c6fffffff,553,40
8658c0c77ffffff,885,44
8658c0c87ffffff,829,63
8658c0c8fffffff,949,44
8658c0c97ffffff,1721,56
8658c0c9fffffff,787,36
8658c0ca7ffffff,480,93
8658c0cafffffff,969,83
8658c0cb7ffffff,588,143
8658c0cc7ffffff,850,56
8658c0ccfffffff,487,53
8658c0cd7ffffff,930,63
8658c0cdfffffff,668,60
8658c0ce7ffffff,1605,39
8658c0cefffffff,573,46
8658c0cf7ffffff,936,103
8658c0d07ffffff,975,67
8658c0d0fffffff,1102,37
8658c0d17ffffff,1525,42
8658c0d1fffffff,1016,57
8658c0d27ffffff,1389,39
8658c0d2fffffff,796,42
8658c0d37ffffff,2734,344
8658c0d47ffffff,1668,31
8658c0d4fffffff,2049,58
8658c0d57ffffff,798,47
8658c0d5fffffff,1220,34
8658c0d67ffffff,1704,35
8658c0d6fffffff,1082,30
8658c0d77ffffff,819,34
8658c0d87ffffff,605,46
8658c0d8fffffff,490,33
8658c0d97ffffff,701,90
8658c0d9fffffff,518,64
8658c0da7ffffff,1064,55
8658c0dafffffff,715,31
8658c0db7ffffff,1137,70
8658c1007ffffff,202,34
8658c100fffffff,182,32
8658c1017ffffff,276,42
8658c101fffffff,244,68
8658c1027ffffff,313,37
8658c102fffffff,252,46
8658c1037ffffff,373,38
8658c1047ffffff,179,234
8658c104fffffff,170,49
8658c1057ffffff,181,81
8658c105fffffff,192,98
8658c1067ffffff,228,92
8658c106fffffff,208,47
8658c1077ffffff,207,34
8658c1087ffffff,289,38
8658c108fffffff,701,29
8658c1097ffffff,257,66
8658c109fffffff,366,59
8658c10a7ffffff,309,45
8658c10afffffff,257,55
8658c10b7ffffff,250,47
8658c10c7ffffff,206,32
8658c10cfffffff,191,68
8658c10d7ffffff,265,63
8658c10dfffffff,190,318
8658c10e7ffffff,212,36
8658c10efffffff,222,39
8658c10f7ffffff,259,36
8658c1107ffffff,276,34
8658c110fffffff,285,35
8658c1117ffffff,445,36
8658c111fffffff,680,35
8658c1127ffffff,195,44
8658c112fffffff,243,34
8658c1137ffffff,210,92
8658c1147ffffff,397,80
8658c114fffffff,480,45
8658c1157ffffff,316,31
8658c115fffffff,346,42
8658c1167ffffff,557,63
8658c116fffffff,424,61
8658c1177ffffff,409,39
8658c1187ffffff,374,50
8658c118fffffff,760,34
8658c1197ffffff,257,293
8658c119fffffff,365,95
8658c11a7ffffff,434,272
8658c11afffffff,557,206
8658c11b7ffffff,322,163
8658c1307ffffff,180,32
8658c1317ffffff,176,103
8658c1327ffffff,253,28
8658c1337ffffff,191,70
8658c1387ffffff,228,53
8658c1397ffffff,184,45
8658c13a7ffffff,202,96
8658c13b7ffffff,208,41
8658c1407ffffff,429,142
8658c140fffffff,279,81
8658c1417ffffff,819,41
8658c141fffffff,357,73
8658c1427ffffff,550,61
8658c142fffffff,328,226
8658c1437ffffff,796,112
8658c1447ffffff,219,109
8658c144fffffff,222,258
8658c1457ffffff,232,79
8658c145fffffff,225,557
8658c1467ffffff,249,365
8658c146fffffff,255,291
8658c1477ffffff,215,75
8658c1487ffffff,1032,34
8658c148fffffff,397,30
8658c1497ffffff,928,34
8658c149fffffff,450,37
8658c14a7ffffff,2487,42
8658c14afffffff,622,33
8658c14b7ffffff,8653,42
8658c14c7ffffff,251,161
8658c14cfffffff,232,45
8658c14d7ffffff,298,34
8658c14dfffffff,241,31
8658c14e7ffffff,309,290
8658c14efffffff,229,503
8658c14f7ffffff,337,41
8658c1507ffffff,493,232
8658c150fffffff,1609,416
8658c1517ffffff,440,52
8658c151fffffff,676,143
8658c1527ffffff,1164,245
8658c152fffffff,745,117
8658c1537ffffff,442,171
8658c1547ffffff,731,69
8658c154fffffff,281,146
8658c1557ffffff,447,154
8658c155fffffff,285,61
8658c1567ffffff,347,98
8658c156fffffff,301,59
8658c1577ffffff,629,143
8658c1587ffffff,810,53
8658c158fffffff,2452,62
8658c1597ffffff,860,42
8658c159fffffff,3780,52
8658c15a7ffffff,441,57
8658c15afffffff,618,96
8658c15b7ffffff,395,87
8658c1607ffffff,236,36
8658c1617ffffff,217,193
8658c161fffffff,180,38
8658c1627ffffff,217,50
8658c162fffffff,211,70
8658c1637ffffff,243,35
8658c1687ffffff,223,35
8658c168fffffff,177,34
8658c1697ffffff,363,30
8658c169fffffff,243,29
8658c16a7ffffff,247,417
8658c16afffffff,189,47
8658c16b7ffffff,364,58
8658c1707ffffff,259,197
8658c170fffffff,236,77
8658c1717ffffff,213,62
8658c171fffffff,215,130
8658c1727ffffff,363,35
8658c172fffffff,231,46
8658c1737ffffff,267,97
8658c1747ffffff,178,433
8658c1757ffffff,191,118
8658c175fffffff,182,86
8658c1767ffffff,181,88
8658c176fffffff,221,123
8658c1777ffffff,181,59
8658c1787ffffff,237,48
8658c178fffffff,218,54
8658c1797ffffff,286,33
8658c179fffffff,324,215
8658c17a7ffffff,254,108
8658c17afffffff,213,48
8658c17b7ffffff,252,119
8658c1807ffffff,220,94
8658c180fffffff,192,64
8658c1817ffffff,198,79
8658c181fffffff,174,72
8658c1827ffffff,224,89
8658c182fffffff,217,106
8658c1837ffffff,217,90
8658c1847ffffff,354,51
8658c184fffffff,791,43
8658c1857ffffff,202,76
8658c185fffffff,338,45
8658c1867ffffff,444,129
8658c186fffffff,719,128
8658c1877ffffff,253,44
8658c1887ffffff,195,59
8658c188fffffff,184,192
8658c1897ffffff,209,135
8658c189fffffff,176,37
8658c18a7ffffff,222,136
8658c18afffffff,194,91
8658c18b7ffffff,223,92
8658c18c7ffffff,218,237
8658c18cfffffff,291,91
8658c18d7ffffff,206,68
8658c18dfffffff,541,34
8658c18e7ffffff,183,102
8658c18efffffff,214,46
8658c18f7ffffff,173,112
8658c1907ffffff,897,70
8658c190fffffff,480,301
8658c1917ffffff,691,57
8658c191fffffff,345,132
8658c1927ffffff,1187,92
8658c192fffffff,1079,76
8658c1937ffffff,2128,64
8658c1947ffffff,666,235
8658c194fffffff,895,165
8658c1957ffffff,252,118
8658c195fffffff,275,88
8658c1967ffffff,1377,232
8658c196fffffff,1306,225
8658c1977ffffff,511,146
8658c1987ffffff,433,84
8658c198fffffff,221,138
8658c1997ffffff,388,64
8658c199fffffff,221,48
8658c19a7ffffff,570,87
8658c19afffffff,384,102
8658c19b7ffffff,503,107
8658c1a07ffffff,3102,36
8658c1a0fffffff,1189,32
8658c1a17ffffff,1835,33
8658c1a1fffffff,1399,33
8658c1a27ffffff,4243,36
8658c1a2fffffff,1394,33
8658c1a37ffffff,9791,59
8658c1a57ffffff,830,42
8658c1a67ffffff,593,30
8658c1a77ffffff,749,30
8658c1a87ffffff,551,42
8658c1a8fffffff,352,30
8658c1a97ffffff,402,33
8658c1a9fffffff,281,40
8658c1aa7ffffff,1463,69
8658c1aafffffff,576,37
8658c1ab7ffffff,622,69
8658c1ac7ffffff,813,38
8658c1ad7ffffff,352,31
8658c1ae7ffffff,911,32
8658c1af7ffffff,487,72
8658c1b07ffffff,999,37
8658c1b0fffffff,2203,32
8658c1b17ffffff,1286,68
8658c1b1fffffff,1772,32
8658c1b27ffffff,1761,264
8658c1b2fffffff,2738,70
8658c1b37ffffff,905,128
8658c1b47ffffff,2076,33
8658c1b4fffffff,1667,36
8658c1b57ffffff,1173,30
8658c1b5fffffff,655,62
8658c1b67ffffff,4250,36
8658c1b6fffffff,2684,43
8658c1b77ffffff,4597,36
8658c1b87ffffff,1431,67
8658c1b8fffffff,1373,73
8658c1b97ffffff,455,56
8658c1b9fffffff,663,101
8658c1ba7ffffff,778,78
8658c1bafffffff,1427,49
8658c1bb7ffffff,438,70
8658c1c07ffffff,615,247
8658c1c0fffffff,293,90
8658c1c17ffffff,377,275
8658c1c1fffffff,394,266
8658c1c27ffffff,507,86
8658c1c2fffffff,269,38
8658c1c37ffffff,361,99
8658c1c47ffffff,263,101
8658c1c4fffffff,268,102
8658c1c57ffffff,421,184
8658c1c5fffffff,558,190
8658c1c67ffffff,212,194
8658c1c6fffffff,208,180
8658c1c77ffffff,227,176
8658c1c87ffffff,558,64
8658c1c8fffffff,1783,234
8658c1c97ffffff,913,175
8658c1c9fffffff,1391,185
8658c1ca7ffffff,360,112
8658c1cafffffff,419,370
8658c1cb7ffffff,895,68
8658c1cc7ffffff,506,50
8658c1ccfffffff,341,45
8658c1cd7ffffff,676,138
8658c1cdfffffff,393,58
8658c1ce7ffffff,425,144
8658c1cefffffff,765,75
8658c1cf7ffffff,597,100
8658c1d07ffffff,408,103
8658c1d0fffffff,374,188
8658c1d17ffffff,351,52
8658c1d1fffffff,285,66
8658c1d27ffffff,443,94
8658c1d2fffffff,398,114
8658c1d37ffffff,473,95
8658c1d47ffffff,206,126
8658c1d4fffffff,205,69
8658c1d57ffffff,235,408
8658c1d5fffffff,201,69
8658c1d67ffffff,393,244
8658c1d6fffffff,236,65
8658c1d77ffffff,366,83
8658c1d87ffffff,423,115
8658c1d8fffffff,327,362
8658c1d97ffffff,742,105
8658c1d9fffffff,424,333
8658c1da7ffffff,401,157
8658c1dafffffff,293,320
8658c1db7ffffff,1413,236
8658c2007ffffff,416,79
8658c200fffffff,324,97
8658c2017ffffff,791,113
8658c201fffffff,667,82
8658c2027ffffff,373,86
8658c202fffffff,321,144
8658c2037ffffff,700,137
8658c2047ffffff,458,80
8658c204fffffff,789,48
8658c2057ffffff,273,274
8658c205fffffff,341,107
8658c2067ffffff,406,77
8658c206fffffff,1571,43
8658c2077ffffff,297,143
8658c20afffffff,509,81
8658c20e7ffffff,271,54
8658c2107ffffff,1505,376
8658c210fffffff,432,223
8658c2117ffffff,1503,39
8658c211fffffff,1050,49
8658c2127ffffff,2130,77
8658c212fffffff,797,239
8658c2137ffffff,1666,212
8658c2147ffffff,344,476
8658c214fffffff,574,238
8658c2157ffffff,292,74
8658c215fffffff,319,53
8658c2167ffffff,1067,85
8658c216fffffff,477,292
8658c2177ffffff,439,117
8658c2197ffffff,790,221
8658c21a7ffffff,1007,72
8658c21b7ffffff,1549,226
8658c224fffffff,603,32
8658c2307ffffff,575,31
8658c2317ffffff,499,120
8658c2327ffffff,454,30
8658c2337ffffff,630,33
8658c2367ffffff,1652,28
8658c236fffffff,3107,30
8658c2507ffffff,1296,67
