hex_id,pop,light
86581958fffffff,5838,59
865819597ffffff,18166,116
86581959fffffff,6667,51
8658195a7ffffff,27365,50
8658195afffffff,9872,37
8658195b7ffffff,22510,57
865819607ffffff,7713,30
86581960fffffff,5321,31
865819617ffffff,9181,29
86581961fffffff,13214,38
865819627ffffff,5282,29
86581962fffffff,3474,27
865819637ffffff,12534,31
865819647ffffff,3214,28
86581964fffffff,2793,29
865819657ffffff,2128,29
86581965fffffff,1650,28
865819667ffffff,5692,28
86581966fffffff,4962,32
865819677ffffff,2667,28
865819687ffffff,5050,28
86581968fffffff,4614,28
865819697ffffff,5594,28
86581969fffffff,3168,35
8658196a7ffffff,2340,28
8658196afffffff,7439,30
8658196b7ffffff,2889,32
8658196c7ffffff,2748,32
8658196cfffffff,1602,60
8658196d7ffffff,5090,36
8658196dfffffff,3052,72
8658196e7ffffff,4703,30
8658196efffffff,2341,29
8658196f7ffffff,6241,29
865819707ffffff,9269,43
86581970fffffff,6708,32
865819717ffffff,8519,34
86581971fffffff,9638,34
865819727ffffff,9887,30
86581972fffffff,9456,30
865819737ffffff,50050,106
865819747ffffff,8792,28
86581974fffffff,7375,29
865819757ffffff,4766,30
86581975fffffff,5382,27
865819767ffffff,13852,40
86581976fffffff,17327,39
865819777ffffff,7571,29
865819787ffffff,2606,28
86581978fffffff,5793,30
865819797ffffff,2907,30
86581979fffffff,2588,30
8658197a7ffffff,3815,28
8658197afffffff,7515,35
8658197b7ffffff,3851,28
865819807ffffff,15617,35
86581980fffffff,21225,37
865819817ffffff,13009,34
86581981fffffff,12777,35
865819827ffffff,27621,38
86581982fffffff,34983,75
865819837ffffff,8864,37
865819847ffffff,27996,41
86581984fffffff,12724,41
865819857ffffff,39597,56
86581985fffffff,17758,56
865819867ffffff,28120,40
86581986fffffff,24090,46
865819877ffffff,22961,37
865819887ffffff,17838,37
86581988fffffff,19119,100
865819897ffffff,10712,31
86581989fffffff,9826,32
8658198a7ffffff,28652,36
8658198afffffff,49279,79
8658198b7ffffff,16591,51
8658198c7ffffff,18157,71
8658198cfffffff,10380,54
8658198d7ffffff,23078,80
8658198dfffffff,9418,40
8658198e7ffffff,20624,47
8658198efffffff,16448,37
8658198f7ffffff,16407,47
865819907ffffff,24998,45
86581990fffffff,31407,35
865819917ffffff,14662,35
86581991fffffff,11574,31
865819927ffffff,9968,33
86581992fffffff,44193,72
865819937ffffff,16756,41
865819947ffffff,17260,42
86581994fffffff,21675,41
865819957ffffff,21007,36
86581995fffffff,14861,38
865819967ffffff,16746,39
86581996fffffff,50864,73
865819977ffffff,47062,49
865819987ffffff,39961,72
86581998fffffff,18935,50
865819997ffffff,16904,34
86581999fffffff,33195,49
8658199a7ffffff,35919,37
8658199afffffff,15582,44
8658199b7ffffff,13879,32
865819a07ffffff,37394,49
865819a0fffffff,16459,33
865819a17ffffff,12073,35
865819a1fffffff,13169,44
865819a27ffffff,25768,40
865819a2fffffff,13155,36
865819a37ffffff,12459,36
865819a47ffffff,27117,39
865819a4fffffff,21560,33
865819a57ffffff,35136,31
865819a5fffffff,10321,31
865819a67ffffff,18842,36
865819a6fffffff,15348,38
865819a77ffffff,21422,35
865819a87ffffff,16002,33
865819a8fffffff,25158,32
865819a97ffffff,9524,42
865819a9fffffff,17286,34
865819aa7ffffff,17372,38
865819aafffffff,12149,33
865819ab7ffffff,17709,46
865819ac7ffffff,30103,34
865819acfffffff,20287,32
865819ad7ffffff,16826,29
865819adfffffff,48200,33
865819ae7ffffff,26054,31
865819aefffffff,16678,32
865819af7ffffff,52886,58
865819b07ffffff,41644,63
865819b0fffffff,39109,59
865819b17ffffff,59576,76
865819b1fffffff,22211,43
865819b27ffffff,70224,185
865819b2fffffff,75719,284
865819b37ffffff,32316,59
865819b47ffffff,49127,99
865819b4fffffff,31249,44
865819b57ffffff,20134,41
865819b5fffffff,27317,38
865819b67ffffff,39819,125
865819b6fffffff,26695,67
865819b77ffffff,49740,223
865819b87ffffff,42578,79
865819b8fffffff,24661,44
865819b97ffffff,14494,37
865819b9fffffff,45855,95
865819ba7ffffff,20613,53
865819bafffffff,34814,56
865819bb7ffffff,20046,43
865819c07ffffff,9572,34
865819c0fffffff,7496,31
865819c17ffffff,14074,35
865819c1fffffff,8751,28
865819c27ffffff,19395,29
865819c2fffffff,9489,31
865819c37ffffff,29852,53
865819c47ffffff,4448,31
865819c4fffffff,8453,29
865819c57ffffff,8435,30
865819c5fffffff,9542,31
865819c67ffffff,8613,32
865819c6fffffff,7063,30
865819c77ffffff,5977,29
865819c87ffffff,19868,42
865819c8fffffff,32406,61
865819c97ffffff,26533,31
865819c9fffffff,19149,34
865819ca7ffffff,11741,30
865819cafffffff,23082,40
865819cb7ffffff,12620,30
865819cc7ffffff,11958,32
865819ccfffffff,19097,45
865819cd7ffffff,25636,91
865819cdfffffff,21605,55
865819ce7ffffff,9597,30
865819cefffffff,11163,29
865819cf7ffffff,13175,31
865819d07ffffff,7001,30
865819d0fffffff,15895,31
865819d17ffffff,9679,33
865819d1fffffff,9853,29
865819d27ffffff,7464,33
865819d2fffffff,9016,32
865819d37ffffff,6360,33
865819d47ffffff,15389,36
865819d4fffffff,3808,29
865819d57ffffff,14865,35
865819d5fffffff,5917,30
865819d67ffffff,15693,37
865819d6fffffff,19624,38
865819d77ffffff,18335,33
865819d87ffffff,13914,28
865819d8fffffff,13578,30
865819d97ffffff,24193,31
865819d9fffffff,20581,30
865819da7ffffff,10998,31
865819dafffffff,18369,36
865819db7ffffff,10082,32
86581a007ffffff,1149,48
86581a00fffffff,1016,87
86581a017ffffff,1334,46
86581a01fffffff,961,170
86581a027ffffff,2129,53
86581a02fffffff,1026,53
86581a037ffffff,1091,109
86581a047ffffff,809,41
86581a04fffffff,1263,33
86581a057ffffff,1116,75
86581a05fffffff,792,46
86581a067ffffff,996,366
86581a06fffffff,1199,44
86581a077ffffff,972,66
86581a087ffffff,848,37
86581a08fffffff,2374,38
86581a097ffffff,1279,46
86581a09fffffff,742,44
86581a0a7ffffff,595,153
86581a0afffffff,1785,296
86581a0b7ffffff,884,63
86581a0c7ffffff,666,49
86581a0cfffffff,1190,59
86581a0d7ffffff,1121,31
86581a0dfffffff,1011,35
86581a0e7ffffff,1121,97
86581a0efffffff,552,62
86581a0f7ffffff,978,46
86581a107ffffff,1216,183
86581a10fffffff,1985,128
86581a117ffffff,1177,49
86581a11fffffff,1200,53
86581a127ffffff,1433,33
86581a12fffffff,1470,33
86581a137ffffff,2748,55
86581a147ffffff,923,50
86581a14fffffff,1134,156
86581a157ffffff,822,45
86581a15fffffff,1009,70
86581a167ffffff,3102,53
86581a16fffffff,2998,40
86581a177ffffff,1501,35
86581a187ffffff,1247,96
86581a18fffffff,1351,196
86581a197ffffff,946,27
86581a19fffffff,840,59
86581a1a7ffffff,1051,73
86581a1afffffff,2320,73
86581a1b7ffffff,1186,49
86581a207ffffff,3217,71
86581a20fffffff,4705,53
86581a217ffffff,7715,38
86581a21fffffff,7102,36
86581a227ffffff,1047,259
86581a22fffffff,1504,39
86581a237ffffff,2362,74
86581a247ffffff,1065,40
86581a24fffffff,2978,45
86581a257ffffff,1123,52
86581a25fffffff,1933,67
86581a267ffffff,2717,44
86581a26fffffff,1973,48
86581a277ffffff,3750,43
86581a287ffffff,1200,41
86581a28fffffff,1585,64
86581a297ffffff,1382,95
86581a29fffffff,816,103
86581a2a7ffffff,3784,61
86581a2afffffff,2561,43
86581a2b7ffffff,3322,44
86581a2c7ffffff,1826,57
86581a2cfffffff,925,75
86581a2d7ffffff,1723,40
86581a2dfffffff,752,151
86581a2e7ffffff,1974,39
86581a2efffffff,1372,63
86581a2f7ffffff,1788,80
86581a307ffffff,1213,77
86581a30fffffff,755,48
86581a317ffffff,701,42
86581a31fffffff,1733,266
86581a327ffffff,974,35
86581a32fffffff,669,36
86581a337ffffff,797,46
86581a347ffffff,2970,67
86581a34fffffff,4009,62
86581a357ffffff,1076,73
86581a35fffffff,3103,55
86581a367ffffff,2278,49
86581a36fffffff,5250,41
86581a377ffffff,667,60
86581a387ffffff,597,65
86581a38fffffff,1486,34
86581a397ffffff,1008,60
86581a39fffffff,907,46
86581a3a7ffffff,577,75
86581a3afffffff,722,45
86581a3b7ffffff,698,98
86581a407ffffff,1297,48
86581a40fffffff,561,112
86581a417ffffff,1238,86
86581a41fffffff,704,67
86581a427ffffff,1039,50
86581a42fffffff,630,140
86581a437ffffff,1688,239
86581a447ffffff,1028,217
86581a44fffffff,1668,45
86581a457ffffff,1539,101
86581a45fffffff,1813,600
86581a467ffffff,1063,268
86581a46fffffff,783,64
86581a477ffffff,839,120
86581a487ffffff,927,183
86581a48fffffff,860,49
86581a497ffffff,673,1170
86581a49fffffff,653,244
86581a4a7ffffff,1053,155
86581a4afffffff,1574,91
86581a4b7ffffff,1537,750
86581a4c7ffffff,1680,42
86581a4cfffffff,3342,72
86581a4d7ffffff,826,33
86581a4dfffffff,3239,48
86581a4e7ffffff,659,70
86581a4efffffff,1403,78
86581a4f7ffffff,662,32
86581a507ffffff,3256,37
86581a50fffffff,1306,32
86581a517ffffff,3104,50
86581a51fffffff,935,79
86581a527ffffff,3769,49
86581a52fffffff,14396,37
86581a537ffffff,2083,108
86581a547ffffff,705,44
86581a54fffffff,885,30
86581a557ffffff,657,41
86581a55fffffff,652,109
86581a567ffffff,1027,29
86581a56fffffff,686,42
86581a577ffffff,1254,39
86581a587ffffff,2169,148
86581a58fffffff,1774,95
86581a597ffffff,20357,107
86581a59fffffff,2437,646
86581a5a7ffffff,9944,53
86581a5afffffff,1492,127
86581a5b7ffffff,4872,266
86581a607ffffff,2141,53
86581a60fffffff,974,77
86581a617ffffff,2137,46
86581a61fffffff,2056,35
86581a627ffffff,1814,64
86581a62fffffff,2695,58
86581a637ffffff,1711,55
86581a647ffffff,691,56
86581a64fffffff,942,165
86581a657ffffff,1305,80
86581a65fffffff,1004,65
86581a667ffffff,825,86
86581a66fffffff,620,54
86581a677ffffff,1471,92
86581a687ffffff,7167,70
86581a68fffffff,5380,92
86581a697ffffff,2734,35
86581a69fffffff,10874,168
86581a6a7ffffff,3884,71
86581a6afffffff,4539,46
86581a6b7ffffff,5567,53
86581a6c7ffffff,1378,37
86581a6cfffffff,1530,32
86581a6d7ffffff,1777,37
86581a6dfffffff,2596,39
86581a6e7ffffff,1188,33
86581a6efffffff,1034,30
86581a6f7ffffff,203,33
86581a707ffffff,1380,150
86581a70fffffff,914,37
86581a717ffffff,2230,33
86581a71fffffff,1794,40
86581a727ffffff,1893,45
86581a72fffffff,747,94
86581a737ffffff,2237,39
86581a747ffffff,771,37
86581a74fffffff,2846,43
86581a757ffffff,1017,32
86581a75fffffff,3234,52
86581a767ffffff,849,38
86581a76fffffff,787,51
86581a777ffffff,844,33
86581a787ffffff,4743,37
86581a78fffffff,9897,42
86581a797ffffff,2842,49
86581a79fffffff,4148,83
86581a7a7ffffff,2576,85
86581a7afffffff,1680,38
86581a7b7ffffff,2365,66
86581a807ffffff,1184,50
86581a80fffffff,1674,126
86581a817ffffff,1141,43
86581a81fffffff,4523,34
86581a827ffffff,975,44
86581a82fffffff,1079,155
86581a837ffffff,1182,29
86581a847ffffff,2751,118
86581a84fffffff,766,282
86581a857ffffff,2047,124
86581a85fffffff,1302,78
86581a867ffffff,2878,69
86581a86fffffff,2468,105
86581a877ffffff,1816,115
86581a887ffffff,2576,149
86581a88fffffff,3552,75
86581a897ffffff,4738,38
86581a89fffffff,4526,41
86581a8a7ffffff,975,143
86581a8afffffff,4685,44
86581a8b7ffffff,887,175
86581a8c7ffffff,3312,51
86581a8cfffffff,3364,53
86581a8d7ffffff,2556,94
86581a8dfffffff,2621,53
86581a8e7ffffff,3589,51
86581a8efffffff,1976,142
86581a8f7ffffff,4453,48
86581a907ffffff,1671,91
86581a90fffffff,1474,39
86581a917ffffff,606,52
86581a91fffffff,1373,65
86581a927ffffff,749,50
86581a92fffffff,2824,118
86581a937ffffff,1999,48
86581a947ffffff,653,122
86581a94fffffff,750,98
86581a957ffffff,606,228
86581a95fffffff,746,417
86581a967ffffff,2760,152
86581a96fffffff,1741,230
86581a977ffffff,1357,137
86581a987ffffff,374,40
86581a98fffffff,541,49
86581a997ffffff,344,167
86581a99fffffff,443,120
86581a9a7ffffff,409,31
86581a9afffffff,868,29
86581a9b7ffffff,281,68
86581aa07ffffff,1163,81
86581aa0fffffff,832,177
86581aa17ffffff,3181,59
86581aa1fffffff,2022,296
86581aa27ffffff,577,147
86581aa2fffffff,883,272
86581aa37ffffff,917,156
86581aa47ffffff,1243,75
86581aa4fffffff,976,78
86581aa57ffffff,1327,81
86581aa5fffffff,2841,93
86581aa67ffffff,932,49
86581aa6fffffff,960,53
86581aa77ffffff,965,157
86581aa87ffffff,7341,65
86581aa8fffffff,2934,38
86581aa97ffffff,2582,147
86581aa9fffffff,1584,41
86581aaa7ffffff,3030,50
86581aaafffffff,3467,35
86581aab7ffffff,4842,134
86581aac7ffffff,1122,186
86581aacfffffff,3754,57
86581aad7ffffff,832,303
86581aadfffffff,809,133
86581aae7ffffff,1172,161
86581aaefffffff,1828,182
86581aaf7ffffff,2280,35
86581ab07ffffff,614,44
86581ab0fffffff,925,66
86581ab17ffffff,463,79
86581ab1fffffff,648,458
86581ab27ffffff,901,41
86581ab2fffffff,1158,49
86581ab37ffffff,538,85
86581ab47ffffff,812,36
86581ab4fffffff,2767,125
86581ab57ffffff,493,130
86581ab5fffffff,650,66
86581ab67ffffff,1469,73
86581ab6fffffff,1930,58
86581ab77ffffff,689,62
86581ab87ffffff,1407,153
86581ab8fffffff,3026,119
86581ab97ffffff,5220,63
86581ab9fffffff,1638,134
86581aba7ffffff,771,88
86581abafffffff,1236,105
86581abb7ffffff,1955,71
86581ac07ffffff,1268,26
86581ac0fffffff,1843,37
86581ac17ffffff,1502,30
86581ac1fffffff,1523,38
86581ac27ffffff,1209,29
86581ac2fffffff,1678,29
86581ac37ffffff,957,26
86581ac47ffffff,4544,30
86581ac4fffffff,2111,60
86581ac57ffffff,3505,29
86581ac5fffffff,955,27
86581ac67ffffff,2464,29
86581ac6fffffff,22013,137
86581ac77ffffff,1985,28
86581ac87ffffff,1879,46
86581ac8fffffff,2686,131
86581ac97ffffff,841,95
86581ac9fffffff,2429,37
86581aca7ffffff,851,34
86581acafffffff,1278,85
86581acb7ffffff,763,52
86581acc7ffffff,2655,30
86581accfffffff,2123,35
86581acd7ffffff,4484,34
86581acdfffffff,2436,29
86581ace7ffffff,2904,30
86581acefffffff,1167,28
86581acf7ffffff,2656,32
86581ad07ffffff,372,56
86581ad0fffffff,469,134
86581ad17ffffff,799,29
86581ad1fffffff,819,27
86581ad27ffffff,362,36
86581ad2fffffff,275,153
86581ad37ffffff,767,29
86581ad47ffffff,778,36
86581ad4fffffff,2086,31
86581ad57ffffff,728,88
86581ad5fffffff,1586,29
86581ad67ffffff,359,50
86581ad6fffffff,554,42
86581ad77ffffff,347,41
86581ad87ffffff,755,75
86581ad8fffffff,526,50
86581ad97ffffff,1554,63
86581ad9fffffff,749,49
86581ada7ffffff,927,28
86581adafffffff,766,35
86581adb7ffffff,1982,75
86581b007ffffff,4203,37
86581b00fffffff,3060,30
86581b017ffffff,3113,34
86581b01fffffff,2618,32
86581b027ffffff,1485,32
86581b02fffffff,1372,33
86581b037ffffff,3694,36
86581b047ffffff,2072,30
86581b04fffffff,1819,27
86581b057ffffff,1489,30
86581b05fffffff,865,29
86581b067ffffff,2363,29
86581b06fffffff,3172,29
86581b077ffffff,1705,31
86581b087ffffff,8399,44
86581b08fffffff,2164,32
86581b097ffffff,10353,46
86581b09fffffff,6446,31
86581b0a7ffffff,5297,47
86581b0afffffff,7900,47
86581b0b7ffffff,12996,55
86581b0c7ffffff,4051,31
86581b0cfffffff,1156,30
86581b0d7ffffff,1645,28
86581b0dfffffff,3094,68
86581b0e7ffffff,3357,29
86581b0efffffff,1379,33
86581b0f7ffffff,1969,31
86581b107ffffff,4020,35
86581b10fffffff,1505,33
86581b117ffffff,2877,38
86581b11fffffff,3792,37
86581b127ffffff,2932,31
86581b12fffffff,7316,36
86581b137ffffff,4213,39
86581b147ffffff,1519,29
86581b14fffffff,2003,34
86581b157ffffff,994,30
86581b15fffffff,889,29
86581b167ffffff,5337,37
86581b16fffffff,5323,29
86581b177ffffff,1493,30
86581b187ffffff,5730,48
86581b18fffffff,2635,45
86581b197ffffff,10890,65
86581b19fffffff,5565,44
86581b1a7ffffff,2142,48
86581b1afffffff,2092,37
86581b1b7ffffff,2066,70
86581b207ffffff,3847,33
86581b20fffffff,2353,188
86581b217ffffff,1838,29
86581b21fffffff,3027,34
86581b227ffffff,3559,38
86581b22fffffff,2149,29
86581b237ffffff,1616,30
86581b247ffffff,1152,123
86581b24fffffff,2342,67
86581b257ffffff,1061,48
86581b25fffffff,5255,76
86581b267ffffff,1666,44
86581b26fffffff,1575,39
86581b277ffffff,1667,82
86581b287ffffff,2530,29
86581b28fffffff,2398,31
86581b297ffffff,740,27
86581b29fffffff,2277,27
86581b2a7ffffff,3848,28
86581b2afffffff,1982,30
86581b2b7ffffff,960,28
86581b2c7ffffff,2946,105
86581b2cfffffff,2931,31
86581b2d7ffffff,2475,36
86581b2dfffffff,1934,44
86581b2e7ffffff,3107,44
86581b2efffffff,1635,58
86581b2f7ffffff,1988,32
86581b307ffffff,5060,32
86581b30fffffff,3792,28
86581b317ffffff,1558,29
86581b31fffffff,1664,27
86581b327ffffff,6609,28
86581b32fffffff,12184,32
86581b337ffffff,3674,28
86581b347ffffff,6147,30
86581b34fffffff,4562,30
86581b357ffffff,2919,30
86581b35fffffff,2261,42
86581b367ffffff,5054,31
86581b36fffffff,2707,35
86581b377ffffff,6211,34
86581b387ffffff,1036,27
86581b38fffffff,1129,26
86581b397ffffff,1679,28
86581b39fffffff,3938,28
86581b3a7ffffff,924,28
86581b3afffffff,1896,30
86581b3b7ffffff,915,27
86581b407ffffff,710,37
86581b40fffffff,972,45
86581b417ffffff,753,38
86581b41fffffff,2286,40
86581b427ffffff,1199,41
86581b42fffffff,1331,33
86581b437ffffff,1427,39
86581b447ffffff,3193,35
86581b44fffffff,3327,31
86581b457ffffff,2308,65
86581b45fffffff,3573,49
86581b467ffffff,3424,46
86581b46fffffff,7077,35
86581b477ffffff,2383,47
86581b487ffffff,2952,126
86581b48fffffff,913,37
86581b497ffffff,2743,63
86581b49fffffff,1379,39
86581b4a7ffffff,1396,138
86581b4afffffff,2555,40
86581b4b7ffffff,3682,86
86581b4c7ffffff,571,51
86581b4cfffffff,1026,31
86581b4d7ffffff,954,32
86581b4dfffffff,481,35
86581b4e7ffffff,2500,37
86581b4efffffff,1269,32
86581b4f7ffffff,923,93
86581b507ffffff,6468,81
86581b50fffffff,3430,46
86581b517ffffff,11347,137
86581b51fffffff,2793,49
86581b527ffffff,171955,1040
86581b52fffffff,34812,407
86581b537ffffff,19690,168
86581b547ffffff,1722,46
86581b54fffffff,2825,44
86581b557ffffff,1844,38
86581b55fffffff,1861,33
86581b567ffffff,5912,99
86581b56fffffff,2698,61
86581b577ffffff,8988,104
86581b587ffffff,4233,192
86581b58fffffff,1042,89
86581b597ffffff,4244,236
86581b59fffffff,1390,83
86581b5a7ffffff,11065,80
86581b5afffffff,3382,62
86581b5b7ffffff,3137,65
86581b607ffffff,2682,76
86581b60fffffff,1377,33
86581b617ffffff,2366,78
86581b61fffffff,2889,300
86581b627ffffff,3887,65
86581b62fffffff,1041,49
86581b637ffffff,1845,42
86581b647ffffff,829,29
86581b64fffffff,1131,28
86581b657ffffff,1192,28
86581b65fffffff,2117,30
86581b667ffffff,1110,35
86581b66fffffff,853,29
86581b677ffffff,1758,29
86581b687ffffff,2974,156
86581b68fffffff,2515,82
86581b697ffffff,1500,65
86581b69fffffff,1873,30
86581b6a7ffffff,1455,42
86581b6afffffff,2597,368
86581b6b7ffffff,3658,60
86581b6c7ffffff,2906,44
86581b6cfffffff,1964,32
86581b6d7ffffff,3713,39
86581b6dfffffff,3053,30
86581b6e7ffffff,5854,50
86581b6efffffff,3728,31
86581b6f7ffffff,1959,43
86581b707ffffff,3539,38
86581b70fffffff,5004,32
86581b717ffffff,2351,38
86581b71fffffff,1332,163
86581b727ffffff,5403,33
86581b72fffffff,1475,30
86581b737ffffff,6398,46
86581b747ffffff,1319,30
86581b74fffffff,749,29
86581b757ffffff,1607,32
86581b75fffffff,1112,30
86581b767ffffff,2911,49
86581b76fffffff,1604,28
86581b777ffffff,2004,44
86581b787ffffff,2251,41
86581b78fffffff,2006,36
86581b797ffffff,1554,31
86581b79fffffff,2446,118
86581b7a7ffffff,3925,41
86581b7afffffff,2594,50
86581b7b7ffffff,3225,34
86581b807ffffff,4600,50
86581b80fffffff,4611,34
86581b817ffffff,10151,96
86581b81fffffff,4719,43
86581b827ffffff,10112,73
86581b82fffffff,6087,35
86581b837ffffff,16518,63
86581b847ffffff,4059,34
86581b84fffffff,2010,31
86581b857ffffff,4279,31
86581b85fffffff,3954,29
86581b867ffffff,6837,35
86581b86fffffff,5381,30
86581b877ffffff,3501,35
86581b887ffffff,2935,37
86581b88fffffff,5762,40
86581b897ffffff,3673,63
86581b89fffffff,1808,37
86581b8a7ffffff,4433,66
86581b8afffffff,5949,50
86581b8b7ffffff,7475,94
86581b8c7ffffff,9611,45
86581b8cfffffff,3199,30
86581b8d7ffffff,13233,44
86581b8dfffffff,4802,38
86581b8e7ffffff,8670,39
86581b8efffffff,6650,36
86581b8f7ffffff,4899,34
86581b907ffffff,13665,38
86581b90fffffff,32866,163
86581b917ffffff,2912,32
86581b91fffffff,8842,93
86581b927ffffff,14375,39
86581b92fffffff,54148,93
86581b937ffffff,7275,44
86581b947ffffff,33575,61
86581b94fffffff,9284,39
86581b957ffffff,18324,82
86581b95fffffff,14914,38
86581b967ffffff,154699,603
86581b96fffffff,25741,82
86581b977ffffff,194828,507
86581b987ffffff,3076,33
86581b98fffffff,9003,65
86581b997ffffff,3528,35
86581b99fffffff,19792,280
86581b9a7ffffff,2503,34
86581b9afffffff,3700,34
86581b9b7ffffff,1957,41
86581ba07ffffff,5847,29
86581ba0fffffff,11727,30
86581ba17ffffff,4660,28
86581ba1fffffff,6704,28
86581ba27ffffff,5066,26
86581ba2fffffff,17085,31
86581ba37ffffff,3261,26
86581ba47ffffff,9800,31
86581ba4fffffff,5712,30
86581ba57ffffff,14528,31
86581ba5fffffff,13654,36
86581ba67ffffff,9871,32
86581ba6fffffff,5445,29
86581ba77ffffff,11046,32
86581ba87ffffff,8587,30
86581ba8fffffff,5553,28
86581ba97ffffff,4777,29
86581ba9fffffff,6075,31
86581baa7ffffff,15287,29
86581baafffffff,13858,42
86581bab7ffffff,7152,32
86581bac7ffffff,4074,28
86581bacfffffff,5692,31
86581bad7ffffff,15089,30
86581badfffffff,16832,28
86581bae7ffffff,9530,31
86581baefffffff,6982,30
86581baf7ffffff,5078,30
86581bb07ffffff,4336,29
86581bb0fffffff,5286,30
86581bb17ffffff,1314,28
86581bb1fffffff,3974,30
86581bb27ffffff,4559,29
86581bb2fffffff,8251,30
86581bb37ffffff,2452,30
86581bb47ffffff,8809,31
86581bb4fffffff,9859,30
86581bb57ffffff,7661,30
86581bb5fffffff,14435,31
86581bb67ffffff,5004,32
86581bb6fffffff,5364,31
86581bb77ffffff,8234,30
86581bb87ffffff,2215,28
86581bb8fffffff,3140,28
86581bb97ffffff,6088,31
86581bb9fffffff,9635,30
86581bba7ffffff,1164,30
86581bbafffffff,1758,28
86581bbb7ffffff,2498,32
86581bc07ffffff,8322,192
86581bc0fffffff,90773,1140
86581bc17ffffff,17703,422
86581bc1fffffff,173053,1707
86581bc27ffffff,4195,153
86581bc2fffffff,11036,142
86581bc37ffffff,8082,122
86581bc47ffffff,3766,63
86581bc4fffffff,3733,46
86581bc57ffffff,7273,149
86581bc5fffffff,2454,68
86581bc67ffffff,5693,79
86581bc6fffffff,1255,41
86581bc77ffffff,8464,123
86581bc87ffffff,16413,202
86581bc8fffffff,247306,1980
86581bc97ffffff,3473,55
86581bc9fffffff,24664,440
86581bca7ffffff,5816,160
86581bcafffffff,73037,1352
86581bcb7ffffff,2578,55
86581bcc7ffffff,14118,567
86581bccfffffff,3424,98
86581bcd7ffffff,152369,1910
86581bcdfffffff,34035,571
86581bce7ffffff,108100,1635
86581bcefffffff,3927,157
86581bcf7ffffff,335634,3160
86581bd07ffffff,5036,44
86581bd0fffffff,3393,62
86581bd17ffffff,4257,37
86581bd1fffffff,14974,105
86581bd27ffffff,9756,43
86581bd2fffffff,2743,70
86581bd37ffffff,3091,34
86581bd47ffffff,4847,42
86581bd4fffffff,10238,92
86581bd57ffffff,3954,41
86581bd5fffffff,21265,176
86581bd67ffffff,3177,32
86581bd6fffffff,11735,90
86581bd77ffffff,2922,35
86581bd87ffffff,9353,77
86581bd8fffffff,4102,71
86581bd97ffffff,12969,72
86581bd9fffffff,1892,49
86581bda7ffffff,3074,68
86581bdafffffff,3954,71
86581bdb7ffffff,6795,38
86581c007ffffff,17229,38
86581c00fffffff,9574,37
86581c017ffffff,11347,36
86581c01fffffff,32726,45
86581c027ffffff,13752,32
86581c02fffffff,5523,31
86581c037ffffff,6765,33
86581c047ffffff,7721,32
86581c04fffffff,7231,38
86581c057ffffff,10631,93
86581c05fffffff,11084,53
86581c067ffffff,8724,31
86581c06fffffff,6682,33
86581c077ffffff,12867,35
86581c087ffffff,4680,36
86581c08fffffff,5495,307
86581c097ffffff,4134,31
86581c09fffffff,3482,47
86581c0a7ffffff,5620,34
86581c0afffffff,4967,32
86581c0b7ffffff,5895,37
86581c0c7ffffff,63046,581
86581c0cfffffff,72932,797
86581c0d7ffffff,4883,40
86581c0dfffffff,12795,63
86581c0e7ffffff,33077,178
86581c0efffffff,45455,675
86581c0f7ffffff,8421,39
86581c107ffffff,5683,46
86581c10fffffff,6646,31
86581c117ffffff,7861,32
86581c11fffffff,7639,30
86581c127ffffff,8744,33
86581c12fffffff,5074,34
86581c137ffffff,9640,223
86581c147ffffff,36616,36
86581c14fffffff,13755,31
86581c157ffffff,8201,30
86581c15fffffff,9285,31
86581c167ffffff,21971,30
86581c16fffffff,14730,30
86581c177ffffff,8492,32
86581c187ffffff,5625,52
86581c18fffffff,12180,55
86581c197ffffff,5190,57
86581c19fffffff,15572,66
86581c1a7ffffff,11745,81
86581c1afffffff,8891,40
86581c1b7ffffff,5279,33
86581c207ffffff,9094,35
86581c20fffffff,5259,45
86581c217ffffff,11453,70
86581c21fffffff,5800,212
86581c227ffffff,5873,40
86581c22fffffff,5927,164
86581c237ffffff,5673,43
86581c247ffffff,1947,43
86581c24fffffff,1468,48
86581c257ffffff,5742,35
86581c25fffffff,2835,30
86581c267ffffff,893,133
86581c26fffffff,1183,75
86581c277ffffff,3678,96
86581c287ffffff,8314,38
86581c28fffffff,5268,214
86581c297ffffff,4781,36
86581c29fffffff,13391,41
86581c2a7ffffff,7297,59
86581c2afffffff,6526,136
86581c2b7ffffff,3933,37
86581c2c7ffffff,3938,100
86581c2cfffffff,7470,86
86581c2d7ffffff,3874,122
86581c2dfffffff,3468,55
86581c2e7ffffff,2544,54
86581c2efffffff,7963,33
86581c2f7ffffff,3857,305
86581c307ffffff,4792,34
86581c30fffffff,5841,82
86581c317ffffff,6351,87
86581c31fffffff,4826,37
86581c327ffffff,6744,33
86581c32fffffff,2316,34
86581c337ffffff,6529,51
86581c347ffffff,1669,29
86581c34fffffff,837,28
86581c357ffffff,4561,44
86581c35fffffff,1595,34
86581c367ffffff,2860,27
86581c36fffffff,1069,26
86581c377ffffff,1703,43
86581c387ffffff,32183,51
86581c38fffffff,8905,49
86581c397ffffff,21961,206
86581c39fffffff,18359,156
86581c3a7ffffff,11752,37
