eventname,longitude,latitude,eventyear
MX-22-002,-94.1858,15.5913,2022
US-22-014,-123.62,48.32,2022
PL-22-001,18.98,54.49,2022
PL-22-002,18.98,54.49,2022
PL-22-003,18.98,54.49,2022
PF-23-010,-142.251,-16.994,2023
PF-23-011,-149.06,-24.15,2023
PF-23-012,-142.251,-16.994,2023
PF-23-013,-142.251,-16.994,2023
PF-23-014,-150.244,-17.178,2023
PF-23-015,-150.244,-17.178,2023
PF-23-016,-142.251,-16.994,2023
PF-23-017,-142.251,-16.994,2023
PF-23-018,-142.251,-16.994,2023
NL-22-001,3.6,51.88,2022
FI-22-001,21.19,61.67,2022
FI-22-001,21.43,59.96,2022
FI-22-001,25.15,60.07,2022
PF-23-019,-149.06,-24.15,2023
PF-23-020,-150.244,-17.178,2023
PF-23-021,-150.244,-17.178,2023
PF-23-022,-150.244,-17.178,2023
PF-23-023,-149.06,-24.15,2023
PF-23-024,-150.244,-17.178,2023
PF-23-025,-150.244,-17.178,2023
PF-23-026,-142.251,-16.994,2023
PF-23-027,-139.746,-9.276,2023
PF-23-028,-150.244,-17.178,2023
PF-23-029,-150.244,-17.178,2023
US-22-003,-67.53,44.14,2022
US-22-004,-69.86,43.39,2022
US-22-005,-67.63,41.72,2022
US-22-006,-70.19,42.53,2022
US-22-007,-67.63,41.72,2022
US-22-008,-79.87,28.53,2022
US-22-010,-124.34,39.54,2022
US-22-011,-122.06,35.55,2022
US-22-012,-124.34,39.54,2022
US-22-013,-123.62,48.32,2022
US-22-015,-123.62,48.32,2022
US-22-016,-123.62,48.32,2022
US-22-017,-123.62,48.32,2022
US-22-018,-123.62,48.32,2022
US-22-019,-123.62,48.32,2022
US-22-020,-123.62,48.32,2022
US-22-021,-123.62,48.32,2022
US-22-022,-125,47.42,2022
US-22-023,-125,47.42,2022
US-22-024,-125,47.42,2022
US-16-040,-83.86,28.53,2016
US-16-041,-79.87,28.53,2016
US-16-042,-83.86,28.53,2016
US-16-043,-79.87,28.53,2016
CA-21-004,-64.49,45.33,2021
PF-23-030,-142.251,-16.994,2023
PF-23-031,-150.244,-17.178,2023
PF-23-032,-142.251,-16.994,2023
PF-23-033,-150.244,-17.178,2023
PF-23-034,-142.251,-16.994,2023
PF-23-035,-149.06,-24.15,2023
PF-23-036,-149.06,-24.15,2023
PF-23-037,-150.244,-17.178,2023
PF-23-038,-142.251,-16.994,2023
PF-23-039,-142.251,-16.994,2023
PF-23-040,-139.746,-9.276,2023
PF-23-041,-142.251,-16.994,2023
PF-23-042,-149.06,-24.15,2023
PF-23-043,-149.06,-24.15,2023
PF-23-044,-149.06,-24.15,2023
PF-23-045,-149.06,-24.15,2023
PF-23-046,-149.06,-24.15,2023
PF-23-047,-149.06,-24.15,2023
PF-23-048,-142.251,-16.994,2023
PF-23-049,-142.251,-16.994,2023
PF-23-050,-150.244,-17.178,2023
PF-23-051,-142.251,-16.994,2023
PF-23-052,-142.251,-16.994,2023
PF-23-053,-142.251,-16.994,2023
PF-23-054,-142.251,-16.994,2023
PF-23-055,-139.746,-9.276,2023
PF-23-056,-142.251,-16.994,2023
PF-23-057,-150.244,-17.178,2023
UY-23-001,-57.844015,-34.459823,2023
PF-23-058,-142.251,-16.994,2023
PF-23-059,-142.251,-16.994,2023
PF-23-060,-142.251,-16.994,2023
PF-23-061,-150.244,-17.178,2023
PF-23-062,-142.251,-16.994,2023
PF-23-063,-142.251,-16.994,2023
PF-23-064,-150.244,-17.178,2023
PF-23-065,-142.251,-16.994,2023
PF-23-066,-142.251,-16.994,2023
PF-23-067,-142.251,-16.994,2023
PF-23-068,-150.244,-17.178,2023
PF-23-069,-142.251,-16.994,2023
PF-23-070,-142.251,-16.994,2023
PF-23-071,-142.251,-16.994,2023
PF-23-072,-139.746,-9.276,2023
PF-23-073,-142.251,-16.994,2023
PF-23-074,-142.251,-16.994,2023
PF-23-075,-149.06,-24.15,2023
PF-23-076,-142.251,-16.994,2023
PF-23-077,-142.251,-16.994,2023
PF-23-078,-142.251,-16.994,2023
PF-23-079,-149.06,-24.15,2023
PF-23-080,-150.244,-17.178,2023
PF-23-081,-139.746,-9.276,2023
PF-23-082,-142.251,-16.994,2023
PF-23-083,-142.251,-16.994,2023
PF-23-084,-150.244,-17.178,2023
PF-24-001,-150.244,-17.178,2024
PF-24-002,-139.746,-9.276,2024
PF-24-003,-150.244,-17.178,2024
PF-24-004,-150.244,-17.178,2024
PF-24-005,-149.06,-24.15,2024
PF-24-006,-142.251,-16.994,2024
PF-24-007,-139.746,-9.276,2024
PF-24-008,-142.251,-16.994,2024
PF-24-009,-142.251,-16.994,2024
PF-24-010,-139.746,-9.276,2024
PF-24-011,-150.244,-17.178,2024
PF-23-085,-142.251,-16.994,2023
PF-23-086,-142.251,-16.994,2023
PF-23-087,-142.251,-16.994,2023
PF-23-088,-150.244,-17.178,2023
PF-23-089,-149.06,-24.15,2023
PF-23-090,-142.251,-16.994,2023
PF-23-091,-150.244,-17.178,2023
PF-23-092,-142.251,-16.994,2023
PF-23-093,-142.251,-16.994,2023
PF-23-094,-150.244,-17.178,2023
PF-24-012,-150.244,-17.178,2024
PF-24-013,-142.251,-16.994,2024
PF-24-014,-142.251,-16.994,2024
PF-24-015,-142.251,-16.994,2024
PF-24-016,-139.746,-9.276,2024
PF-24-017,-142.251,-16.994,2024
PF-24-064,-139.746,-9.276,2024
UY-24-001,-54.940792,-34.951759,2024
UY-24-001,-53.687977,-34.179648,2024
PF-24-065,-142.251,-16.994,2024
PF-24-018,-139.746,-9.276,2024
PF-24-019,-150.244,-17.178,2024
PF-24-020,-134.942,-23.158,2024
PF-24-021,-142.251,-16.994,2024
PF-24-022,-150.244,-17.178,2024
PF-24-023,-142.251,-16.994,2024
PF-24-024,-139.746,-9.276,2024
PF-24-025,-139.746,-9.276,2024
PF-24-026,-150.244,-17.178,2024
PF-24-027,-134.942,-23.158,2024
PF-24-028,-150.244,-17.178,2024
PF-24-029,-150.244,-17.178,2024
PF-24-030,-139.746,-9.276,2024
PF-24-031,-142.251,-16.994,2024
PF-24-032,-142.251,-16.994,2024
NO-24-017,8.2,57.82,2024
AU-24-003,138.457387,-35.295131,2024
AU-24-004,139.2,-35.5,2024
PF-24-033,-142.251,-16.994,2024
PF-24-034,-142.251,-16.994,2024
PF-24-035,-139.746,-9.276,2024
PF-24-036,-149.06,-24.15,2024
PF-24-037,-149.06,-24.15,2024
PF-24-038,-150.244,-17.178,2024
PF-24-039,-150.244,-17.178,2024
PF-24-040,-142.251,-16.994,2024
PF-24-041,-142.251,-16.994,2024
PF-24-042,-150.244,-17.178,2024
PF-24-043,-139.746,-9.276,2024
PF-24-044,-139.746,-9.276,2024
PF-24-045,-139.746,-9.276,2024
PF-24-046,-150.244,-17.178,2024
PF-24-047,-150.244,-17.178,2024
PF-24-048,-139.746,-9.276,2024
PF-24-049,-142.251,-16.994,2024
PF-24-050,-139.746,-9.276,2024
PF-24-051,-150.244,-17.178,2024
PF-24-052,-142.251,-16.994,2024
PF-24-053,-149.06,-24.15,2024
PF-24-054,-149.06,-24.15,2024
PF-24-055,-142.251,-16.994,2024
PF-24-056,-139.746,-9.276,2024
PF-24-057,-142.251,-16.994,2024
PF-24-058,-142.251,-16.994,2024
PF-24-059,-139.746,-9.276,2024
PF-24-060,-142.251,-16.994,2024
PF-24-061,-139.746,-9.276,2024
PF-24-062,-139.746,-9.276,2024
PF-24-063,-142.251,-16.994,2024
PF-24-066,-142.251,-16.994,2024
PF-24-067,-150.244,-17.178,2024
PF-24-068,-150.244,-17.178,2024
PF-24-069,-150.244,-17.178,2024
PF-24-070,-142.251,-16.994,2024
PF-24-071,-134.942,-23.158,2024
PF-24-072,-142.251,-16.994,2024
PF-24-073,-149.06,-24.15,2024
PF-24-074,-142.251,-16.994,2024
PF-24-075,-150.244,-17.178,2024
PF-24-076,-150.244,-17.178,2024
PF-24-077,-150.244,-17.178,2024
PF-24-078,-150.244,-17.178,2024
PF-24-079,-150.244,-17.178,2024
PF-24-080,-150.244,-17.178,2024
ID-16-001,108.575604,-6.634572,2016
ID-17-001,108.575604,-6.634572,2017
ID-18-001,108.575604,-6.634572,2018
AU-24-005,148.81,-19.94,2024
AU-24-006,147.74,-43.1,2024
PF-25-001,-142.251,-16.994,2025
PF-25-002,-139.746,-9.276,2025
PF-25-003,-134.942,-23.158,2025
PF-25-004,-142.251,-16.994,2025
US-23-008,-124.81,44.48,2023
US-23-009,-124.81,44.48,2023
AU-25-001,135.63,-34.68,2025
AU-25-002,138.32,-35.6,2025
PL-24-001,18.98,54.49,2024
PL-24-002,18.98,54.49,2024
PL-24-003,18.98,54.49,2024
PL-24-004,18.98,54.49,2024
PL-24-005,18.98,54.49,2024
PL-24-006,18.98,54.49,2024
PL-24-007,15.53,54.33,2024
US-23-004,-71.23,41.06,2023
US-23-010,-167.28,62.27,2023
US-23-017,-123.62,48.32,2023
US-23-018,-123.62,48.32,2023
US-24-009,-125,47.42,2024
US-24-020,-119.35,33.66,2024
US-24-021,-124.34,39.54,2024
US-24-028,-124.81,44.48,2024
