iso3c,skill,group,value
IND,OCU_ISCO08_1,urban,2.417484501
IND,OCU_ISCO08_2,urban,2.30006527
IND,OCU_ISCO08_3,urban,2.109707141
IND,OCU_ISCO08_4,urban,2.099433948
IND,OCU_ISCO08_5,urban,1.772279336
IND,OCU_ISCO08_6,urban,0.1241208793
IND,OCU_ISCO08_7,urban,1.4388298
IND,OCU_ISCO08_8,urban,1.487716178
IND,OCU_ISCO08_9,urban,0.8013296425
IRL,OCU_ISCO08_0,urban,1.125271819
IRL,OCU_ISCO08_1,urban,1.017197589
IRL,OCU_ISCO08_2,urban,1.148239834
IRL,OCU_ISCO08_3,urban,1.073209733
IRL,OCU_ISCO08_4,urban,1.046615408
IRL,OCU_ISCO08_5,urban,0.9612908408
IRL,OCU_ISCO08_6,urban,0.2347886445
IRL,OCU_ISCO08_7,urban,0.7994736625
IRL,OCU_ISCO08_8,urban,0.8867231024
IRL,OCU_ISCO08_9,urban,0.9607640837
IRN,OCU_ISCO08_0,urban,1.18375075
IRN,OCU_ISCO08_1,urban,1.308204425
IRN,OCU_ISCO08_2,urban,1.318287568
IRN,OCU_ISCO08_3,urban,1.289186748
IRN,OCU_ISCO08_4,urban,1.304250582
IRN,OCU_ISCO08_5,urban,1.243162477
IRN,OCU_ISCO08_6,urban,0.3337302398
IRN,OCU_ISCO08_7,urban,1.10813339
IRN,OCU_ISCO08_8,urban,1.087267606
IRN,OCU_ISCO08_9,urban,0.9315558463
IRQ,OCU_ISCO08_0,urban,0.9385523344
IRQ,OCU_ISCO08_1,urban,1.138811339
IRQ,OCU_ISCO08_2,urban,1.16297911
IRQ,OCU_ISCO08_3,urban,1.123796175
IRQ,OCU_ISCO08_4,urban,1.243351482
IRQ,OCU_ISCO08_5,urban,1.09351505
IRQ,OCU_ISCO08_6,urban,0.2169356498
IRQ,OCU_ISCO08_7,urban,1.029627034
IRQ,OCU_ISCO08_8,urban,1.056324618
IRQ,OCU_ISCO08_9,urban,0.9436460731
ISL,OCU_ISCO08_1,urban,0.9823851621
ISL,OCU_ISCO08_2,urban,1.079138527
ISL,OCU_ISCO08_3,urban,1.055194746
ISL,OCU_ISCO08_4,urban,0.9854457139
ISL,OCU_ISCO08_5,urban,1.023581951
ISL,OCU_ISCO08_6,urban,0.2831453991
ISL,OCU_ISCO08_7,urban,0.9415182315
ISL,OCU_ISCO08_8,urban,0.9174483117
ISL,OCU_ISCO08_9,urban,0.9587743214
ITA,OCU_ISCO08_0,urban,1.020742003
ITA,OCU_ISCO08_1,urban,1.011210344
ITA,OCU_ISCO08_2,urban,1.066037864
ITA,OCU_ISCO08_3,urban,1.030678218
ITA,OCU_ISCO08_4,urban,1.033101755
ITA,OCU_ISCO08_5,urban,0.9911757311
ITA,OCU_ISCO08_6,urban,0.7019198557
ITA,OCU_ISCO08_7,urban,0.9503548714
ITA,OCU_ISCO08_8,urban,0.9288109944
ITA,OCU_ISCO08_9,urban,0.9847111274
JAM,OCU_ISCO08_0,urban,1.426151799
JAM,OCU_ISCO08_1,urban,1.13007118
JAM,OCU_ISCO08_2,urban,1.346582247
JAM,OCU_ISCO08_3,urban,1.301050863
JAM,OCU_ISCO08_4,urban,1.24628354
JAM,OCU_ISCO08_5,urban,1.064763202
JAM,OCU_ISCO08_6,urban,0.3005099318
JAM,OCU_ISCO08_7,urban,1.02506546
JAM,OCU_ISCO08_8,urban,1.018859903
JAM,OCU_ISCO08_9,urban,0.9934828373
JOR,OCU_ISCO08_1,urban,0.9655701204
JOR,OCU_ISCO08_2,urban,0.9823877286
JOR,OCU_ISCO08_3,urban,0.9995664725
JOR,OCU_ISCO08_4,urban,0.9840514356
JOR,OCU_ISCO08_5,urban,0.9981332684
JOR,OCU_ISCO08_6,urban,0.8040334112
JOR,OCU_ISCO08_7,urban,1.034737519
JOR,OCU_ISCO08_8,urban,0.9991523603
JOR,OCU_ISCO08_9,urban,1.025448952
KEN,OCU_ISCO08_0,urban,2.157363323
KEN,OCU_ISCO08_1,urban,1.614554717
KEN,OCU_ISCO08_2,urban,1.871357564
KEN,OCU_ISCO08_3,urban,1.384639853
KEN,OCU_ISCO08_4,urban,2.294391477
KEN,OCU_ISCO08_5,urban,1.773320115
KEN,OCU_ISCO08_6,urban,0.1763355941
KEN,OCU_ISCO08_7,urban,1.679730665
KEN,OCU_ISCO08_8,urban,1.518815813
KEN,OCU_ISCO08_9,urban,1.148468167
KHM,OCU_ISCO08_0,urban,1.555351558
KHM,OCU_ISCO08_1,urban,1.372266183
KHM,OCU_ISCO08_2,urban,1.394492896
KHM,OCU_ISCO08_3,urban,1.448093334
KHM,OCU_ISCO08_4,urban,1.717329857
KHM,OCU_ISCO08_5,urban,1.475191299
KHM,OCU_ISCO08_6,urban,0.3835048582
KHM,OCU_ISCO08_7,urban,1.187480615
KHM,OCU_ISCO08_8,urban,1.381148709
KHM,OCU_ISCO08_9,urban,0.7005255076
KIR,OCU_ISCO08_1,urban,1.115879957
KIR,OCU_ISCO08_2,urban,1.062945717
KIR,OCU_ISCO08_3,urban,1.281606898
KIR,OCU_ISCO08_4,urban,1.481965974
KIR,OCU_ISCO08_5,urban,1.32998737
KIR,OCU_ISCO08_6,urban,0.5984880942
KIR,OCU_ISCO08_7,urban,1.028801429
KIR,OCU_ISCO08_8,urban,1.376957419
KIR,OCU_ISCO08_9,urban,0.6045453899
KOR,OCU_ISCO08_1,urban,1.091376839
KOR,OCU_ISCO08_2,urban,1.113859648
KOR,OCU_ISCO08_3,urban,1.067354313
KOR,OCU_ISCO08_4,urban,1.010587215
KOR,OCU_ISCO08_5,urban,1.053300294
KOR,OCU_ISCO08_6,urban,0.2413385935
KOR,OCU_ISCO08_7,urban,1.009456677
KOR,OCU_ISCO08_8,urban,0.9807448064
KOR,OCU_ISCO08_9,urban,0.9750413726
LAO,OCU_ISCO08_0,urban,1.964924013
LAO,OCU_ISCO08_1,urban,1.897442771
LAO,OCU_ISCO08_2,urban,1.565749609
LAO,OCU_ISCO08_3,urban,2.267850681
LAO,OCU_ISCO08_4,urban,2.43890955
LAO,OCU_ISCO08_5,urban,1.866579879
LAO,OCU_ISCO08_6,urban,0.5707140105
LAO,OCU_ISCO08_7,urban,1.584801997
LAO,OCU_ISCO08_8,urban,1.511247446
LAO,OCU_ISCO08_9,urban,1.366274199
LBR,OCU_ISCO08_0,urban,0.6406020142
LBR,OCU_ISCO08_1,urban,1.888779231
LBR,OCU_ISCO08_2,urban,1.710592396
LBR,OCU_ISCO08_3,urban,1.792517646
LBR,OCU_ISCO08_4,urban,2.077965696
LBR,OCU_ISCO08_5,urban,1.797349063
LBR,OCU_ISCO08_6,urban,0.4217332348
LBR,OCU_ISCO08_7,urban,1.860384993
LBR,OCU_ISCO08_8,urban,1.750489428
LBR,OCU_ISCO08_9,urban,0.7551642707
LKA,OCU_ISCO08_0,urban,0.8810836323
LKA,OCU_ISCO08_1,urban,2.387834712
LKA,OCU_ISCO08_2,urban,1.67792357
LKA,OCU_ISCO08_3,urban,1.439341123
LKA,OCU_ISCO08_4,urban,1.764900292
LKA,OCU_ISCO08_5,urban,1.158660721
LKA,OCU_ISCO08_6,urban,0.1649857692
LKA,OCU_ISCO08_7,urban,1.019334131
LKA,OCU_ISCO08_8,urban,1.051330373
LKA,OCU_ISCO08_9,urban,0.7316612719
LSO,OCU_ISCO08_0,urban,2.058588718
LSO,OCU_ISCO08_1,urban,1.520872368
LSO,OCU_ISCO08_2,urban,1.838739264
LSO,OCU_ISCO08_3,urban,1.841622129
LSO,OCU_ISCO08_4,urban,2.060846103
LSO,OCU_ISCO08_5,urban,1.618932026
LSO,OCU_ISCO08_6,urban,0.4481751063
LSO,OCU_ISCO08_7,urban,1.341515115
LSO,OCU_ISCO08_8,urban,1.432787873
LSO,OCU_ISCO08_9,urban,0.9050283226
LTU,OCU_ISCO08_0,urban,1.141918426
LTU,OCU_ISCO08_1,urban,1.168259133
LTU,OCU_ISCO08_2,urban,1.167244134
LTU,OCU_ISCO08_3,urban,1.063728744
LTU,OCU_ISCO08_4,urban,1.042390889
LTU,OCU_ISCO08_5,urban,0.9501671513
LTU,OCU_ISCO08_6,urban,0.3504291995
LTU,OCU_ISCO08_7,urban,0.8901390686
LTU,OCU_ISCO08_8,urban,0.8521655996
LTU,OCU_ISCO08_9,urban,0.7857571221
LUX,OCU_ISCO08_0,urban,0.7910888117
LUX,OCU_ISCO08_1,urban,1.015757997
LUX,OCU_ISCO08_2,urban,1.08596359
LUX,OCU_ISCO08_3,urban,0.8764939283
LUX,OCU_ISCO08_4,urban,0.8869154799
LUX,OCU_ISCO08_5,urban,0.8964717466
LUX,OCU_ISCO08_6,urban,0.4396088715
LUX,OCU_ISCO08_7,urban,0.874099651
LUX,OCU_ISCO08_8,urban,0.9171860984
LUX,OCU_ISCO08_9,urban,1.036907276
LVA,OCU_ISCO08_0,urban,0.8687821161
LVA,OCU_ISCO08_1,urban,1.03004268
LVA,OCU_ISCO08_2,urban,1.15399098
LVA,OCU_ISCO08_3,urban,1.110365477
LVA,OCU_ISCO08_4,urban,1.177060015
LVA,OCU_ISCO08_5,urban,0.988553419
LVA,OCU_ISCO08_6,urban,0.3487739775
LVA,OCU_ISCO08_7,urban,0.9520267702
LVA,OCU_ISCO08_8,urban,0.801828682
LVA,OCU_ISCO08_9,urban,0.8768770601
MDA,OCU_ISCO08_0,urban,2.307074918
MDA,OCU_ISCO08_1,urban,2.304533317
MDA,OCU_ISCO08_2,urban,2.067454551
MDA,OCU_ISCO08_3,urban,2.024543798
MDA,OCU_ISCO08_4,urban,2.061009954
MDA,OCU_ISCO08_5,urban,1.612260769
MDA,OCU_ISCO08_6,urban,0.298807996
MDA,OCU_ISCO08_7,urban,1.353774297
MDA,OCU_ISCO08_8,urban,1.154397468
MDA,OCU_ISCO08_9,urban,0.8586776811
MDG,OCU_ISCO08_0,urban,3.871974013
MDG,OCU_ISCO08_1,urban,3.124268484
MDG,OCU_ISCO08_2,urban,1.608552713
MDG,OCU_ISCO08_3,urban,2.273763147
MDG,OCU_ISCO08_4,urban,3.921296277
MDG,OCU_ISCO08_5,urban,2.402704859
MDG,OCU_ISCO08_6,urban,0.5226785279
MDG,OCU_ISCO08_7,urban,1.369094793
MDG,OCU_ISCO08_8,urban,2.671805743
MDG,OCU_ISCO08_9,urban,1.126130876
MEX,OCU_ISCO08_0,urban,1.092263583
MEX,OCU_ISCO08_1,urban,1.181739428
MEX,OCU_ISCO08_2,urban,1.168838538
MEX,OCU_ISCO08_3,urban,1.143687954
MEX,OCU_ISCO08_4,urban,1.178697663
MEX,OCU_ISCO08_5,urban,1.06823051
MEX,OCU_ISCO08_6,urban,0.4003886986
MEX,OCU_ISCO08_7,urban,1.008242393
MEX,OCU_ISCO08_8,urban,1.07718325
MEX,OCU_ISCO08_9,urban,0.8738252225
MHL,OCU_ISCO08_0,urban,0.9517865754
MHL,OCU_ISCO08_1,urban,1.0218014
MHL,OCU_ISCO08_2,urban,1.014963061
MHL,OCU_ISCO08_3,urban,1.183663152
MHL,OCU_ISCO08_4,urban,1.092273661
MHL,OCU_ISCO08_5,urban,1.159326638
MHL,OCU_ISCO08_6,urban,0.4917436661
MHL,OCU_ISCO08_7,urban,0.9199067184
MHL,OCU_ISCO08_8,urban,NA
MHL,OCU_ISCO08_9,urban,0.7859337326
MKD,OCU_ISCO08_0,urban,0.9489458607
MKD,OCU_ISCO08_1,urban,1.161839447
MKD,OCU_ISCO08_2,urban,1.2120667
MKD,OCU_ISCO08_3,urban,1.198805993
MKD,OCU_ISCO08_4,urban,1.156491406
MKD,OCU_ISCO08_5,urban,1.091049749
MKD,OCU_ISCO08_6,urban,0.4427970089
MKD,OCU_ISCO08_7,urban,0.9965835987
MKD,OCU_ISCO08_8,urban,0.8593357256
MKD,OCU_ISCO08_9,urban,0.7832140931
MLI,OCU_ISCO08_0,urban,3.564321663
MLI,OCU_ISCO08_1,urban,3.00342455
MLI,OCU_ISCO08_2,urban,2.610193017
MLI,OCU_ISCO08_3,urban,2.719561997
MLI,OCU_ISCO08_4,urban,2.712013768
MLI,OCU_ISCO08_5,urban,2.391688268
MLI,OCU_ISCO08_6,urban,0.1678543789
MLI,OCU_ISCO08_7,urban,1.836693276
MLI,OCU_ISCO08_8,urban,3.121943908
MLI,OCU_ISCO08_9,urban,3.018385217
MLT,OCU_ISCO08_0,urban,0.9699846984
MLT,OCU_ISCO08_1,urban,1.000367952
MLT,OCU_ISCO08_2,urban,0.9902570499
MLT,OCU_ISCO08_3,urban,1.001917411
MLT,OCU_ISCO08_4,urban,1.00019994
MLT,OCU_ISCO08_5,urban,1.008459914
MLT,OCU_ISCO08_6,urban,0.8259072769
MLT,OCU_ISCO08_7,urban,0.9934267731
MLT,OCU_ISCO08_8,urban,1.014798
MLT,OCU_ISCO08_9,urban,1.008824511
MMR,OCU_ISCO08_0,urban,2.486425544
MMR,OCU_ISCO08_1,urban,3.007365121
MMR,OCU_ISCO08_2,urban,1.701202509
MMR,OCU_ISCO08_3,urban,2.173645404
MMR,OCU_ISCO08_4,urban,2.430989312
MMR,OCU_ISCO08_5,urban,1.885767849
MMR,OCU_ISCO08_6,urban,0.1549849678
MMR,OCU_ISCO08_7,urban,1.3311034
MMR,OCU_ISCO08_8,urban,1.967606566
MMR,OCU_ISCO08_9,urban,0.6347773622
MNE,OCU_ISCO08_0,urban,1.341612064
MNE,OCU_ISCO08_1,urban,1.151562849
MNE,OCU_ISCO08_2,urban,1.208502079
MNE,OCU_ISCO08_3,urban,1.142255456
MNE,OCU_ISCO08_4,urban,1.107228178
MNE,OCU_ISCO08_5,urban,0.9912824058
MNE,OCU_ISCO08_6,urban,0.1238180519
MNE,OCU_ISCO08_7,urban,0.969725271
MNE,OCU_ISCO08_8,urban,0.8843877781
MNE,OCU_ISCO08_9,urban,0.883439025
MNG,OCU_ISCO08_0,urban,1.146494011
MNG,OCU_ISCO08_1,urban,1.220402382
MNG,OCU_ISCO08_2,urban,1.209972617
MNG,OCU_ISCO08_3,urban,1.20585112
MNG,OCU_ISCO08_4,urban,1.227267376
MNG,OCU_ISCO08_5,urban,1.204987128
MNG,OCU_ISCO08_6,urban,0.2945591651
MNG,OCU_ISCO08_7,urban,1.210813515
MNG,OCU_ISCO08_8,urban,1.207742955
MNG,OCU_ISCO08_9,urban,1.189407315
MOZ,OCU_ISCO08_0,urban,3.039445491
MOZ,OCU_ISCO08_1,urban,2.779651995
MOZ,OCU_ISCO08_2,urban,2.530818294
MOZ,OCU_ISCO08_3,urban,2.380563429
MOZ,OCU_ISCO08_4,urban,2.743639924
MOZ,OCU_ISCO08_5,urban,2.426237343
MOZ,OCU_ISCO08_6,urban,0.4915961055
MOZ,OCU_ISCO08_7,urban,2.278857326
MOZ,OCU_ISCO08_8,urban,1.989867335
MOZ,OCU_ISCO08_9,urban,2.369987091
MWI,OCU_ISCO08_1,urban,3.965728549
MWI,OCU_ISCO08_2,urban,2.298697629
MWI,OCU_ISCO08_3,urban,2.934512352
MWI,OCU_ISCO08_4,urban,4.23964163
MWI,OCU_ISCO08_5,urban,2.244873892
MWI,OCU_ISCO08_6,urban,0.2763157325
MWI,OCU_ISCO08_7,urban,2.826858457
MWI,OCU_ISCO08_8,urban,1.776639171
MWI,OCU_ISCO08_9,urban,0.6696045012
NER,OCU_ISCO08_0,urban,3.896794515
NER,OCU_ISCO08_1,urban,0.5094778017
NER,OCU_ISCO08_2,urban,4.159768393
NER,OCU_ISCO08_3,urban,5.194884903
NER,OCU_ISCO08_4,urban,5.825077892
NER,OCU_ISCO08_5,urban,2.719718326
NER,OCU_ISCO08_6,urban,0.2689021889
NER,OCU_ISCO08_7,urban,2.987856897
NER,OCU_ISCO08_8,urban,5.361288292
NER,OCU_ISCO08_9,urban,2.297802623
NGA,OCU_ISCO08_0,urban,1.539252249
NGA,OCU_ISCO08_1,urban,1.450864679
NGA,OCU_ISCO08_2,urban,1.470203178
NGA,OCU_ISCO08_3,urban,1.551084966
NGA,OCU_ISCO08_4,urban,1.572244897
NGA,OCU_ISCO08_5,urban,1.133366221
NGA,OCU_ISCO08_6,urban,0.6450333432
NGA,OCU_ISCO08_7,urban,1.296675145
NGA,OCU_ISCO08_8,urban,1.124277916
NGA,OCU_ISCO08_9,urban,0.861928268
NLD,OCU_ISCO08_0,urban,0.9957690543
NLD,OCU_ISCO08_1,urban,1.009695589
NLD,OCU_ISCO08_2,urban,1.019109729
NLD,OCU_ISCO08_3,urban,0.9967824031
NLD,OCU_ISCO08_4,urban,1.001849994
NLD,OCU_ISCO08_5,urban,0.9882993741
NLD,OCU_ISCO08_6,urban,0.8900270919
NLD,OCU_ISCO08_7,urban,0.9741171934
NLD,OCU_ISCO08_8,urban,0.9748065925
NLD,OCU_ISCO08_9,urban,0.9989413933
NOR,OCU_ISCO08_0,urban,0.9171809936
NOR,OCU_ISCO08_1,urban,1.053731954
NOR,OCU_ISCO08_2,urban,1.101113836
NOR,OCU_ISCO08_3,urban,1.0421142
NOR,OCU_ISCO08_4,urban,1.049259347
NOR,OCU_ISCO08_5,urban,0.9412449411
NOR,OCU_ISCO08_6,urban,0.5435903082
NOR,OCU_ISCO08_7,urban,0.88148292
NOR,OCU_ISCO08_8,urban,0.7996284373
NOR,OCU_ISCO08_9,urban,0.9717067948
NPL,OCU_ISCO08_0,urban,1.319912096
NPL,OCU_ISCO08_1,urban,1.298060193
NPL,OCU_ISCO08_2,urban,1.038620017
NPL,OCU_ISCO08_3,urban,1.226380184
NPL,OCU_ISCO08_4,urban,1.239651633
NPL,OCU_ISCO08_5,urban,1.123548229
NPL,OCU_ISCO08_6,urban,0.7927224077
NPL,OCU_ISCO08_7,urban,0.9502301888
NPL,OCU_ISCO08_8,urban,1.084201689
NPL,OCU_ISCO08_9,urban,0.9411776005
PAK,OCU_ISCO08_0,urban,1.01643336
PAK,OCU_ISCO08_1,urban,2.060062956
PAK,OCU_ISCO08_2,urban,1.583111437
PAK,OCU_ISCO08_3,urban,1.655876393
PAK,OCU_ISCO08_4,urban,1.861008368
PAK,OCU_ISCO08_5,urban,1.540251645
PAK,OCU_ISCO08_6,urban,0.4394596902
PAK,OCU_ISCO08_7,urban,1.425871524
PAK,OCU_ISCO08_8,urban,1.279005745
PAK,OCU_ISCO08_9,urban,0.8245700121
PAN,OCU_ISCO08_1,urban,1.311208767
PAN,OCU_ISCO08_2,urban,1.253730992
PAN,OCU_ISCO08_3,urban,1.335898887
PAN,OCU_ISCO08_4,urban,1.311663157
PAN,OCU_ISCO08_5,urban,1.142559689
PAN,OCU_ISCO08_6,urban,0.1333630042
PAN,OCU_ISCO08_7,urban,1.053886755
PAN,OCU_ISCO08_8,urban,1.172499804
PAN,OCU_ISCO08_9,urban,0.8662596062
PER,OCU_ISCO08_0,urban,1.225126431
PER,OCU_ISCO08_1,urban,1.177147537
PER,OCU_ISCO08_2,urban,1.213645168
PER,OCU_ISCO08_3,urban,1.200204245
PER,OCU_ISCO08_4,urban,1.212347583
PER,OCU_ISCO08_5,urban,1.151705814
PER,OCU_ISCO08_6,urban,0.3744165729
PER,OCU_ISCO08_7,urban,1.153928673
PER,OCU_ISCO08_8,urban,1.158429545
PER,OCU_ISCO08_9,urban,0.9048110333
PHL,OCU_ISCO08_0,urban,0.980143956
PHL,OCU_ISCO08_1,urban,1.17032214
PHL,OCU_ISCO08_2,urban,1.205403542
PHL,OCU_ISCO08_3,urban,1.306396887
PHL,OCU_ISCO08_4,urban,1.386346684
PHL,OCU_ISCO08_5,urban,1.140378578
PHL,OCU_ISCO08_6,urban,0.3553598344
PHL,OCU_ISCO08_7,urban,1.120876656
PHL,OCU_ISCO08_8,urban,1.22374044
PHL,OCU_ISCO08_9,urban,0.8206230624
PLW,OCU_ISCO08_1,urban,1.0271205
PLW,OCU_ISCO08_2,urban,0.938262949
PLW,OCU_ISCO08_3,urban,0.9907827945
PLW,OCU_ISCO08_4,urban,1.112364563
PLW,OCU_ISCO08_5,urban,1.065863649
PLW,OCU_ISCO08_6,urban,NA
PLW,OCU_ISCO08_7,urban,1.10340197
PLW,OCU_ISCO08_8,urban,0.9582475599
PLW,OCU_ISCO08_9,urban,0.8622377479
PNG,OCU_ISCO08_0,urban,3.433320327
PNG,OCU_ISCO08_1,urban,2.211039777
PNG,OCU_ISCO08_2,urban,1.079820775
PNG,OCU_ISCO08_3,urban,2.295371951
PNG,OCU_ISCO08_4,urban,3.376655199
PNG,OCU_ISCO08_5,urban,1.526531934
PNG,OCU_ISCO08_6,urban,0.1522694463
PNG,OCU_ISCO08_7,urban,1.741030206
PNG,OCU_ISCO08_8,urban,1.16244838
PNG,OCU_ISCO08_9,urban,1.222582528
POL,OCU_ISCO08_0,urban,1.140238501
POL,OCU_ISCO08_1,urban,1.154460817
POL,OCU_ISCO08_2,urban,1.263396855
POL,OCU_ISCO08_3,urban,1.124274371
POL,OCU_ISCO08_4,urban,1.094488005
POL,OCU_ISCO08_5,urban,0.9934557532
POL,OCU_ISCO08_6,urban,0.1302847319
POL,OCU_ISCO08_7,urban,0.8325845255
POL,OCU_ISCO08_8,urban,0.8434051808
POL,OCU_ISCO08_9,urban,0.9008510944
PRT,OCU_ISCO08_0,urban,1.005791189
PRT,OCU_ISCO08_1,urban,1.050637549
PRT,OCU_ISCO08_2,urban,1.1199078
PRT,OCU_ISCO08_3,urban,1.06819686
PRT,OCU_ISCO08_4,urban,1.020918192
PRT,OCU_ISCO08_5,urban,0.9748630669
PRT,OCU_ISCO08_6,urban,0.4936456523
PRT,OCU_ISCO08_7,urban,0.934685034
PRT,OCU_ISCO08_8,urban,0.8931589607
PRT,OCU_ISCO08_9,urban,0.9080838078
PRY,OCU_ISCO08_0,urban,1.161172743
PRY,OCU_ISCO08_1,urban,1.348431001
PRY,OCU_ISCO08_2,urban,1.285824805
PRY,OCU_ISCO08_3,urban,1.335935143
PRY,OCU_ISCO08_4,urban,1.310511496
PRY,OCU_ISCO08_5,urban,1.123510496
PRY,OCU_ISCO08_6,urban,0.1832513164
PRY,OCU_ISCO08_7,urban,1.054741905
PRY,OCU_ISCO08_8,urban,1.087122358
PRY,OCU_ISCO08_9,urban,0.9412084346
PSE,OCU_ISCO08_0,urban,1.019768324
PSE,OCU_ISCO08_1,urban,1.04564033
PSE,OCU_ISCO08_2,urban,1.026108311
PSE,OCU_ISCO08_3,urban,1.009537497
PSE,OCU_ISCO08_4,urban,1.065121426
PSE,OCU_ISCO08_5,urban,1.07587018
PSE,OCU_ISCO08_6,urban,0.6620752153
PSE,OCU_ISCO08_7,urban,0.9474854161
PSE,OCU_ISCO08_8,urban,1.042558424
PSE,OCU_ISCO08_9,urban,0.9786167389
ROU,OCU_ISCO08_0,urban,1.197684724
ROU,OCU_ISCO08_1,urban,1.199836256
ROU,OCU_ISCO08_2,urban,1.330222648
ROU,OCU_ISCO08_3,urban,1.286803013
ROU,OCU_ISCO08_4,urban,1.222679777
ROU,OCU_ISCO08_5,urban,1.074985616
ROU,OCU_ISCO08_6,urban,0.3162894579
ROU,OCU_ISCO08_7,urban,0.9344124715
ROU,OCU_ISCO08_8,urban,0.9015012249
ROU,OCU_ISCO08_9,urban,0.6765028796
RUS,OCU_ISCO08_1,urban,1.049590778
RUS,OCU_ISCO08_2,urban,1.090641543
RUS,OCU_ISCO08_3,urban,1.049919483
RUS,OCU_ISCO08_4,urban,1.039860558
RUS,OCU_ISCO08_5,urban,0.9893439918
RUS,OCU_ISCO08_6,urban,0.3663584231
RUS,OCU_ISCO08_7,urban,1.005825408
RUS,OCU_ISCO08_8,urban,0.9050972397
RUS,OCU_ISCO08_9,urban,0.8205202693
RWA,OCU_ISCO08_0,urban,1.038109761
RWA,OCU_ISCO08_1,urban,2.457151905
RWA,OCU_ISCO08_2,urban,1.674828968
RWA,OCU_ISCO08_3,urban,2.355829253
RWA,OCU_ISCO08_4,urban,2.299844479
RWA,OCU_ISCO08_5,urban,1.484543827
RWA,OCU_ISCO08_6,urban,0.3214314962
RWA,OCU_ISCO08_7,urban,1.535132121
RWA,OCU_ISCO08_8,urban,2.046056499
RWA,OCU_ISCO08_9,urban,0.7038345563
SDN,OCU_ISCO08_0,urban,1.062326781
SDN,OCU_ISCO08_1,urban,1.878674534
SDN,OCU_ISCO08_2,urban,2.086748005
SDN,OCU_ISCO08_3,urban,2.045713705
SDN,OCU_ISCO08_4,urban,NA
SDN,OCU_ISCO08_5,urban,1.588514356
SDN,OCU_ISCO08_6,urban,0.1699353461
SDN,OCU_ISCO08_7,urban,1.594998952
SDN,OCU_ISCO08_8,urban,1.749698493
SDN,OCU_ISCO08_9,urban,1.028165562
SEN,OCU_ISCO08_0,urban,1.330232827
SEN,OCU_ISCO08_1,urban,1.405631065
SEN,OCU_ISCO08_2,urban,1.374290029
SEN,OCU_ISCO08_3,urban,1.380184879
SEN,OCU_ISCO08_4,urban,1.538267046
SEN,OCU_ISCO08_5,urban,1.432230714
SEN,OCU_ISCO08_6,urban,0.3604459826
SEN,OCU_ISCO08_7,urban,1.36020585
SEN,OCU_ISCO08_8,urban,1.195651928
SEN,OCU_ISCO08_9,urban,1.022154045
SLE,OCU_ISCO08_0,urban,1.879765552
SLE,OCU_ISCO08_1,urban,1.878694532
SLE,OCU_ISCO08_2,urban,1.790516374
SLE,OCU_ISCO08_3,urban,1.807369543
SLE,OCU_ISCO08_4,urban,1.367055393
SLE,OCU_ISCO08_5,urban,1.647166162
SLE,OCU_ISCO08_6,urban,0.2141830036
SLE,OCU_ISCO08_7,urban,1.767531949
SLE,OCU_ISCO08_8,urban,1.566278564
SLE,OCU_ISCO08_9,urban,1.399848227
SLV,OCU_ISCO08_0,urban,0.3388470673
SLV,OCU_ISCO08_1,urban,1.40415547
SLV,OCU_ISCO08_2,urban,1.350436762
SLV,OCU_ISCO08_3,urban,1.206324312
SLV,OCU_ISCO08_4,urban,1.340293913
SLV,OCU_ISCO08_5,urban,1.094121671
SLV,OCU_ISCO08_6,urban,0.3961122572
SLV,OCU_ISCO08_7,urban,1.093201606
SLV,OCU_ISCO08_8,urban,1.079114431
SLV,OCU_ISCO08_9,urban,0.7395373958
SOM,OCU_ISCO08_0,urban,0.9741107587
SOM,OCU_ISCO08_1,urban,0.8428513053
SOM,OCU_ISCO08_2,urban,1.143906923
SOM,OCU_ISCO08_3,urban,1.234019188
SOM,OCU_ISCO08_4,urban,1.227357213
SOM,OCU_ISCO08_5,urban,1.031299714
SOM,OCU_ISCO08_6,urban,0.5612170576
SOM,OCU_ISCO08_7,urban,1.197033391
SOM,OCU_ISCO08_8,urban,1.168678076
SOM,OCU_ISCO08_9,urban,0.9497968458
SRB,OCU_ISCO08_0,urban,1.269189711
SRB,OCU_ISCO08_1,urban,1.078772375
SRB,OCU_ISCO08_2,urban,1.050258722
SRB,OCU_ISCO08_3,urban,1.076479769
SRB,OCU_ISCO08_4,urban,0.9625911575
SRB,OCU_ISCO08_5,urban,1.054375886
SRB,OCU_ISCO08_6,urban,0.8103990624
SRB,OCU_ISCO08_7,urban,1.048138582
SRB,OCU_ISCO08_8,urban,1.044413297
SRB,OCU_ISCO08_9,urban,0.9536178707
STP,OCU_ISCO08_0,urban,0.8611868507
STP,OCU_ISCO08_1,urban,0.9423761835
STP,OCU_ISCO08_2,urban,0.8665713478
STP,OCU_ISCO08_3,urban,0.8268411418
STP,OCU_ISCO08_4,urban,0.9148930797
STP,OCU_ISCO08_5,urban,1.00760528
STP,OCU_ISCO08_6,urban,1.104954616
STP,OCU_ISCO08_7,urban,0.9180280715
STP,OCU_ISCO08_8,urban,1.037840932
STP,OCU_ISCO08_9,urban,1.056765727
SVK,OCU_ISCO08_0,urban,0.9904132063
SVK,OCU_ISCO08_1,urban,1.172423252
SVK,OCU_ISCO08_2,urban,1.275947753
