iso3c,year,value
EAS,2022,23.32624543
ECS,2022,2.799458744
ECS,2020,2.886914991
ECS,2018,2.871317902
ECS,2016,2.840761412
ECS,2014,2.841494862
ECS,2012,3.376160084
ECS,2010,3.617764756
ECS,2008,3.888193019
ECS,2006,4.217598396
ECS,2004,4.541321987
ECS,2002,4.806873023
ECS,2000,4.967830346
LCN,2022,18.92147165
LCN,2016,17.75152727
LCN,2014,19.02159702
LCN,2012,19.70638901
LCN,2010,21.81650643
LCN,2008,23.43452368
LCN,2006,26.23619657
LCN,2004,28.18013133
LCN,2002,30.24059577
LCN,2000,31.89631227
MEA,2022,31.91168832
MEA,2020,34.00763281
MEA,2018,34.16026275
MEA,2016,34.55560143
MEA,2014,35.59832145
MEA,2012,38.26071586
MEA,2010,40.60281193
MEA,2008,42.47480746
MEA,2006,44.55634951
MEA,2004,48.35145844
MEA,2002,50.15051598
MEA,2000,51.0340937
NAC,2022,0.2005356117
NAC,2020,0.2183139785
NAC,2018,0.2168207658
NAC,2016,0.2505065095
NAC,2014,0.2452176093
NAC,2012,0.2349587022
NAC,2010,0.229783218
NAC,2008,0.2246214875
NAC,2006,0.2097989404
NAC,2004,0.204859217
NAC,2002,0.2048459961
NAC,2000,0.2048316935
SAS,2019,5.41
SAS,2018,11.41404232
SSF,2022,53.69520312
SSF,2020,51.03417658
SSF,2018,52.20149123
SSF,2016,53.48761929
SSF,2014,55.15550901
SSF,2012,56.80134676
SSF,2010,58.45438456
SSF,2008,60.11732931
SSF,2006,61.7779151
SSF,2004,63.32173719
SSF,2002,65.0855138
SSF,2000,62.62273196
