lng,lat,year,value
114.1772,35.8877,2000,176720
114.263,33.2604,2000,183297
115.3938,31.8067,2000,69886
113.0511,36.0514,2000,55339
113.5519,41.5585,2000,86560
120.0148,33.5396,2000,63622
114.9256,28.2388,2000,80027
121.4369,31.2148,2000,14034558
116.4033,25.0541,2000,82470
117.15,37.3036,2000,59501
113.2941,34.8182,2000,104468
113.792,27.8811,2000,89339
109.9402,33.8682,2000,153553
110.8765,33.5295,2000,51899
121.5501,28.7422,2000,63722
115.6284,34.411,2000,597473
117.9425,28.4483,2000,348527
123.7945,41.9252,2000,61877
114.5382,25.7961,2000,66071
120.86,30.0149,2000,183396
127.9627,45.2121,2000,106264
119.7548,40.0031,2000,133893
127.2075,44.7051,2000,52414
117.4501,35.0942,2000,64330
115.3667,22.7826,2000,312808
116.0794,34.792,2000,235923
109.8819,33.5311,2000,71790
112.8221,39.5216,2000,69404
111.086,34.7083,2000,77836
119.5119,32.5276,2000,60558
111.737,27.2492,2000,197064
113.573,24.8062,2000,396224
117.5101,27.3437,2000,125246
111.4655,27.2369,2000,512727
111.2774,26.9958,2000,101893
111.4572,24.332,2000,70798
103.542,29.4031,2000,56971
121.0573,31.5661,2000,65233
112.5815,30.7034,2000,50231
113.6691,36.5643,2000,75189
105.3783,30.8755,2000,315046
116.7064,39.0698,2000,91561
121.3558,30.2334,2000,63777
120.6474,30.9161,2000,189973
120.834,29.5885,2000,199278
118.6699,24.6166,2000,59599
110.495,38.8316,2000,198713
115.0775,33.3909,2000,146523
115.6696,36.2426,2000,100286
123.389,41.7968,2000,4585775
114.0066,22.7078,2000,8180960
112.9323,33.0574,2000,80144
118.4253,29.871,2000,69094
120.2574,33.7723,2000,195069
120.5301,32.1851,2000,65239
108.123,27.0386,2000,51146
116.3362,26.3267,2000,67648
104.1688,31.1274,2000,132680
116.5272,36.2103,2000,62560
86.0292,44.3205,2000,248939
111.4612,32.2803,2000,70075
113.528,23.8685,2000,100594
114.4868,38.0444,2000,2575533
103.2755,24.7626,2000,57822
112.8904,33.8929,2000,60260
111.3823,29.5882,2000,127898
102.4876,23.7161,2000,74746
121.9319,29.2066,2000,62988
108.2242,27.5223,2000,53510
108.2462,33.04,2000,50333
112.41,29.7221,2000,150361
121.5985,28.2691,2000,56151
114.0637,24.9507,2000,69538
110.7749,32.6353,2000,698174
108.1124,29.9944,2000,129907
103.9952,24.828,2000,55341
118.7516,36.8708,2000,251367
116.781,32.5722,2000,102976
113.1657,37.8928,2000,64861
115.8517,35.9929,2000,58726
126.289,45.3636,2000,148988
104.65,25.78,2000,56207
115.659,33.6376,2000,50919
123.4939,43.5108,2000,94958
107.2233,29.9581,2000,202847
117.7614,40.9541,2000,90032
111.6567,25.9606,2000,52802
125.6641,43.5239,2000,118835
122.0356,41.1971,2000,152285
116.9436,31.466,2000,163896
117.4647,27.3545,2000,59940
104.4085,28.632,2000,79109
112.7691,22.4528,2000,91806
120.322,27.6356,2000,79826
126.9464,44.4131,2000,216793
117.8027,26.7977,2000,57523
106.0831,30.8021,2000,805612
116.6271,40.1222,2000,124741
112.4265,39.32,2000,254568
118.7785,34.1213,2000,399704
118.2065,33.4625,2000,264171
112.7007,23.3474,2000,170374
100.971,22.7766,2000,173323
108.2487,27.9435,2000,74667
124.3907,43.1575,2000,462674
117.2669,35.6545,2000,74083
115.0507,33.9035,2000,59270
117.8832,33.48,2000,96543
118.6886,33.7148,2000,230921
112.0822,34.1354,2000,90037
127.4817,42.1725,2000,53870
121.5922,28.3475,2000,63279
118.7777,27.5274,2000,52907
119.4838,28.4511,2000,58605
124.8047,45.1336,2000,102987
111.7707,30.1902,2000,118280
115.0685,34.4299,2000,92820
119.2694,28.5951,2000,58395
114.5161,26.3233,2000,91876
110.2578,37.5014,2000,101054
131.151,44.3947,2000,119401
126.9861,46.6386,2000,263945
127.0971,47.2458,2000,101431
105.5795,30.5101,2000,475183
117.9539,33.9009,2000,252817
113.9988,33.1492,2000,89979
110.2506,21.3776,2000,151391
107.1859,27.9566,2000,82772
120.3333,40.3286,2000,98967
113.3895,31.7128,2000,434405
118.3043,33.9522,2000,411440
116.1183,30.1621,2000,100399
116.9763,33.6347,2000,486897
120.6235,31.3814,2000,3671581
82.9867,46.7536,2000,52923
117.1441,36.1928,2000,715212
122.4259,41.3848,2000,71662
112.5557,37.4239,2000,59840
115.6178,33.1707,2000,193874
114.8509,34.0604,2000,108719
123.4173,46.4053,2000,75113
120.2489,27.1047,2000,53865
113.5447,22.1467,2000,116967
110.6921,23.6593,2000,56998
112.7887,22.2527,2000,204261
120.0217,32.1734,2000,290449
112.548,37.8531,2000,2450370
119.9223,32.4852,2000,453287
121.3994,28.5993,2000,1244959
118.3404,34.6173,2000,130866
114.9564,38.7404,2000,68333
112.8409,32.6874,2000,215238
109.8465,20.8412,2000,53083
114.7366,25.8046,2000,63567
120.1696,30.4715,2000,62207
118.1792,39.6362,2000,1333368
114.3611,35.9222,2000,100378
107.1942,22.8403,2000,58877
112.1326,28.5255,2000,155026
122.7786,45.3322,2000,130152
111.4756,28.9008,2000,107535
117.3538,34.8722,2000,57112
110.9198,23.3763,2000,108609
122.8208,41.0792,2000,75611
98.4955,25.0256,2000,97767
117.1687,35.0851,2000,446743
119.0049,32.6849,2000,143709
114.0378,29.5353,2000,130306
107.1191,23.6056,2000,76830
116.9866,32.641,2000,807164
117.1942,39.1327,2000,4302429
113.15,30.661,2000,280224
105.7345,34.5843,2000,337624
121.0243,29.1381,2000,128489
106.9063,23.738,2000,53553
114.9607,33.3704,2000,62738
109.2066,26.9122,2000,56228
128.0447,47.0014,2000,86226
123.8299,42.2842,2000,237525
119.5477,26.1249,2000,51622
111.1979,40.2758,2000,58063
118.147,24.7225,2000,177912
113.4053,32.3753,2000,81362
113.8085,29.25,2000,109990
108.9525,34.9053,2000,113760
102.7536,24.1209,2000,111304
128.7445,45.9759,2000,55835
125.7512,41.6758,2000,65724
125.9249,41.7213,2000,320490
107.2436,31.9175,2000,112522
106.0764,29.8464,2000,77336
122.2486,43.6169,2000,508329
117.8101,30.9312,2000,390247
117.5111,23.7373,2000,52099
119.6913,29.8002,2000,95962
105.8265,30.1809,2000,156014
109.1857,27.7279,2000,203501
120.5718,30.6559,2000,284578
105.9116,36.9844,2000,61594
114.4639,34.4781,2000,69592
114.4993,29.6053,2000,107525
121.0692,32.0785,2000,161653
106.8252,28.1363,2000,154158
114.8706,30.6355,2000,75510
115.8094,29.0246,2000,65337
111.1306,40.7202,2000,50407
110.5189,40.5558,2000,68904
129.8404,42.9601,2000,67985
110.0982,19.3651,2000,64238
105.4123,30.7323,2000,59107
121.5595,45.3771,2000,59972
110.2152,39.2774,2000,69695
122.0603,46.0725,2000,227970
121.996,39.6178,2000,236974
106.2864,32.2313,2000,95290
112.819,28.3495,2000,70486
123.8074,41.8598,2000,206365
116.6879,30.1276,2000,82924
120.7133,30.8818,2000,61252
104.8044,26.6859,2000,52478
126.4804,46.8322,2000,85658
129.7634,43.3151,2000,89649
104.331,29.7394,2000,51090
117.0663,28.6951,2000,86228
110.3844,18.8027,2000,105703
110.8369,35.4164,2000,54247
106.9148,28.9635,2000,125666
108.0351,32.0746,2000,92837
114.4453,28.1076,2000,105685
118.5748,31.148,2000,78411
108.4109,30.7776,2000,738470
114.9286,36.3562,2000,125639
117.7568,41.9452,2000,75742
119.1287,36.7082,2000,839439
122.0871,37.5129,2000,565202
128.379,44.9441,2000,55819
114.0729,35.4046,2000,107607
109.4894,34.4959,2000,316564
104.2791,26.8657,2000,124378
117.1227,34.8106,2000,106557
114.1824,34.4134,2000,84273
111.6056,29.9796,2000,53710
105.0436,27.8456,2000,104679
104.6624,29.526,2000,154454
113.0861,34.9088,2000,92669
110.7519,19.6118,2000,81867
122.0422,37.1911,2000,198586
107.4708,27.0683,2000,94323
114.1283,24.3567,2000,98603
103.8343,30.7003,2000,261791
104.5647,28.3965,2000,65960
103.3869,23.3685,2000,129537
121.3661,28.3846,2000,203618
117.7664,35.8142,2000,58605
104.2426,23.3718,2000,190119
116.4804,35.7271,2000,90732
112.0309,37.4361,2000,93647
111.2107,35.3547,2000,88354
120.3829,28.157,2000,50548
120.6304,28.0154,2000,3388532
125.1648,46.4459,2000,64983
114.1887,36.7035,2000,130502
127.1541,44.9169,2000,135902
110.7818,21.4418,2000,184843
117.6083,37.7463,2000,57134
112.77,31.9832,2000,60296
102.4041,25.5333,2000,56041
104.9195,33.3974,2000,107181
104.7772,31.8884,2000,54802
111.4673,26.8873,2000,64190
113.5175,33.301,2000,121878
110.6281,26.7319,2000,154358
106.8208,39.6677,2000,64712
114.2968,30.5661,2000,5637243
117.874,33.1341,2000,117678
118.3778,31.3349,2000,844539
115.7685,23.9245,2000,174923
114.9601,38.1731,2000,82022
119.1981,35.7576,2000,129741
107.7571,29.328,2000,78207
108.2789,23.1591,2000,90186
115.1012,29.2616,2000,82931
116.0962,25.0949,2000,75316
117.0655,39.3774,2000,133639
109.8711,31.0792,2000,103784
104.897,34.7246,2000,50470
106.2879,30.3477,2000,148369
114.0014,31.6206,2000,76000
103.8125,29.4025,2000,116246
102.6107,37.9271,2000,147378
117.9014,31.3184,2000,116424
110.1558,28.2738,2000,59555
120.2886,31.5817,2000,1921826
108.807,34.0588,2000,70894
109.6591,23.6066,2000,59717
115.5643,29.8535,2000,228056
113.6043,33.4358,2000,80109
119.8167,28.8999,2000,73144
118.0224,27.7525,2000,100381
108.2616,41.0984,2000,93693
106.1985,37.9833,2000,141261
111.2681,23.4883,2000,400744
114.7374,32.351,2000,149834
108.9468,34.2549,2000,3982040
111.2157,35.1396,2000,52563
115.9933,36.9577,2000,78891
118.1096,24.4888,2000,1088849
109.145,29.6802,2000,87232
114.9089,33.4209,2000,231630
116.9982,39.7587,2000,85828
110.8487,35.9731,2000,54490
121.8794,29.4697,2000,119903
119.5779,34.2005,2000,135196
112.94,27.8487,2000,319528
112.9503,27.783,2000,112840
112.5171,27.7347,2000,171761
112.1486,32.0681,2000,1142231
112.8826,28.681,2000,194988
113.0363,36.5306,2000,67689
100.5552,25.4773,2000,87166
108.4455,22.81,2000,64236
120.5635,27.7918,2000,88652
120.7266,28.8533,2000,127237
114.3007,29.8764,2000,314131
113.4527,30.3736,2000,437459
108.6884,34.3481,2000,510202
118.6971,25.3873,2000,371978
105.8008,30.2273,2000,54313
113.973,31.2467,2000,121560
115.9917,29.7581,2000,95494
113.919,30.9297,2000,545168
106.177,30.8628,2000,85408
116.9415,34.1827,2000,158553
111.7818,37.1419,2000,158155
119.9974,26.8863,2000,160222
110.4021,21.2001,2000,477786
116.1401,34.2322,2000,109023
120.5252,31.7046,2000,97751
102.2523,27.8917,2000,274957
115.0089,31.2033,2000,73824
105.8877,30.9962,2000,110018
111.4867,33.1312,2000,131341
121.4632,37.3618,2000,72096
119.9173,29.262,2000,76812
124.7177,42.7343,2000,64964
103.6302,36.1035,2000,210709
105.2961,34.0129,2000,74272
114.535,33.7957,2000,77301
105.7329,35.9677,2000,78818
121.287,29.694,2000,51011
116.0665,43.937,2000,148201
116.4967,23.3848,2000,155776
112.1436,34.7236,2000,95477
118.4278,32.4494,2000,76657
108.8203,23.2362,2000,145393
125.0339,41.7272,2000,52958
114.9635,32.7535,2000,114228
120.8938,29.5047,2000,178654
103.4305,36.1565,2000,50265
118.4563,37.4683,2000,97998
114.9266,25.3872,2000,122520
114.2023,24.0578,2000,94889
110.6665,25.6113,2000,95952
120.7216,40.6154,2000,154624
115.1988,29.8552,2000,128042
115.3455,26.3285,2000,139164
119.8335,32.9283,2000,238064
117.4971,40.419,2000,61100
115.7284,24.1417,2000,244208
112.9513,30.1316,2000,56762
108.455,34.3011,2000,173607
105.1939,25.436,2000,85654
114.4818,37.0671,2000,696387
120.1181,32.7246,2000,104458
114.5461,38.4351,2000,60947
105.2337,28.3059,2000,78164
111.1209,38.4646,2000,109034
113.3814,34.7855,2000,135827
109.8811,22.7432,2000,66731
104.9038,25.0911,2000,244540
121.4498,28.4714,2000,76545
111.3052,27.7383,2000,149491
122.985,39.7066,2000,107668
109.1698,27.3623,2000,60305
101.7703,36.624,2000,897121
115.2162,37.9144,2000,164190
120.522,37.6427,2000,162860
111.2334,35.6088,2000,97493
103.8034,30.4217,2000,67575
114.6942,38.3452,2000,96563
113.3635,34.5298,2000,194435
122.8061,42.001,2000,142473
110.8514,26.4426,2000,91152
101.9903,24.0704,2000,55691
111.4613,27.3163,2000,73724
113.1071,31.0266,2000,170573
117.7502,35.9063,2000,243912
112.2094,25.9103,2000,92365
114.8748,31.6298,2000,89756
113.893,35.3126,2000,763934
130.877,45.8096,2000,303206
112.2215,22.6993,2000,113956
114.0789,32.126,2000,445921
112.3551,32.5219,2000,96490
118.3434,34.3868,2000,204553
110.938,22.3543,2000,182396
114.936,27.8113,2000,426520
113.7406,34.3943,2000,144502
112.7266,38.4251,2000,232227
107.8963,26.9001,2000,52033
114.7998,30.8423,2000,122686
116.0976,38.9871,2000,66970
122.1297,40.1815,2000,83192
106.3235,29.3015,2000,95689
114.0143,33.388,2000,140168
116.9155,34.8704,2000,104168
101.6038,26.6078,2000,65245
106.2067,28.3212,2000,97270
115.2584,30.4585,2000,210105
108.9911,28.4477,2000,106477
114.6093,29.031,2000,67082
106.5954,26.8437,2000,51086
123.2801,40.2829,2000,114729
110.3208,20.0051,2000,984942
116.1773,22.9906,2000,119328
111.4838,33.3143,2000,63221
107.7613,32.9872,2000,95479
113.6972,37.6052,2000,86095
112.7214,38.7282,2000,135074
109.4784,29.9914,2000,66792
118.7523,30.9453,2000,236533
107.7151,31.3605,2000,141749
115.0514,40.6056,2000,334527
104.1037,26.2165,2000,177851
113.8139,34.0219,2000,570457
119.3741,34.7402,2000,116851
114.1339,36.1275,2000,193621
115.6448,24.9581,2000,60299
114.5363,35.6709,2000,79875
109.3557,32.8347,2000,67594
110.5879,27.9106,2000,120604
115.6637,39.018,2000,144417
110.1684,20.3289,2000,142615
118.5083,33.0021,2000,142157
105.4348,28.1676,2000,101320
104.5442,28.7045,2000,165333
117.1639,34.2603,2000,1628469
103.0024,29.9939,2000,226962
117.8551,31.6118,2000,319466
120.7294,49.2803,2000,152853
109.5001,36.61,2000,136937
120.1399,33.378,2000,820642
107.3955,37.7822,2000,58509
110.189,36.8774,2000,50765
105.1868,26.6466,2000,53082
112.416,35.4829,2000,107733
111.7775,22.182,2000,197416
113.7405,40.3582,2000,69352
115.7732,36.1065,2000,146953
118.379,33.7758,2000,72150
111.9668,21.852,2000,404969
118.1752,28.4333,2000,214003
108.0714,34.2806,2000,114300
113.5093,30.1379,2000,51675
113.4543,37.8817,2000,444273
112.6336,24.475,2000,81919
118.1951,25.4663,2000,79244
107.5441,33.2233,2000,71917
114.1543,40.1107,2000,67797
119.8176,32.2378,2000,111372
119.4181,32.3898,2000,892364
108.4969,28.5616,2000,58309
129.5125,42.907,2000,489347
116.8178,39.9279,2000,215525
114.1931,35.15,2000,63196
114.1822,34.0975,2000,72172
118.1739,26.6405,2000,233269
115.9751,40.4579,2000,74080
104.3413,23.6144,2000,52006
112.7646,34.7177,2000,197543
114.2491,22.5753,2000,128833
105.3879,31.2231,2000,77171
77.2501,38.4206,2000,106866
113.356,33.6235,2000,90648
115.9008,31.8456,2000,68257
125.3005,47.8905,2000,77719
104.6306,28.7591,2000,396439
111.3118,30.7119,2000,911669
111.7053,35.7358,2000,72292
112.2526,31.7081,2000,121080
103.507,26.8111,2000,52515
112.4181,34.4182,2000,131813
114.3824,27.8036,2000,303859
128.895,47.7239,2000,66427
111.4474,30.3865,2000,101703
114.7838,28.391,2000,65831
116.2217,27.5518,2000,52185
104.0489,27.6287,2000,83001
103.1467,24.9217,2000,101387
106.2907,31.2711,2000,58863
111.8559,34.7511,2000,93928
118.4564,35.5461,2000,127977
106.2557,38.4858,2000,839705
113.5678,30.9445,2000,188108
113.4019,24.1897,2000,142677
109.9589,27.5516,2000,481040
122.2444,40.6674,2000,472215
106.566,31.0778,2000,165223
115.6702,30.7371,2000,131709
116.2544,32.643,2000,130095
86.1421,41.7684,2000,300500
113.1846,39.5579,2000,81483
108.4032,27.9994,2000,55416
104.9723,29.6846,2000,55337
118.6296,35.7798,2000,198766
117.9573,34.3193,2000,287064
125.301,43.3414,2000,76725
120.0677,29.3066,2000,558847
115.4923,39.3507,2000,59870
121.2398,41.5326,2000,90295
119.8194,31.374,2000,225982
112.335,28.5945,2000,577288
117.434,28.3989,2000,78346
112.193,34.5208,2000,95302
118.1712,36.1856,2000,128969
112.9451,25.4004,2000,76491
119.1782,32.2788,2000,192708
113.2369,28.2043,2000,118561
117.365,25.9716,2000,166835
116.4032,33.9387,2000,261765
105.9025,29.3556,2000,415291
118.2827,25.3255,2000,112056
99.2532,24.0237,2000,50052
116.7238,24.7224,2000,60968
112.1989,27.4595,2000,89271
115.429,27.3252,2000,90230
110.4438,34.8689,2000,136795
120.0387,28.9044,2000,291685
114.4958,36.7831,2000,138404
108.4828,22.7578,2000,82757
118.6867,24.6849,2000,71599
103.6339,28.236,2000,77704
118.9412,25.8658,2000,52499
114.2384,26.9526,2000,56091
113.1092,26.1283,2000,63873
111.5894,26.4502,2000,250650
102.9027,24.6507,2000,59421
118.1868,26.1752,2000,104313
108.7665,28.8446,2000,89728
121.7052,39.1143,2000,524255
113.4088,38.0861,2000,83036
119.2735,42.0387,2000,82855
101.9975,23.5998,2000,50563
112.371,28.8426,2000,172455
110.3965,28.4572,2000,127342
111.6607,35.3011,2000,71638
113.1923,23.6636,2000,52284
113.9562,35.0534,2000,80444
106.764,39.2227,2000,79251
106.2766,36.0076,2000,155032
116.639,36.9307,2000,107952
115.8504,34.3967,2000,86565
115.412,25.9639,2000,185661
106.4421,30.5362,2000,219894
113.0794,30.512,2000,90456
120.9381,28.1218,2000,754046
116.3544,30.851,2000,50143
113.1225,29.3676,2000,689694
113.1117,29.1446,2000,118422
116.6844,28.6968,2000,136650
112.9028,27.8919,2000,447242
121.2458,28.1177,2000,213896
109.7472,38.2568,2000,305058
110.1503,22.6293,2000,449796
100.1337,24.4427,2000,82551
111.5282,23.2414,2000,75426
110.9949,35.0293,2000,321823
115.9482,35.5902,2000,134224
112.037,22.9319,2000,177189
119.5616,28.1075,2000,70647
113.7403,31.03,2000,153757
110.4203,32.9925,2000,83957
117.3398,23.9488,2000,137291
108.7039,30.9355,2000,184568
110.813,32.8404,2000,157515
107.8896,27.2214,2000,51292
118.245,28.6829,2000,154547
126.5426,44.8246,2000,180068
116.6439,35.0003,2000,69865
117.7452,39.8827,2000,123489
102.542,24.3703,2000,309941
108.6147,34.0545,2000,53891
114.5761,39.8373,2000,94101
113.9031,29.9768,2000,126835
104.1111,35.849,2000,51242
113.47,34.1654,2000,234864
122.7364,48.0054,2000,144607
115.7239,37.5087,2000,65874
112.7554,32.1277,2000,200832
117.2627,34.7931,2000,158372
106.3225,29.6091,2000,102522
117.805,39.2451,2000,127641
117.7048,49.4658,2000,59805
114.712,41.1521,2000,116635
106.2085,34.9943,2000,52116
120.4377,31.916,2000,657156
110.4805,29.1215,2000,207237
114.8821,40.8007,2000,600875
117.412,25.2984,2000,85282
117.6108,24.1233,2000,110337
117.5165,36.6917,2000,201930
115.5362,28.0527,2000,102786
122.5321,42.3811,2000,65789
100.4569,38.938,2000,245792
117.7015,24.4897,2000,932263
112.8795,36.1164,2000,74785
110.3504,21.2764,2000,307037
125.9852,46.0636,2000,268885
118.413,39.7665,2000,63806
110.8087,24.1776,2000,63436
112.455,23.071,2000,437677
103.7173,27.3315,2000,240800
116.333,34.4231,2000,135650
114.7666,37.7538,2000,95404
120.4084,37.3603,2000,91258
125.2669,45.7056,2000,77470
106.2472,29.2789,2000,277150
115.3044,34.0801,2000,135217
109.1492,33.4247,2000,56738
105.6432,25.3886,2000,59978
107.4405,28.5544,2000,53352
114.306,30.3487,2000,229547
114.5637,38.1612,2000,125980
118.856,27.367,2000,54002
114.3817,32.6039,2000,121066
113.6531,34.767,2000,2795397
119.4446,32.2065,2000,674340
123.2005,45.8462,2000,89743
105.7623,26.0589,2000,71967
112.2241,33.0373,2000,148355
123.7852,42.3498,2000,59258
104.8703,27.4373,2000,109192
108.4133,27.0488,2000,57669
111.5052,30.2915,2000,62734
109.6836,27.4393,2000,69919
111.7506,30.4295,2000,154524
105.7702,26.6723,2000,114886
120.2503,30.8654,2000,77542
111.6277,21.7544,2000,60391
120.1666,28.9759,2000,67308
108.0374,30.302,2000,160948
116.1392,29.261,2000,93850
104.6668,31.0444,2000,189882
106.426,29.6529,2000,55998
114.0126,34.7211,2000,92439
105.673,37.4921,2000,60684
111.2994,24.531,2000,78465
113.3793,22.5344,2000,872758
105.1956,37.5115,2000,117670
112.58,31.1715,2000,196006
106.7832,26.555,2000,101266
111.1806,37.3496,2000,63928
117.8423,36.8031,2000,204846
114.6427,33.6233,2000,544101
122.1749,29.9936,2000,51451
108.2144,34.163,2000,62304
106.0405,35.2045,2000,54449
113.1225,29.7305,2000,60634
120.2138,29.7167,2000,380387
121.1693,30.8971,2000,73450
114.0316,32.9754,2000,427230
115.9804,39.4969,2000,179101
112.5646,40.8998,2000,50175
110.2258,32.2266,2000,74804
109.7118,32.3044,2000,57810
117.0976,33.6116,2000,52199
113.1465,27.8502,2000,853729
117.9916,36.7437,2000,1446778
109.6704,37.1391,2000,97947
104.7628,29.3585,2000,626400
110.9691,30.7891,2000,81314
115.1765,23.6353,2000,126967
120.754,37.8044,2000,101627
105.158,31.6333,2000,68410
113.2347,25.9523,2000,120792
104.6438,30.124,2000,421273
104.8496,29.7748,2000,197878
116.9561,35.4,2000,300842
117.7592,36.8825,2000,177721
119.3927,35.9998,2000,264024
117.9634,40.1893,2000,139540
113.3724,37.0823,2000,51651
112.7047,40.0109,2000,63726
110.7096,35.6688,2000,61632
87.5924,43.8286,2000,1898890
114.0295,30.5791,2000,103133
123.7666,41.2482,2000,61723
118.3491,34.9337,2000,72106
118.043,32.7388,2000,112929
115.8007,29.2467,2000,57394
115.9621,28.4339,2000,61105
81.3158,43.9287,2000,370937
109.5569,31.0544,2000,104535
106.3739,39.0275,2000,143869
119.1525,28.9707,2000,75691
117.5836,34.7663,2000,69578
126.534,43.7041,2000,72238
117.5454,34.8665,2000,398529
118.0988,24.6056,2000,73985
115.7235,28.2349,2000,61339
117.9884,24.5242,2000,90088
123.5129,42.052,2000,84968
117.2143,30.7225,2000,67750
117.2419,32.9711,2000,135929
116.7356,36.5059,2000,66833
119.1181,33.5985,2000,79974
117.5627,33.5324,2000,152900
115.7363,28.2023,2000,60393
110.1475,20.8865,2000,69780
119.9954,35.8793,2000,238459
119.1349,36.5986,2000,63614
124.8547,45.0891,2000,92105
120.9505,31.909,2000,53607
123.7406,41.2308,2000,81150
121.263,38.8114,2000,137577
120.4455,30.4537,2000,73886
108.9947,34.4638,2000,95861
117.8896,24.553,2000,137897
121.549,30.081,2000,70823
114.1351,22.4968,2000,243838
114.2039,22.3933,2000,597517
114.1686,22.4524,2000,265655
114.183,22.3164,2000,4304726
113.9939,22.4244,2000,954870
113.9422,22.2861,2000,60358
113.5121,22.2604,2000,1348224
120.4522,23.4767,2000,439592
120.5507,24.2391,2000,208157
120.5408,23.7071,2000,68896
121.3688,25.058,2000,112809
120.9924,24.8148,2000,528683
121.5964,23.9807,2000,189128
120.3325,22.6349,2000,2269103
121.7657,24.6752,2000,97606
120.8232,24.5635,2000,87152
120.6822,23.9485,2000,206603
120.4885,22.6641,2000,248559
120.9667,23.967,2000,60682
120.6734,24.1531,2000,1998999
120.2257,23.0027,2000,1024575
121.4793,25.0275,2000,7898577
121.1421,22.7571,2000,76428
120.893,24.6896,2000,156782
120.3066,23.3075,2000,64010
121.7495,24.7513,2000,101948
120.5302,23.9428,2000,353601
120.5123,24.0763,2000,499733
120.282,22.7846,2000,132669
-73.6126,8.3093,2000,59812
-76.6247,7.8821,2000,103556
-70.7571,7.0812,2000,60763
-75.6841,4.5346,2000,234018
-73.8487,7.0644,2000,150603
-74.7981,10.9513,2000,1494566
-74.1123,4.6438,2000,6340840
-73.1128,7.1037,2000,666695
-77.016,3.8767,2000,260652
-76.2985,3.9019,2000,98913
-75.6354,6.0896,2000,55621
-76.5206,3.4329,2000,1961061
-75.5032,10.3972,2000,707252
-75.9151,4.7469,2000,107709
-75.1988,7.9855,2000,59122
-74.051,4.8733,2000,54399
-74.2502,11.005,2000,82989
-72.5048,7.8915,2000,582237
-73.0322,5.8246,2000,89121
-75.1212,9.7186,2000,53792
-74.35,4.8096,2000,58465
-75.605,1.6175,2000,105790
-74.1909,10.5175,2000,50506
-74.3715,4.3362,2000,69199
-74.8029,4.2999,2000,98230
-73.1689,7.0708,2000,79838
-75.2101,4.4403,2000,375411
-77.6383,0.827,2000,79978
-74.6664,5.4601,2000,67017
-75.8156,9.2402,2000,55081
-74.7598,9.2461,2000,75876
-72.2412,11.378,2000,82533
-75.4987,5.0584,2000,365874
-75.5794,6.2485,2000,2780962
-75.8812,8.7492,2000,255639
-75.2782,2.9338,2000,265968
-73.3555,8.2439,2000,73739
-76.2978,3.5324,2000,205315
-77.277,1.2089,2000,302542
-75.6992,4.8147,2000,490913
-73.052,6.988,2000,56414
-76.6133,2.4443,2000,162534
-76.6499,5.6891,2000,88500
-72.9124,11.5346,2000,100006
-74.9229,10.6315,2000,61243
-74.1885,11.2355,2000,270670
-75.3955,9.3005,2000,189332
-72.9301,5.7185,2000,85916
-76.1984,4.0874,2000,150191
-78.7687,1.8059,2000,99445
-73.3597,5.5377,2000,128184
-73.2577,10.4655,2000,269286
-73.6275,4.1372,2000,209481
-72.396,5.3323,2000,54868
-73.9959,5.027,2000,67330
43.7452,-12.2873,2000,149717
43.2561,-11.7055,2000,86004
15.2626,-4.2442,2000,1273433
12.6765,-4.2035,2000,93213
18.0587,1.6156,2000,144487
13.2847,-4.1825,2000,69940
11.8919,-4.7858,2000,554717
-83.9232,9.8585,2000,144824
-83.0422,9.9904,2000,52604
-84.0955,9.9446,2000,1578841
18.6901,45.5551,2000,85834
14.4141,45.3414,2000,137749
18.0177,45.1634,2000,55281
16.4708,43.516,2000,196095
15.2417,44.1191,2000,63137
15.9785,45.8079,2000,632105
-82.759,22.8165,2000,54674
-75.7219,20.9619,2000,62071
-74.4946,20.342,2000,68996
-76.641,20.3758,2000,187976
-77.9156,21.384,2000,275592
-78.7614,21.8413,2000,94327
-80.4406,22.1475,2000,120808
-76.247,20.2962,2000,72629
-82.2547,23.038,2000,90938
-75.206,20.1454,2000,196183
-76.2568,20.8856,2000,288806
-82.3655,23.086,2000,1716311
-75.6449,20.1687,2000,52171
-82.3044,23.0052,2000,53657
-76.9521,20.9635,2000,159347
-82.2854,22.9722,2000,124918
-77.1209,20.3402,2000,112562
-81.569,23.0421,2000,124655
-74.9438,20.658,2000,58036
-82.8069,21.8877,2000,59284
-75.9957,20.2149,2000,106606
-83.6949,22.4217,2000,162030
-76.6036,21.1958,2000,55756
-75.85,20.1892,2000,56039
-79.4417,21.9313,2000,107250
-79.9705,22.4051,2000,210835
-75.8244,20.0262,2000,407169
-79.9838,21.8006,2000,55300
-78.1513,21.2595,2000,53490
33.6177,34.9275,2000,50558
33.3449,35.1642,2000,222866
33.0339,34.6891,2000,135177
16.6099,49.2028,2000,309643
18.3463,49.6797,2000,52689
18.4347,49.7853,2000,73882
15.8362,50.2072,2000,75715
18.5478,49.8596,2000,52383
14.1074,50.1449,2000,61895
15.0569,50.7659,2000,80305
17.2561,49.5913,2000,85824
18.2647,49.8187,2000,172506
15.7734,50.0349,2000,68395
13.3818,49.7434,2000,143923
14.4469,50.0729,2000,1023348
17.6677,49.2258,2000,53444
14.0338,50.6707,2000,72576
14.4704,48.9779,2000,84118
-3.4981,6.7309,2000,98152
