lng,lat,year,value
-47.9371,-16.2518,2050,113323
-51.0682,0.0416,2050,635680
-41.7789,-22.3659,2050,200746
-35.7439,-9.609,2050,1041637
-49.8025,-26.1116,2050,62649
-60.6254,-3.2908,2050,110016
-60.0013,-3.0582,2050,2878494
-42.0351,-20.2567,2050,53117
-49.1278,-5.3416,2050,257005
-38.678,-3.8913,2050,70766
-43.6015,-22.8245,2050,86961
-51.9156,-23.4198,2050,458384
-49.9489,-22.211,2050,212884
-48.3618,-21.6015,2050,72973
-57.715,-3.3897,2050,50754
-52.5516,-17.5647,2050,61343
-49.5062,-20.8159,2050,52312
-46.9369,-22.3558,2050,134175
-46.956,-22.4282,2050,73048
-43.8581,-16.7303,2050,348931
-37.347,-5.1878,2050,265282
-42.3724,-21.1325,2050,83813
-35.2363,-5.7995,2050,1119806
-42.5316,-22.2743,2050,131867
-44.9855,-19.8725,2050,81825
-51.1231,-29.7133,2050,503490
-55.8616,-1.7628,2050,56965
-49.8722,-22.9778,2050,102966
-38.4651,-4.1763,2050,57249
-48.3277,-10.1697,2050,118748
-46.8731,-17.2259,2050,95133
-47.3569,-2.9981,2050,105284
-48.5347,-25.5358,2050,139675
-52.46,-23.0881,2050,57144
-47.7735,-15.7573,2050,135873
-49.896,-6.0743,2050,214079
-48.893,-10.182,2050,53728
-56.7379,-2.6376,2050,109021
-35.2729,-5.9182,2050,152037
-41.7623,-2.9184,2050,130013
-44.5995,-19.859,2050,68447
-52.4054,-28.2605,2050,164295
-46.6105,-20.7187,2050,101835
-52.6799,-26.2422,2050,58487
-37.2812,-7.0298,2050,101604
-46.5123,-18.5869,2050,126145
-46.9968,-18.9463,2050,55736
-38.226,-9.3993,2050,64182
-44.6021,-4.5718,2050,52665
-52.3429,-31.749,2050,266028
-50.0764,-21.4189,2050,52226
-46.7513,-23.4095,2050,76639
-40.5089,-9.4043,2050,413781
-43.1793,-22.503,2050,216905
-41.4621,-7.0808,2050,52118
-45.4574,-22.9326,2050,75798
-47.6527,-22.7266,2050,362872
-44.9434,-17.3487,2050,66022
-47.4232,-21.9988,2050,59245
-47.651,-15.6237,2050,245988
-47.6095,-15.4535,2050,98004
-46.8599,-23.4159,2050,76050
-50.1594,-25.0906,2050,293562
-51.1532,-30.0532,2050,1663387
-63.8674,-8.7675,2050,470737
-45.9366,-22.2355,2050,111714
-46.5594,-21.7933,2050,125128
-46.4704,-24.0102,2050,340860
-51.4007,-22.1197,2050,205946
-54.2947,-15.5525,2050,55471
-39.0185,-4.9694,2050,52993
-48.0695,-15.9124,2050,223121
-34.9208,-8.0462,2050,3702361
-50.0293,-8.0387,2050,93807
-43.0432,-22.9416,2050,60308
-44.4679,-22.4716,2050,102905
-43.1938,-22.8051,2050,221058
-47.8103,-21.1642,2050,614181
-44.0784,-19.7602,2050,66599
-67.8231,-9.9671,2050,421157
-47.567,-22.3994,2050,189374
-52.1326,-32.0552,2050,158165
-50.9236,-17.787,2050,235968
-41.9756,-22.4832,2050,188245
-43.3667,-22.8458,2050,9299537
-54.6334,-16.4528,2050,236886
-47.2877,-23.2016,2050,103257
-38.4514,-12.9367,2050,3036993
-55.521,-30.8831,2050,51232
-45.7983,-12.0913,2050,68462
-36.2086,-7.9511,2050,112361
-52.4329,-29.7246,2050,74452
-45.3791,-3.6607,2050,78571
-48.1614,-1.3013,2050,55177
-43.8595,-19.7683,2050,53145
-53.8252,-29.6912,2050,199555
-51.1683,-0.041,2050,208125
-54.7191,-2.4432,2050,234164
-39.2579,-12.9698,2050,74319
-48.2761,-15.9477,2050,103894
-54.2599,-28.2977,2050,52380
-46.3345,-23.9604,2050,997426
-43.0306,-22.8382,2050,1655715
-45.8931,-23.2142,2050,533317
-50.9985,-29.6386,2050,65784
-51.149,-29.8386,2050,194720
-49.103,-16.698,2050,69097
-40.1879,-10.4601,2050,50275
-40.3006,-20.1283,2050,81303
-38.2943,-7.9854,2050,57488
-47.9971,-21.1288,2050,107276
-44.2341,-19.4478,2050,197250
-38.393,-12.7925,2050,98334
-55.5097,-11.8512,2050,127176
-47.8127,-15.6464,2050,226900
-40.3571,-3.6856,2050,171473
-47.471,-23.4942,2050,668726
-55.7261,-12.5498,2050,81638
-47.9285,-15.7976,2050,277321
-47.8947,-22.02,2050,225934
-48.6881,-1.5225,2050,56333
-51.9824,-6.6405,2050,57342
-49.3865,-20.7979,2050,414636
-46.7931,-21.9771,2050,79154
-44.2481,-21.1302,2050,74622
-44.2382,-2.5471,2050,1360436
-39.8669,-18.7216,2050,72953
-36.1006,-9.7905,2050,53307
-46.5999,-23.5767,2050,18217300
-47.1432,-23.5339,2050,53305
-47.7703,-15.9036,2050,124369
-46.9859,-20.9127,2050,59525
-69.9327,-4.2314,2050,52417
-48.9468,-2.9347,2050,95823
-57.4941,-14.6221,2050,98570
-47.8528,-23.3503,2050,91034
-45.5621,-23.0204,2050,309358
-64.7132,-3.3516,2050,53462
-39.7422,-17.542,2050,142659
-50.6292,-24.3276,2050,68861
-42.7938,-5.0953,2050,957584
-42.9674,-22.4215,2050,107452
-41.5062,-17.8613,2050,107727
-53.7301,-24.7372,2050,98780
-49.4941,-16.6542,2050,85936
-45.2537,-21.6976,2050,69684
-51.704,-20.7906,2050,101670
-43.2036,-22.1074,2050,60954
-49.0096,-28.4828,2050,88594
-49.6738,-3.7655,2050,119694
-50.5089,-21.9332,2050,54412
-47.9301,-19.7541,2050,317496
-48.2777,-18.918,2050,609392
-42.9417,-21.1172,2050,89609
-53.3118,-23.7657,2050,82977
-46.896,-16.3662,2050,68126
-51.0802,-26.2419,2050,60657
-57.0812,-29.7685,2050,106893
-39.0697,-13.3695,2050,58122
-48.0269,-16.0422,2050,673861
-45.4355,-21.5606,2050,127714
-39.088,-16.4189,2050,60087
-60.1324,-12.732,2050,89583
-40.3421,-20.3289,2050,1337877
-40.85,-14.8573,2050,258567
-35.2944,-8.1175,2050,113196
-42.8826,-20.7533,2050,58090
-44.1276,-22.519,2050,398805
-49.9734,-20.4173,2050,78193
-48.2756,-15.7413,2050,232349
114.9141,4.8933,2050,83894
114.9573,4.9583,2050,73403
27.4617,42.5075,2050,95219
24.7574,42.1409,2050,300377
25.9658,43.8437,2050,81768
23.3253,42.6853,2050,970901
25.627,42.4221,2050,76242
27.908,43.2199,2050,265758
-4.7526,10.6419,2050,246445
-1.0564,13.4156,2050,55135
-0.3051,11.2577,2050,72538
-4.2905,11.1837,2050,1465665
-0.1493,12.9767,2050,69535
-0.568,12.6562,2050,78089
-1.8931,12.6624,2050,61132
0.0064,11.1229,2050,53560
-3.0644,11.1438,2050,51093
-3.2443,10.9689,2050,59937
-1.6301,14.0972,2050,72651
-0.0264,14.0306,2050,107898
-3.4554,12.4664,2050,142265
0.3653,12.0596,2050,187107
-3.1736,10.3325,2050,88311
-0.5518,11.8055,2050,78835
-0.2313,14.4462,2050,79306
-2.3545,13.2042,2050,65754
-3.5233,11.4812,2050,130336
1.5146,12.4814,2050,68397
-1.0844,13.0818,2050,231715
-1.3371,12.0699,2050,57423
-1.5325,13.3289,2050,97070
-2.3633,12.2546,2050,302007
-0.355,12.1778,2050,83165
-2.0981,11.1001,2050,104609
-0.2116,13.2573,2050,93929
-4.9169,10.2813,2050,101842
-3.8615,12.7337,2050,80941
-4.907,10.9822,2050,68318
-1.5272,12.3617,2050,4401534
-2.4174,13.5674,2050,147634
-0.8264,13.1611,2050,84046
-0.427,12.2532,2050,116090
-1.1423,11.1705,2050,82996
-2.2291,12.058,2050,50615
-1.767,11.5521,2050,97778
-4.0805,12.1823,2050,85563
-1.7166,12.2742,2050,61792
-0.3757,11.7885,2050,152104
-2.1973,11.9541,2050,55723
-2.5144,11.9216,2050,55930
-3.0702,13.0714,2050,61119
-0.5246,13.312,2050,71096
-2.261,12.9601,2050,67732
-1.2987,12.591,2050,104951
-0.627,12.2491,2050,51594
29.3958,-3.0825,2050,113201
29.1963,-2.9664,2050,71591
29.3779,-3.3742,2050,1930636
30.1035,-2.8133,2050,96921
30.3524,-2.5807,2050,77166
29.1185,-2.883,2050,99600
30.2117,-2.8719,2050,102575
29.3122,-3.209,2050,64750
29.8574,-3.3679,2050,86207
29.8066,-3.075,2050,95010
29.924,-3.4299,2050,324903
30.455,-2.48,2050,221626
29.4973,-3.3265,2050,60792
29.6287,-2.9264,2050,430139
29.5267,-4.1347,2050,57462
30.0899,-2.587,2050,139023
29.2577,-2.7309,2050,105538
29.8052,-4.1393,2050,106982
30.0087,-3.6105,2050,56475
29.6599,-3.0564,2050,452604
29.7078,-3.2128,2050,338820
30.4384,-2.5844,2050,92456
29.7965,-3.0184,2050,186835
29.3676,-3.612,2050,84819
29.6182,-3.2699,2050,81538
29.3295,-3.2878,2050,63485
30.3389,-2.8456,2050,236055
30.5017,-2.4898,2050,72421
30.393,-2.3431,2050,119294
29.8234,-2.9054,2050,343991
30.0088,-2.6125,2050,113751
29.6068,-4.3364,2050,117542
29.1075,-2.747,2050,62482
30.1852,-2.4808,2050,80162
29.4115,-3.2268,2050,171090
29.081,-2.8184,2050,69564
30.0165,-2.4187,2050,80828
29.4422,-3.9729,2050,160859
29.99,-3.9237,2050,62137
29.8322,-2.8157,2050,59929
30.2496,-3.4707,2050,70215
-23.5944,15.0635,2050,148033
-24.9826,16.8847,2050,77126
104.0878,14.2548,2050,348415
103.2086,13.1035,2050,243414
105.4564,11.9907,2050,57208
102.4509,13.0913,2050,74412
104.3729,13.9851,2050,55050
103.6954,14.4183,2050,55358
102.6076,12.8573,2050,70600
102.3924,13.2226,2050,57163
104.2901,14.1145,2050,112613
104.9094,11.5499,2050,2309065
102.5081,12.9314,2050,58783
104.2736,14.3276,2050,159406
102.5744,13.6584,2050,152931
104.4042,14.3271,2050,133024
103.5131,14.1815,2050,69121
103.8611,13.3585,2050,637174
103.5275,10.6257,2050,112402
102.9672,13.5892,2050,77636
104.5661,12.9352,2050,66901
104.3504,14.1757,2050,213946
13.1804,3.9815,2050,142403
12.2502,3.782,2050,95619
11.265,2.3829,2050,95469
12.5232,3.9061,2050,53317
10.1748,5.1578,2050,118808
11.2274,4.7499,2050,242395
10.415,5.4862,2050,364027
10.1582,5.9641,2050,507393
14.1442,11.2437,2050,57232
11.8034,6.7479,2050,115824
14.3637,4.4365,2050,205276
9.0912,4.6032,2050,50336
13.6862,4.5773,2050,519845
14.608,10.7342,2050,52594
9.2254,4.0624,2050,103982
9.2751,4.1563,2050,510955
12.6796,2.6718,2050,65566
9.7397,4.0513,2050,6448516
10.0565,5.4487,2050,78748
11.1556,2.9215,2050,420309
10.1267,3.7928,2050,289541
9.0399,4.6046,2050,107148
13.9624,9.7613,2050,100304
14.2248,12.3826,2050,61812
10.8954,5.7284,2050,216671
10.6333,5.5099,2050,64769
13.3921,9.3225,2050,947023
14.5501,5.8884,2050,59949
13.9436,9.9307,2050,302108
14.7096,10.1342,2050,79257
10.4951,6.2433,2050,59485
14.4449,10.1053,2050,216428
15.0304,4.1761,2050,58188
15.0195,12.0831,2050,361228
13.8844,10.8715,2050,67164
9.9183,2.9517,2050,324381
9.4462,4.6343,2050,623134
10.6816,6.2105,2050,165633
11.3391,2.1873,2050,76774
13.6672,9.0562,2050,83324
9.2005,4.0181,2050,498748
9.7279,4.7147,2050,110679
14.9508,10.8441,2050,71020
10.798,4.8848,2050,72305
9.3136,5.7507,2050,106180
14.227,10.972,2050,54888
9.8211,4.8485,2050,62945
14.3231,10.6016,2050,752049
13.6158,9.9679,2050,50583
15.4487,7.5455,2050,61147
11.5079,3.5218,2050,251466
11.9058,4.4487,2050,68365
9.5668,4.4979,2050,83741
10.255,5.6237,2050,77567
14.2876,6.5166,2050,166002
9.951,5.1198,2050,100264
13.8033,10.7398,2050,318468
14.1374,11.0457,2050,160572
8.9108,4.9717,2050,68669
9.4122,4.294,2050,106205
12.3727,4.6716,2050,98240
10.4369,5.9895,2050,75187
13.2726,6.4638,2050,109581
13.5824,7.3129,2050,474470
13.511,9.0257,2050,130981
9.6583,4.588,2050,59279
10.7002,6.5798,2050,57828
9.9365,4.9592,2050,310620
12.1205,4.5045,2050,77590
11.6264,4.4449,2050,110788
11.5335,4.1642,2050,70915
11.2588,4.6063,2050,59605
13.5095,9.3908,2050,70363
15.0532,10.8485,2050,122295
11.9807,2.9375,2050,245402
9.6146,4.2279,2050,51145
12.6175,6.4677,2050,81875
12.6531,7.3707,2050,50236
9.3347,4.0893,2050,248263
9.6679,4.7494,2050,81031
15.3527,7.7695,2050,128163
10.0766,6.3903,2050,89468
15.2303,10.3405,2050,200456
11.5177,3.8497,2050,8661147
15.052,3.5177,2050,154323
10.7775,3.6459,2050,102149
-122.3116,49.0528,2050,139983
-114.0151,51.2836,2050,74603
-79.6779,44.3855,2050,135533
-80.2618,43.1558,2050,106191
-79.7946,43.3645,2050,201159
-114.1408,51.0533,2050,1601251
-80.307,43.3639,2050,91040
-113.5268,53.558,2050,1242064
-113.9545,51.0794,2050,327531
-75.6724,45.4895,2050,133029
-79.9035,43.643,2050,53511
-118.786,55.165,2050,73080
-80.254,43.5429,2050,119393
-63.5855,44.6605,2050,215212
-79.8515,43.2334,2050,450793
-75.7291,45.2787,2050,88355
-75.8842,45.3021,2050,70869
-76.5417,44.2419,2050,91688
-80.5096,43.4442,2050,364965
-122.6907,49.1124,2050,124096
-112.8134,49.698,2050,80122
-81.2488,42.9847,2050,384869
-73.4663,45.4993,2050,370108
-122.6214,49.2179,2050,99601
-110.6673,50.0239,2050,98951
-113.4177,53.4616,2050,207462
-79.8601,43.5142,2050,99246
-73.666,45.5364,2050,2773659
-123.9852,49.1974,2050,89352
-79.1069,43.0997,2050,79266
-79.4517,46.312,2050,56545
-79.7152,43.4534,2050,233867
-75.5026,45.4669,2050,123056
-78.8828,43.9042,2050,353227
-75.7077,45.3955,2050,715605
-78.3329,44.3012,2050,91931
-79.1074,43.8633,2050,268590
-71.253,46.8383,2050,517246
-113.7951,52.2644,2050,140739
-104.6129,50.4547,2050,249396
-73.4522,45.7563,2050,101435
-73.5521,45.3856,2050,76087
-73.2689,45.3231,2050,85314
-73.9976,45.7823,2050,53253
-71.322,46.7628,2050,102870
-82.3778,42.9817,2050,69626
-106.6462,52.1263,2050,302843
-71.8983,45.402,2050,102933
-113.2794,53.5345,2050,100188
-79.2366,43.1743,2050,157422
-52.7298,47.5655,2050,74033
-122.8538,49.161,2050,504763
-73.6475,45.709,2050,67466
-111.4371,56.7354,2050,121343
-79.4736,43.7195,2050,6168899
-72.5636,46.3578,2050,108257
-123.041,49.2459,2050,1874133
-123.3626,48.4443,2050,345750
-79.2624,43.0001,2050,54430
-122.814,49.0391,2050,104415
-83.0294,42.3139,2050,258336
-97.1475,49.8918,2050,710740
18.6145,4.375,2050,101864
20.6713,5.7645,2050,97056
22.8179,4.7451,2050,70348
18.5424,4.3843,2050,1628188
15.7832,4.2752,2050,72903
15.6402,6.992,2050,86733
17.4671,4.3191,2050,67445
17.4457,6.4953,2050,87590
15.5923,5.937,2050,111887
21.9866,6.5412,2050,89722
15.8763,4.9429,2050,129967
15.1409,4.1174,2050,55443
25.9555,5.316,2050,51650
17.9868,3.8722,2050,52144
16.0541,3.5218,2050,98965
16.4311,7.243,2050,53264
19.0854,5.7317,2050,60433
17.0974,5.3168,2050,50975
21.3053,12.8097,2050,69881
20.8299,13.8266,2050,758215
22.1975,13.4659,2050,223878
20.4661,12.7646,2050,55699
20.2808,11.043,2050,318197
22.8357,16.0667,2050,60004
18.342,13.2154,2050,229739
14.3131,13.5387,2050,64766
22.9179,15.5503,2050,85829
16.5739,8.6757,2050,139123
17.1865,8.6376,2050,55883
16.4268,9.0004,2050,53650
16.1568,9.3182,2050,65720
20.9282,14.5267,2050,271935
18.2114,11.98,2050,162863
17.0567,12.3767,2050,116360
14.7126,13.4694,2050,93357
15.3751,10.2808,2050,219250
16.7112,10.4857,2050,60626
21.705,13.4771,2050,78065
16.4432,10.5121,2050,50675
16.3189,8.9872,2050,108959
21.4522,13.7627,2050,81877
16.4777,13.9933,2050,61418
18.5468,8.7478,2050,67551
16.8513,8.6703,2050,257665
15.8653,11.8062,2050,146856
16.2694,9.7589,2050,52508
21.5823,17.1916,2050,75169
19.1023,17.9297,2050,301229
15.1414,9.916,2050,142538
17.1614,11.7907,2050,60129
16.6368,7.9251,2050,103178
15.5092,9.6296,2050,73754
21.746,12.0027,2050,78610
21.4072,12.2256,2050,142293
22.0904,14.5123,2050,81003
15.5461,10.9191,2050,93993
20.9049,9.948,2050,82547
22.25,15.1283,2050,65254
20.896,15.8383,2050,125197
23.0496,15.7102,2050,293867
15.8006,9.3089,2050,209461
17.5472,8.9174,2050,288086
18.9461,9.4542,2050,152191
16.2999,9.4016,2050,115766
14.2263,9.6582,2050,143935
20.2544,12.8336,2050,53562
19.6152,12.3654,2050,106869
15.3112,14.1242,2050,187310
15.4377,12.4823,2050,79798
15.7319,12.9965,2050,103664
17.934,11.0637,2050,101262
17.7632,8.3418,2050,70704
18.69,12.1861,2050,346384
16.0707,8.5712,2050,430417
16.4897,13.6433,2050,296411
15.0722,12.1267,2050,3044505
15.3631,13.6381,2050,78579
14.9097,9.364,2050,244676
19.0748,9.7038,2050,101119
18.3823,9.1423,2050,412889
22.7969,15.0276,2050,218984
21.6557,13.4401,2050,53956
19.6908,13.2922,2050,288733
-70.3893,-23.6219,2050,406593
-70.2966,-18.473,2050,136630
-70.7459,-33.7293,2050,52605
-68.9263,-22.4532,2050,137170
-73.7761,-42.4739,2050,58756
-73.0227,-36.9338,2050,145123
-72.1035,-36.613,2050,175816
-73.077,-36.7849,2050,519845
-71.528,-32.9384,2050,83604
-70.322,-27.3704,2050,186689
-73.1567,-37.0041,2050,111545
-72.0565,-45.5787,2050,61340
-71.2373,-34.9818,2050,103052
-70.1308,-20.2382,2050,339544
-71.2007,-32.787,2050,65895
-71.3057,-29.9326,2050,500506
-71.5947,-35.8453,2050,58947
-70.5999,-32.8381,2050,86907
-72.3524,-37.4698,2050,126402
-71.2132,-33.685,2050,62890
-73.142,-40.5768,2050,144982
-71.1969,-30.5983,2050,75898
-72.9883,-36.7315,2050,57845
-70.8771,-33.6068,2050,95274
-72.9492,-41.4672,2050,224853
-70.9178,-53.1552,2050,103473
-71.2499,-32.8816,2050,82175
-70.7343,-34.1682,2050,276874
-71.6077,-33.5915,2050,137220
-70.7228,-32.7488,2050,78934
-70.9901,-34.5851,2050,54712
-73.1242,-36.8388,2050,78956
-70.6534,-33.4915,2050,6931370
-70.9302,-33.6657,2050,57106
-71.6546,-35.4308,2050,265609
-72.6035,-38.737,2050,352427
-73.2268,-39.8282,2050,155068
-71.5183,-33.0397,2050,903442
87.3934,43.971,2050,97506
126.975,45.5435,2050,229220
127.477,50.2448,2050,122937
80.2662,41.1715,2050,344973
88.1349,47.8501,2050,76514
105.699,38.8387,2050,96682
78.5474,39.7817,2050,67437
125.3319,46.4111,2050,200554
121.2113,30.2661,2050,55875
104.6073,28.8021,2050,115425
114.6104,27.3859,2050,67926
108.7399,34.3198,2050,101558
115.3236,38.4207,2050,80145
111.2184,28.3798,2050,74456
119.6817,30.6329,2050,268420
110.1376,27.3188,2050,72196
109.0324,32.7016,2050,623573
115.6756,23.7067,2050,79949
113.6877,31.2605,2050,247639
102.4868,24.9146,2050,184546
116.8911,39.7132,2050,65569
115.5098,38.2309,2050,53406
110.0236,21.4585,2050,80706
117.0582,30.526,2050,463503
119.2075,36.4344,2050,557174
122.9925,41.1103,2050,1189272
105.9384,26.2506,2050,444915
128.9083,43.1079,2050,50144
118.1741,25.0606,2050,172518
112.1658,29.4138,2050,99553
114.3413,36.1005,2050,1345521
115.5521,28.8447,2050,85362
119.3005,33.2404,2050,211287
115.3854,25.1345,2050,89469
105.342,30.1048,2050,99683
117.7302,41.3163,2050,53905
81.2799,40.5441,2050,77641
76.1716,39.711,2050,124570
124.8428,46.4504,2050,56428
108.1695,23.7489,2050,61668
81.8702,41.7956,2050,57476
122.8411,45.6129,2050,257374
113.0598,23.6349,2050,52841
113.1043,25.8226,2050,177110
126.0869,47.6063,2050,56951
118.6708,43.5255,2050,55048
106.6198,23.8926,2050,120215
106.1234,29.0627,2050,129157
126.4238,41.941,2050,442878
109.59,35.181,2050,61531
112.5916,22.9844,2050,62403
111.2925,26.4,2050,83211
104.153,36.5464,2050,201555
113.4119,29.4995,2050,100480
107.248,24.1445,2050,50380
113.3301,22.3893,2050,50025
117.2981,39.7189,2050,316453
111.0667,39.0288,2050,180087
115.4821,38.8719,2050,1034329
113.0559,33.8586,2050,60047
107.2044,34.3666,2050,746653
105.6396,32.384,2050,61555
132.1914,46.3249,2050,84923
99.1809,25.1257,2050,308061
131.3999,46.566,2050,61237
109.8443,40.6604,2050,1475377
116.0561,27.7645,2050,70273
107.4019,40.7618,2050,289736
106.7813,31.8592,2050,625291
116.3973,39.1098,2050,148579
126.4977,48.2439,2050,101832
106.4221,29.8205,2050,448042
112.0808,21.9643,2050,65212
109.141,21.4887,2050,546647
116.3722,39.9275,2050,18004156
110.3462,22.7042,2050,157412
121.8317,29.911,2050,575003
120.756,41.816,2050,102491
109.2131,34.4628,2050,79156
118.6891,39.5077,2050,111207
117.3551,32.9409,2050,498591
123.7614,41.2902,2050,651294
124.1195,41.2983,2050,68344
105.2837,27.301,2050,450488
100.5814,25.8245,2050,85128
119.8205,33.9944,2050,212136
118.2002,39.2432,2050,50229
117.6648,39.0191,2050,1088372
118.0013,37.383,2050,508905
106.2257,29.5873,2050,171619
113.3256,32.7276,2050,95965
112.9981,35.1867,2050,287418
109.9774,22.2673,2050,132608
111.2241,21.4911,2050,65763
130.57,45.7563,2050,66315
114.2793,23.1734,2050,241238
115.7828,22.9494,2050,56245
116.568,38.0765,2050,253545
118.8466,31.5649,2050,50500
118.1339,37.1503,2050,115132
115.5495,38.4818,2050,126877
106.8332,27.5446,2050,106466
115.7769,33.8669,2050,431130
121.6239,31.5503,2050,65509
107.5951,34.3217,2050,72503
120.4027,27.5113,2050,303054
105.936,31.7387,2050,73520
116.8582,38.3042,2050,526847
118.4381,39.277,2050,65432
115.4239,30.248,2050,91709
115.5504,34.8237,2050,146224
110.9824,22.918,2050,290758
113.5398,26.7935,2050,94540
125.3014,43.8757,2050,2994525
111.6929,29.0396,2050,568890
117.1597,32.4799,2050,92539
113.766,34.2111,2050,398161
124.112,50.425,2050,104548
87.3073,44.0068,2050,418271
109.0502,19.2679,2050,52755
118.8355,36.7041,2050,58757
119.4848,25.9836,2050,241538
120.6153,29.4653,2050,69831
119.1633,39.7064,2050,140898
113.5746,31.5148,2050,51309
110.1878,19.9871,2050,69956
104.9169,28.5832,2050,57746
112.3926,26.4079,2050,117650
116.2275,40.2142,2050,430736
110.7073,21.531,2050,76251
116.7473,36.552,2050,181580
115.9936,22.9523,2050,56682
112.989,28.1923,2050,3365214
107.0695,29.8399,2050,152739
120.7631,31.6443,2050,715488
116.3558,25.8403,2050,119277
124.0945,42.7804,2050,77958
119.91,31.0058,2050,386748
121.669,31.3986,2050,82008
119.392,36.8699,2050,298692
114.6785,35.1845,2050,186575
113.1142,36.1855,2050,543446
119.9606,31.7696,2050,2457229
120.4357,41.5934,2050,388959
116.3201,23.653,2050,6836503
120.6978,27.9189,2050,98104
109.935,35.1804,2050,94637
117.9242,40.962,2050,406661
118.1684,40.7696,2050,101716
104.046,30.6723,2050,5216765
102.8116,24.8821,2050,153494
107.3235,33.1532,2050,91260
106.5428,38.9012,2050,102387
109.0826,35.0783,2050,185385
116.5476,33.2701,2050,68548
116.7782,23.4863,2050,936805
114.8924,26.7949,2050,120393
110.0041,19.7347,2050,79550
106.3403,38.0868,2050,69469
117.6864,39.131,2050,580836
115.8981,34.9511,2050,85224
116.2863,30.4392,2050,80909
109.6192,31.3976,2050,53084
110.1875,28.0086,2050,89224
113.0289,25.8029,2050,466859
115.3679,28.6959,2050,120474
113.8955,29.7302,2050,146892
115.8283,40.9068,2050,51812
118.9381,42.2715,2050,548611
112.6095,32.6748,2050,74858
116.243,36.5888,2050,148774
105.7001,28.5923,2050,68403
117.4785,30.6583,2050,264194
120.4298,30.5307,2050,143041
121.4005,31.6323,2050,180790
106.516,29.5454,2050,6080495
120.7087,29.606,2050,53451
118.9232,24.8913,2050,81409
103.6723,30.6338,2050,157673
119.0411,29.6045,2050,86273
119.9841,31.9369,2050,157292
101.5492,25.0402,2050,453375
118.3125,32.3016,2050,294356
121.4379,29.9798,2050,89375
111.1246,29.426,2050,76840
121.1384,30.1698,2050,2652956
114.3743,36.366,2050,169136
113.583,23.5471,2050,255361
124.2888,45.499,2050,126703
116.6906,24.3567,2050,102232
120.0998,29.4634,2050,50448
119.7455,41.1269,2050,73473
105.6041,27.1465,2050,82008
120.4533,33.1996,2050,129863
107.0234,33.0403,2050,69216
107.9886,23.7363,2050,72662
112.9542,39.0689,2050,56638
122.2025,30.2498,2050,148732
113.024,34.3731,2050,114830
121.1539,28.4064,2050,52887
110.0157,40.3993,2050,159233
100.1624,25.6944,2050,53606
100.2286,25.5977,2050,254868
109.9327,34.8028,2050,83649
121.5594,38.9379,2050,2672217
117.2144,38.9882,2050,110194
121.161,28.0925,2050,75995
115.1484,36.2849,2050,70931
111.8208,23.7455,2050,75685
115.1859,33.6469,2050,90686
124.3785,40.1484,2050,657598
110.3254,33.6935,2050,56293
118.4957,31.5618,2050,72033
111.7832,30.8256,2050,105242
111.5087,32.5508,2050,119654
119.5781,32.0071,2050,333009
109.5715,19.5189,2050,388962
117.6902,38.9157,2050,123009
120.8216,30.0786,2050,137501
107.6026,28.8784,2050,56484
114.42,22.6353,2050,56039
125.1205,46.5812,2050,381835
117.0672,38.8334,2050,88557
117.9507,40.8979,2050,84110
122.5123,40.6274,2050,276735
101.6763,36.9455,2050,58535
113.2489,40.0543,2050,1501969
118.5193,36.9942,2050,77235
112.8091,23.2856,2050,220094
114.1203,31.5658,2050,89594
115.0162,38.6448,2050,83939
124.6107,49.7386,2050,50043
101.3229,25.7273,2050,69858
103.5249,30.5834,2050,132848
105.2482,30.5871,2050,94944
114.3565,25.3984,2050,89655
107.4894,31.2112,2050,582169
107.208,30.7404,2050,139918
105.7211,29.695,2050,102647
102.1801,27.4065,2050,51540
118.2416,25.494,2050,59329
125.6997,44.5405,2050,125594
108.1129,28.265,2050,54739
113.0229,34.4649,2050,225711
107.0025,40.3292,2050,59123
123.3213,41.4238,2050,72311
111.7755,23.1475,2050,80021
119.9621,30.5411,2050,207348
117.5832,28.9422,2050,65893
104.3868,31.1376,2050,588422
116.3093,37.4456,2050,427913
111.0024,21.5178,2050,164838
111.2929,21.5091,2050,95487
107.3456,30.3315,2050,135358
120.3384,29.9319,2050,85969
123.5563,42.4626,2050,121013
107.5943,37.5908,2050,106555
110.338,19.6889,2050,66799
122.1056,30.0185,2050,342377
115.0221,24.7769,2050,100362
104.6192,35.5808,2050,104868
115.7899,39.2661,2050,85751
117.6819,32.5251,2050,130841
114.9748,38.5243,2050,293812
101.7296,26.5114,2050,150581
115.5397,38.01,2050,64950
116.2466,36.3373,2050,84607
103.182,26.0847,2050,84998
121.164,36.7792,2050,129884
117.3536,39.2561,2050,50446
108.6472,19.0954,2050,100579
125.5273,42.6754,2050,50534
124.1502,39.88,2050,94371
119.6187,33.5993,2050,76630
118.7605,34.5292,2050,152854
110.0089,40.5914,2050,689685
119.1761,25.2753,2050,91005
129.2116,44.1195,2050,52836
110.5779,27.0632,2050,64670
121.6702,41.9515,2050,81480
115.0973,35.2876,2050,62788
116.4514,35.9311,2050,102427
120.4153,31.0834,2050,76445
109.9933,39.8195,2050,521715
105.4078,28.8327,2050,52915
118.4788,24.6624,2050,160277
120.3151,32.8492,2050,381806
121.1509,27.8381,2050,53155
116.6094,28.2399,2050,141516
107.9699,21.5497,2050,86201
