iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
FJI,,-0.2561711593,2021,58,60,2015,66.8926375
FRA,,0.4233498458,2021,85,84,2015,85
FSM,,0.2112417517,2021,48,46,2015,55.10659136
GAB,,-0.107875995,2021,49,50,2015,58.60097002
GBR,,,2021,88,,,
GEO,,-0.5300324291,2021,68,71,2015,75.81561962
GHA,,0.4203612486,2021,48,44,2015,53.29441365
GIN,,0.7526946254,2021,40,33,2015,42.37035801
GMB,,0.3132861635,2021,46,43,2015,52.36987198
GNB,,0,2021,37,37,2015,46.54370828
GNQ,,0.5216194969,2021,46,41,2015,50.48252886
GRC,,-0.253749826,2021,77,78,2015,81.43667914
GRD,,-0.1833802333,2021,70,71,2015,75.81561962
GTM,,-0.1297099347,2021,59,60,2015,66.8926375
GUY,,0.2283705131,2021,76,75,2015,79.03149627
HND,,-0.149087205,2021,64,65,2015,70.96150324
HRV,,0.5544070587,2021,80,78,2015,81.43667914
HTI,,0.3365374438,2021,54,51,2015,59.45209691
HUN,,0.2689151778,2021,79,78,2015,81.43667914
IDN,,0.5616010948,2021,55,50,2015,58.60097002
IND,,0.7904488536,2021,63,57,2015,64.43854615
IRL,,0.3548349471,2021,83,82,2015,84.62567181
IRN,,1.127042064,2021,74,68,2015,73.39392051
IRQ,,0.3709726362,2021,59,56,2015,63.61623066
ISL,,,2021,89,,,
ISR,,1.163343132,2021,85,82,2015,84.62567181
ITA,,0.3851583386,2021,84,83,2015,85
JAM,,0,2021,74,74,2015,78.22850469
JOR,,-0.8238288971,2021,65,70,2015,75.00892623
JPN,,0,2021,83,83,2015,85
KAZ,,0.8081568847,2021,80,77,2015,80.63592234
KEN,,0.3316120884,2021,53,50,2015,58.60097002
KGZ,,0,2021,69,69,2015,74.20228152
KHM,,0.2445114116,2021,58,56,2015,63.61623066
KIR,,0.3160635547,2021,48,45,2015,54.20593862
KNA,,0.7628805226,2021,79,76,2015,79.83456638
KOR,,,2021,89,,,
KWT,,0.253749826,2021,78,77,2015,80.63592234
LAO,,0.5401294995,2021,52,47,2015,55.99584719
LBN,,0.3894158257,2021,73,71,2015,75.81561962
LBR,,0.8380240317,2021,45,37,2015,46.54370828
LBY,,0.136845216,2021,62,61,2015,67.70837489
LCA,,0.6862125574,2021,77,74,2015,78.22850469
LKA,,0.8842326379,2021,67,61,2015,67.70837489
LSO,,-0.1140020801,2021,53,54,2015,61.96447159
LTU,,0.9980163936,2021,75,70,2015,75.00892623
LUX,,-0.3851583386,2021,83,84,2015,85
LVA,,0.9980163936,2021,75,70,2015,75.00892623
MAR,,0.6474413127,2021,69,65,2015,70.96150324
MCO,,,2021,86,,,
MDA,,0.1833802333,2021,71,70,2015,75.00892623
MDG,,0.6841311084,2021,35,29,2015,37.94504845
MDV,,-0.4221890829,2021,61,64,2015,70.15057839
MEX,,0.2176265255,2021,75,74,2015,78.22850469
MHL,,-0.1297099347,2021,59,60,2015,66.8926375
MKD,,0.2075938091,2021,74,73,2015,77.4250044
MLI,,0.528408582,2021,41,36,2015,45.52273213
MLT,,0,2021,85,85,2015,
MMR,,-0.1120845678,2021,52,53,2015,61.13216572
MNE,,0.5502701373,2021,72,69,2015,74.20228152
MNG,,-0.1539093383,2021,65,66,2015,71.77367856
MOZ,,0.4170597484,2021,44,40,2015,49.51889697
MRT,,0.7526946254,2021,40,33,2015,42.37035801
MUS,,-0.1590470118,2021,66,67,2015,72.58436371
MWI,,0.6286945819,2021,48,42,2015,51.43241109
MYS,,0.2283705131,2021,76,75,2015,79.03149627
NAM,,0,2021,63,63,2015,69.33715846
NER,,0.3333101345,2021,35,32,2015,41.28852176
NGA,,-0.1054852321,2021,38,39,2015,48.54126031
NIC,,-0.1833802333,2021,70,71,2015,75.81561962
NLD,,0.4233498458,2021,85,84,2015,85
NOR,,,2021,87,,,
NPL,,0.7662161474,2021,54,47,2015,55.99584719
NRU,,0.3798176634,2021,60,57,2015,64.43854615
NZL,,0,2021,85,85,2015,
OMN,,0.1763875844,2021,70,69,2015,74.20228152
PAK,,0.5213574423,2021,45,40,2015,49.51889697
PAN,,0.7223358579,2021,78,75,2015,79.03149627
PER,,-1.043006673,2021,71,76,2015,79.83456638
PHL,,0.1236465041,2021,58,57,2015,64.43854615
PLW,,0,2021,65,65,2015,70.96150324
PNG,,-0.6730498148,2021,30,36,2015,45.52273213
POL,,0.6329793754,2021,82,80,2015,83.03290133
PRK,,3.101330789,2021,68,43,2015,52.36987198
PRT,,,2021,88,,,
PRY,,0,2021,72,72,2015,76.62055149
QAT,,0.6535908477,2021,76,73,2015,77.4250044
ROU,,0,2021,78,78,2015,81.43667914
RUS,,1.208877561,2021,79,74,2015,78.22850469
RWA,,0.527131684,2021,49,44,2015,53.29441365
SAU,,0.5970096348,2021,74,71,2015,75.81561962
SDN,,0.1041666667,2021,44,43,2015,52.36987198
SEN,,0.5307099851,2021,50,45,2015,54.20593862
SGP,,,2021,89,,,
SLB,,0.2101080063,2021,47,45,2015,54.20593862
SLE,,0.6366355157,2021,41,35,2015,44.48829905
SLV,,0.253749826,2021,78,77,2015,80.63592234
SMR,,-0.5226650038,2021,77,79,2015,82.2368436
SOM,,0.8453456123,2021,27,21,2015,28.23786099
SRB,,0,2021,72,72,2015,76.62055149
SSD,,0.8219819596,2021,34,27,2015,35.63106626
STP,,0.8313375185,2021,59,52,2015,60.29526866
SUR,,-1.300982708,2021,63,71,2015,75.81561962
SVK,,0,2021,82,82,2015,84.62567181
SVN,,1.067595212,2021,84,81,2015,83.82966007
SWE,,0.4233498458,2021,85,84,2015,85
SWZ,,0.1182913081,2021,56,55,2015,62.79210551
SYC,,0.4252203346,2021,75,73,2015,77.4250044
SYR,,0.5553175628,2021,64,60,2015,66.8926375
TCD,,0.2474302063,2021,29,27,2015,35.63106626
TGO,,0.4170597484,2021,44,40,2015,49.51889697
THA,,1.681351779,2021,82,76,2015,79.83456638
TJK,,-0.1642203512,2021,67,68,2015,73.39392051
TKM,,0.6241338407,2021,75,72,2015,76.62055149
TLS,,0.5401294995,2021,52,47,2015,55.99584719
TON,,0.3551431419,2021,57,54,2015,61.96447159
TTO,,-0.4685860318,2021,75,77,2015,80.63592234
TUN,,0.6067299276,2021,67,63,2015,69.33715846
TUR,,0,2021,76,76,2015,79.83456638
TUV,,0,2021,52,52,2015,60.29526866
TZA,,0.5232664597,2021,43,38,2015,47.54977699
UGA,,0.6312983507,2021,49,43,2015,52.36987198
UKR,,1.402774491,2021,76,69,2015,74.20228152
URY,,0.3276019261,2021,82,81,2015,83.82966007
USA,,,2021,86,,,
UZB,,0.4252203346,2021,75,73,2015,77.4250044
VCT,,-0.5502701373,2021,69,72,2015,76.62055149
VEN,,-0.4685860318,2021,75,77,2015,80.63592234
VNM,,0,2021,68,68,2015,73.39392051
VUT,,0.2101080063,2021,47,45,2015,54.20593862
WSM,,0.2299890063,2021,55,53,2015,61.13216572
YEM,,0.3136145609,2021,42,39,2015,48.54126031
ZAF,,0.1833802333,2021,71,70,2015,75.00892623
ZMB,,0.4603648823,2021,56,52,2015,60.29526866
ZWE,,-0.1182913081,2021,55,56,2015,63.61623066
