iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
AFG,,-29.91138799,2024,5.3,19.8,2015,21.12857143
AGO,,-3.777777778,2024,73.5,75,2015,75.32
ALB,,13.42527552,2024,70.9,55.1,2015,56.74105263
ARE,,2.56042885,2024,53.8,49.2,2015,51.03333333
ARG,,4.128688415,2024,61.5,55.2,2015,56.83578947
ARM,,0.2380952381,2024,62.9,62.6,2015,63.86
AUS,,18.83597884,2024,77.2,71.3,2015,71.93
AUT,,5.05026455,2024,73.8,71,2015,71.655
AZE,,3.214365881,2024,69.4,66.4,2015,67.40666667
BDI,2021,,2025,80.786,,,
BEL,,3.606393606,2024,67.1,63,2015,64.24142857
BEN,,9.555555556,2024,76.4,73.4,2015,73.85
BFA,,-15.24919833,2024,65.5,75.3,2015,75.57
BGD,,3.304473304,2024,41.5,35.1,2015,36.99
BGR,,4.2328844,2024,69.7,65.7,2015,66.765
BHR,,-0.1058201058,2024,44.9,45.1,2015,46.99
BHS,2022,,2025,81.39,,,
BIH,,2.074074074,2024,52.3,48.5,2015,50.36666667
BLR,,8.333333333,2024,76.5,74.2,2015,74.56
BLZ,,-2.12962963,2024,46.4,50.4,2015,52.2
BOL,,17.59365535,2024,74.3,58.6,2015,60.08705882
BRA,,1.598856209,2024,61.4,59.1,2015,60.55764706
BRB,,9.814814815,2024,76.3,73,2015,73.48333333
BRN,,-0.6944444444,2024,59.8,60.8,2015,62.16875
BTN,,1.049836601,2024,59.5,57.9,2015,59.42823529
BWA,,6.113520194,2024,66.4,58.5,2015,59.99294118
CAF,,0.2777777778,2024,66.2,65.9,2015,66.94833333
CAN,,8.333333333,2024,76.6,74.4,2015,74.76
CHE,2023,,2025,80.728,,,
CHI,,0.2564102564,2024,64.6,64.3,2015,65.46461538
CHL,,3.249546115,2024,61.8,57,2015,58.55777778
CHN,,-0.1234567901,2024,69.8,69.9,2015,70.64222222
CIV,,0.2777777778,2024,60.9,60.5,2015,61.8875
CMR,,-6.543803419,2024,57.7,66.3,2015,67.315
COD,,-0.07407407407,2024,62.4,62.5,2015,63.76666667
COG,,-0.9090909091,2024,66.6,67.5,2015,68.43636364
COL,,-1.450163399,2024,57.5,59.7,2015,61.1375
COM,,6.669071669,2024,49,36.1,2015,37.99
CPV,,0.06172839506,2024,56.2,56.1,2015,57.70777778
CRI,,-1.228070175,2024,53.1,55.2,2015,56.83578947
CUB,,-1.625730994,2024,50.6,53.5,2015,55.21
CYP,,7.6829806,2024,74.2,69.7,2015,70.46444444
CZE,,6.717452301,2024,71.9,66.4,2015,67.40666667
DEU,,8.148148148,2024,75.9,72.9,2015,73.4
DJI,,1.344729345,2024,20.3,18.6,2015,19.85230769
DNK,,,2025,79.848,,,
