iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
AFG,,-37.95833333,2021,6.5,53.3,2015,55.7
AGO,,1.6375,2023,75.3,69.9,2015,73.26
ALB,,4.958333333,2023,90.1,83.1,2015,85.06666667
ARE,,5.083333333,2023,57.8,43.7,2015,46.1
ARG,,1.125,2023,86.1,84.3,2015,85.9
ARM,,6.65625,2023,89.1,75,2015,78.2
AUS,,,2023,91.7,,,
AUT,,,2023,93.4,,,
AZE,,0.05,2023,66.2,66,2015,70
BDI,,2.33125,2023,67.8,59.5,2015,62.7
BEL,,,2023,95.4,,,
BEN,,2.5,2023,88,83.9,2015,85.6
BFA,,-1.6,2023,67.8,73.5,2015,76.7
BGD,,-0.1,2023,69.3,69.7,2015,73.1
BGR,,0.5,2023,91,90.6,2015,91.4
BHR,,4.875,2023,57.4,43.9,2015,46.3
BIH,,-1.583333333,2023,81.9,85.2,2015,86.8
BLR,,-4.21875,2023,72.4,84.2,2015,85.8
BOL,,1.96875,2023,81.8,76.4,2015,79.475
BRA,,-0.5833333333,2023,80.4,81.8,2015,84.2
BRB,,2.625,2023,90.3,87.6,2015,89
BTN,,0.03125,2023,76.8,76.7,2015,79.7
BWA,,-1.33125,2023,70.5,74.8,2015,78
CAF,,-0.9375,2023,59,62,2015,65.6
CAN,,-3.5,2023,89.1,91.9,2015,92.7
CHE,,,2023,94.2,,,
CHL,,4.5625,2023,91.3,86.5,2015,88.1
CHN,,-1.625,2023,58.3,63.5,2015,67.475
CIV,,0.4875,2023,71.3,69.5,2015,72.94
CMR,,0.2395833333,2023,79.6,79,2015,81.425
COD,,0.78125,2023,53.9,51.4,2015,54.6
COG,,4.375,2023,43,32.5,2015,34.9
COL,,0.3229166667,2023,79.5,78.6,2015,81.125
COM,,0.875,2023,53.2,50.4,2015,53.6
CPV,,0.9583333333,2023,83.1,80.8,2015,83.2
CRI,,-0.375,2023,91.9,92.2,2015,93
CUB,,0.575,2023,70.1,67.8,2015,71.58
CYP,,-0.25,2023,84.8,85.2,2015,86.8
CZE,,2.375,2023,93.3,91.4,2015,92.2
DEU,,,2023,95.7,,,
DJI,,2.25,2023,60,52.8,2015,56
DNK,,,2023,96.1,,,
DOM,,1.125,2023,83.3,80.6,2015,83
DZA,,-4.30625,2023,62.8,78,2015,80.675
ECU,,-2.354166667,2023,81.4,86.1,2015,87.7
EGY,,10.15625,2023,56.7,30.7,2015,33.1
ERI,,1.25,2023,19,17,2015,18.6
ESP,,,2023,95.3,,,
EST,,,2023,94.5,,,
ETH,,1.44375,2023,73.4,68.3,2015,71.98
FIN,,,2023,93.9,,,
FJI,,-1.175,2023,65.6,70.3,2015,73.58
FRA,,,2023,93,,,
GAB,,1.78125,2023,80.6,75.4,2015,78.6
GBR,,0.25,2023,91.7,91.5,2015,92.3
GEO,,3.833333333,2023,89.2,83.1,2015,85.06666667
GHA,,1.75,2023,83,78.7,2015,81.2
GIN,,1.125,2023,51.4,48.4,2015,51
GMB,,7.608333333,2023,80.5,55.2,2015,58.4
GNB,,-3.5875,2023,58.8,71.7,2015,74.9
GNQ,,1.052083333,2023,52.1,49.1,2015,51.93333333
GRC,,-2.625,2023,90.6,92.7,2015,93.4
GTM,,1.3875,2023,72.9,67.9,2015,71.66
GUY,,-1.9375,2023,84.5,87.6,2015,89
HKG,,-6.375,2023,81.2,90.6,2015,91.4
HND,,2.229166667,2023,80.1,73.3,2015,76.5
HRV,,3.875,2023,92.5,89.4,2015,90.2
HTI,,-5.125,2023,31,43.3,2015,45.7
HUN,,0,2023,85.5,85.5,2015,87.1
IDN,,-1.38125,2023,69.3,74,2015,77.2
IND,,-0.475,2023,65.2,67.1,2015,71.02
IRL,,2.5,2023,92.9,90.9,2015,91.7
IRN,,-1.083333333,2023,33,35.6,2015,38
IRQ,,0.375,2023,52.5,51.3,2015,54.5
ISL,,-4.6875,2023,88.7,92.5,2015,93.3
ISR,,-0.3125,2023,87.8,88.3,2015,89.35
ITA,,1,2023,93.4,92.6,2015,93.4
JAM,,,2023,94.4,,,
JOR,,-0.675,2023,61.6,63.8,2015,67.8
JPN,,0.46875,2023,79.4,78,2015,80.675
KAZ,,-0.8645833333,2023,77,79.6,2015,82
KEN,,0.71875,2023,76.2,73.9,2015,77.1
KGZ,,-2,2023,73.9,80,2015,82.4
KHM,,-2.1875,2023,51.7,58.7,2015,61.9
KOR,,0.75,2023,87.4,86.2,2015,87.8
KWT,,-0.4166666667,2023,40.1,41.1,2015,43.5
LAO,,1.166666667,2023,49.6,46.8,2015,49.2
LBN,,1.75,2023,61.2,55.6,2015,58.8
LBR,,-0.625,2023,82.6,84.1,2015,85.73333333
LBY,,1.5,2023,46.4,42.8,2015,45.2
LKA,,-1.5875,2023,66.1,72.1,2015,75.3
LSO,,0.5,2023,82.2,81,2015,83.4
LTU,,3.25,2023,93.2,90.6,2015,91.4
LUX,,3,2023,91,88.4,2015,89.4
LVA,,,2023,95.4,,,
MAR,,1.525,2023,75.5,70.6,2015,73.82
MDA,,4.625,2023,91.5,86.8,2015,88.4
MDG,,-2.479166667,2023,72.1,79.8,2015,82.2
MDV,,2.84375,2023,59.9,50.8,2015,54
MEX,,0.8125,2023,78.3,75.7,2015,78.9
MKD,,-0.9791666667,2023,83.5,85.3,2015,86.9
MLI,,0.3375,2023,71.3,70.1,2015,73.42
MLT,,6.166666667,2023,91.4,84.1,2015,85.73333333
MMR,,-9.145833333,2023,34.1,58,2015,61.2
MNE,,0.5833333333,2023,83.4,82,2015,84.33333333
MNG,,-4.3125,2023,78.3,87.3,2015,88.85
MOZ,,-0.125,2023,73.9,74.3,2015,77.5
MRT,,0.5,2023,66.3,64.3,2015,68.3
MUS,,-1.916666667,2023,77.9,82.8,2015,84.86666667
MWI,,0.1875,2023,77.9,77.3,2015,80.15
MYS,,3.8375,2023,78.9,65.6,2015,69.6
NAM,,-0.1666666667,2023,83.4,83.8,2015,85.53333333
NER,,-1.71875,2023,68.7,74.6,2015,77.8
NGA,,-0.53125,2023,71,72.7,2015,75.9
NIC,,-5.11875,2023,58.7,76.5,2015,79.55
NLD,,-1.125,2023,90.5,91.4,2015,92.2
NOR,,,2023,89.2,,,
NPL,,-0.40625,2023,77,78.3,2015,80.9
NZL,,,2023,95.1,,,
OMN,,-0.1666666667,2023,37.1,37.5,2015,39.9
PAK,,-1.28125,2023,56.4,60.5,2015,63.725
PAN,,-1.270833333,2023,76.5,80.2,2015,82.6
PER,,1.291666667,2023,81.3,77.9,2015,80.6
PHL,,-1.8125,2023,80.6,84.7,2015,86.3
PNG,,0.625,2023,48.8,47.3,2015,49.7
POL,,-7.875,2023,85.2,93.3,2015,93.4
PRK,,0.8333333333,2023,29.9,27.9,2015,30.3
PRT,,-4.875,2023,89.2,93.1,2015,93.4
PRY,,0.325,2023,71.5,70.4,2015,73.66
PSE,,-1.625,2023,44.5,48.4,2015,51
QAT,,-1.291666667,2023,27.8,30.9,2015,33.3
ROU,,1.375,2023,87.1,84.9,2015,86.5
RUS,,-3.58125,2023,56.3,68.8,2015,72.38
RWA,,-6.61875,2023,62.1,83.3,2015,85.2
SAU,,4.354166667,2023,32.9,24.1,2015,25.7
SDN,,-5.395833333,2023,27.3,40.2,2015,42.6
SEN,,1.541666667,2023,86.2,83.5,2015,85.33333333
SGP,,-0.9166666667,2023,78.3,80.7,2015,83.1
SLB,,7.1375,2023,65.4,44.2,2015,46.6
SLE,,1.21875,2023,81.5,78.4,2015,80.975
SLV,,-7.025,2023,53.7,77.6,2015,80.375
SOM,,5.645833333,2023,39.6,26.5,2015,28.45
SRB,,2.4375,2023,88.7,84.8,2015,86.4
SSD,,-1.25,2023,38.6,41.6,2015,44
STP,,2.104166667,2023,85.9,81.7,2015,84.1
SUR,,1.958333333,2023,86.8,83.4,2015,85.26666667
SVK,,1.8125,2023,89.9,88.1,2015,89.25
SVN,,,2023,93.8,,,
SWE,,,2023,93.3,,,
SWZ,,-1.5,2023,30.4,34,2015,36.4
SYC,,2.875,2023,90.3,87.2,2015,88.8
SYR,,-0.8333333333,2023,30.8,32.8,2015,35.2
TCD,,1.6875,2023,59.9,54.5,2015,57.7
TGO,,-2.645833333,2023,71.3,79.6,2015,82
THA,,0.325,2023,68.7,67.4,2015,71.26
TJK,,-2.041666667,2023,43,47.9,2015,50.33333333
TKM,,2.125,2023,42.5,37.4,2015,39.8
TLS,,1.25,2023,77.8,73.8,2015,77
TTO,,-2.4375,2023,85.7,89.2,2015,90
TUN,,-3.104166667,2023,75.7,84,2015,85.66666667
TUR,,-1.6875,2023,57.9,63.3,2015,67.225
TWN,,0.75,2023,90.7,90.1,2015,90.9
TZA,,1.6875,2023,84.7,80.9,2015,83.3
UGA,,-2.85,2023,67.8,77.5,2015,80.3
UKR,,3.791666667,2023,88.8,82,2015,84.33333333
URY,,-2.1875,2023,88.7,90.5,2015,91.3
USA,,-0.625,2023,89.4,89.9,2015,90.7
