iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
GUY,2023,2.796445549,2025,2.6,8.2,2015,5.395
HND,2074,0.8560619104,2025,15.25,19.9,2015,14.295
HRV,1963,,2025,0.26,0.7,2015,0.475
HTI,,-1.326027397,2025,48.98,39.3,2015,31.795
HUN,1962,,2025,0.7,1,2015,0.65
IDN,2027,4.61620279,2025,4.04,21.6,2015,15.715
IND,2023,5.945980181,2025,1.5,15.9,2015,11.085
IRL,1959,,2025,0.1,,,
IRN,2022,0.5435664336,2025,2.46,3.1,2015,1.985
IRQ,1996,,2025,0.42,0.5,2015,0.36
ISL,1950,,2025,0.1,,,
ISR,1964,,2025,0.4,0.5,2015,0.36
ITA,1951,,2025,0.9,2.1,2015,1.345
JAM,1987,,2025,1.19,0.5,2015,0.36
JOR,1956,,2025,0.2,,,
JPN,1969,,2025,1,0.4,2015,0.3
KAZ,2006,,2025,0.0236,,,
KEN,,-0.5890410959,2025,42.5,38.2,2015,30.75
KGZ,2023,5.352262323,2025,1.23,11,2015,7.385
KIR,2021,6.52747971,2025,0.56,8.1,2015,5.325
KOR,1986,,2025,0.1,,,
LAO,2030,3.106170964,2025,6,18.4,2015,13.07
LBN,,-1.244644353,2025,6.5,3.9,2015,2.5
LBR,,-0.08571428571,2025,32.9,32.3,2015,25.2
LCA,1978,,2025,0.0226,,,
LKA,,-1.442852523,2025,7.88,4.4,2015,2.835
LSO,,-0.4835616438,2025,44.73,41.2,2015,33.62
LTU,2005,,2025,1.1,1,2015,0.65
LUX,1950,,2025,0.1,,,
LVA,2006,,2025,0.5,1,2015,0.65
MAR,2021,0.8519180819,2025,2.3,3.3,2015,2.12
MDA,2007,,2025,0.1,,,
MDG,2410,0.3059689591,2025,66.5,68.4,2015,61.65
MDV,1989,,2025,0,,,
MEX,2021,2.450664458,2025,1.6,4.5,2015,2.895
MHL,2018,3.474770556,2025,1,4.3,2015,2.765
MKD,2025,2.392550845,2025,2.6,7,2015,4.57
MLI,,-0.1326358149,2025,33.94,33,2015,25.85
MLT,1976,,2025,0.4,,,
MMR,2093,0.6076974648,2025,15,18.2,2015,12.91
MNE,2019,1.701501415,2025,1.8,3.7,2015,2.375
MNG,2004,,2025,0.1448,,,
MOZ,,-1.497167935,2025,81.79,74.5,2015,68.45
MRT,2130,0.2839399825,2025,10,11.1,2015,7.46
MUS,1998,,2025,0.35,0.7,2015,0.475
MWI,,-1.024404239,2025,76.61,71,2015,64.53
MYS,2004,,2025,0.0013,,,
NAM,,-0.6213254858,2025,28.28,24.2,2015,17.935
NER,2064,2.312997738,2025,46.56,62.9,2015,55.69
NGA,,-2.640857749,2025,50.92,31.8,2015,24.735
NIC,2059,0.3925947676,2025,5.2,6.1,2015,3.96
NLD,1984,,2025,0.1,,,
NOR,1950,,2025,0.2,,,
NPL,2021,2.933466918,2025,1.54,5.3,2015,3.425
NRU,2026,1.75245113,2025,3.2,6.6,2015,4.295
PAK,,-0.7794454044,2025,22.8,18.2,2015,12.91
PAN,2025,1.169581637,2025,2.94,4.8,2015,3.09
PER,2036,1.162339143,2025,5.02,8,2015,5.26
PHL,2028,3.109918309,2025,4.45,14.6,2015,10.075
PNG,2263,0.3561643836,2025,43.4,46,2015,38.34
POL,2004,,2025,0.24,0.5,2015,0.36
PRT,1971,,2025,0.4,0.7,2015,0.475
PRY,2023,3.257709343,2025,1.4,5.5,2015,3.56
PSE,,,2025,4.63,1.3,2015,0.84
QAT,1950,,2025,0,,,
ROU,2020,6.163823796,2025,0.6,7.6,2015,4.98
RUS,2003,,2025,0.0885,,,
RWA,2054,2.556935869,2025,36.02,54.6,2015,46.99
SDN,,-7.584182355,2025,58.93,10.3,2015,6.88
SEN,2063,1.164230048,2025,16.55,23.3,2015,17.16
SLB,,-0.8356164384,2025,48.1,42,2015,34.4
SLE,,-0.001369863014,2025,50.91,50.9,2015,43.24
SLV,2042,0.512585251,2025,4.29,5.3,2015,3.425
SRB,2019,5.163198796,2025,0.99,8.4,2015,5.535
SSD,,-3.184529994,2025,86.2,71.3,2015,64.86
STP,2124,0.3750402935,2025,13.03,14.8,2015,10.225
SUR,1967,,2025,2.14,1.1,2015,0.72
SVK,1984,,2025,0.4,0.8,2015,0.535
SVN,1952,,2025,0,,,
SWE,1950,,2025,0.8,0.7,2015,0.475
SWZ,2111,0.9246575342,2025,39.55,46.3,2015,38.64
SYC,2008,,2025,0.67,1.3,2015,0.84
SYR,,-1.327448447,2025,20.92,13.8,2015,9.465
TCD,,-0.4508181126,2025,40.68,37.4,2015,29.98
TGO,2071,1.385842883,2025,28.26,38,2015,30.56
THA,2004,,2025,0.0088,,,
TJK,2029,3.082929611,2025,4.93,15.7,2015,10.925
TKM,2023,1.748953931,2025,2.4,5,2015,3.225
TLS,,-0.2260273973,2025,45.45,43.8,2015,36.165
TON,1979,,2025,0.3,0.4,2015,0.3
TTO,1994,,2025,0,,,
TUN,2011,,2025,0.6,0.8,2015,0.535
TUR,2012,,2025,0.0012,,,
TUV,2021,3.802088992,2025,1.3,6.4,2015,4.165
TWN,1977,,2025,0.1,,,
TZA,2251,0.4057267884,2025,48.34,51.3,2015,43.64
UGA,2221,0.5120508559,2025,54.8,58.4,2015,50.93
UKR,2004,,2025,0.1,,,
URY,1994,,2025,0.1671,,,
USA,1950,,2025,1.1,1.2,2015,0.78
UZB,2024,2.680732663,2025,2.3,7,2015,4.57
VEN,,,2013,8.4,,,
VNM,2015,,2025,1.32,2.9,2015,1.855
VUT,,-0.4120551109,2025,22.9,20.4,2015,14.71
WSM,2022,1.568584749,2025,1.8,3.5,2015,2.245
XKX,2041,1.734824822,2025,9.03,16.6,2015,11.635
YEM,,-3.620895852,2025,73.8,50.1,2015,42.44
ZAF,2054,1.607304579,2025,17.81,27.7,2015,21.015
ZMB,,-0.4179547784,2025,70.42,67.9,2015,61.105
ZWE,,-0.7465753425,2025,45.25,39.8,2015,32.275
