iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
SRB,1996,,2023,3.2,4,2015,3.2
SSD,2155,0.390625,2023,40.2,42.7,2015,36.5
STP,2014,,2023,6.8,11.1,2015,8.45
SUR,2018,0.9583333333,2023,9.9,12.9,2015,9.8
SVK,1983,,2023,3,3.1,2015,2.3
SVN,1982,,2023,1.3,,,
SWE,1963,,2023,1.4,,,
SWZ,2110,0.3,2023,24.5,25.7,2015,21.7
SYC,1988,,2023,8.5,8.9,2015,6.833333333
SYR,2001,,2023,10,10.7,2015,8.15
TCA,1989,,2023,2.9,3.6,2015,2.8
TCD,2070,0.8273809524,2023,31.4,35.7,2015,30.57142857
TGO,2048,0.925,2023,23.1,26.8,2015,22.8
THA,2001,,2023,5.2,6.6,2015,5.05
TJK,2024,1.04375,2023,12.6,16.3,2015,12.74
TKM,2125,0.225,2023,22.8,23.7,2015,19.7
TLS,2054,0.7,2023,22.2,25,2015,21
TON,1989,,2023,4.3,5.2,2015,4.35
TTO,2026,0.725,2023,12.9,15.4,2015,12.02
TUN,2017,1.333333333,2023,8.4,12.1,2015,9.2
TUR,2006,,2023,4.9,6.5,2015,5
TUV,2016,1.145833333,2023,9,12.3,2015,9.35
TZA,2048,0.725,2023,20.6,23.5,2015,19.5
UGA,2036,1.025,2023,17.9,22,2015,18
UKR,1998,,2023,4.7,5.6,2015,4.55
URY,1989,,2023,4.1,5,2015,4.2
USA,1975,,2023,3.4,3.9,2015,3.1
UZB,2014,,2023,7.6,11,2015,8.375
VCT,2012,,2023,5.8,9.6,2015,7.3
VEN,,-0.1,2023,15,14.6,2015,11.38
VGB,1991,,2023,6.6,8.1,2015,6.3
VNM,2008,,2023,10.3,11.2,2015,8.525
VUT,2003,,2023,8.7,10.9,2015,8.3
WSM,1993,,2023,6.2,7.4,2015,5.8
XKX,2013,,2023,6.8,10.2,2015,7.775
YEM,2051,0.725,2023,21.4,24.3,2015,20.3
ZAF,2012,,2023,11.7,11.6,2015,8.825
ZMB,2054,0.675,2023,22,24.7,2015,20.7
ZWE,2046,0.975,2023,22.4,26.3,2015,22.3
