iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
AFG,2058,1.252232143,2023,34.3,41.8,2015,35.7125
AGO,2047,1.179166667,2023,25.6,30.7,2015,26.31666667
ALB,2001,,2023,6.9,6,2015,4.75
AND,1989,,2023,1.3,,,
ARE,1982,,2023,2.5,4.2,2015,3.4
ARG,1997,,2023,5,6.8,2015,5.2
ARM,2006,,2023,5.3,7.7,2015,6.033333333
ATG,1976,,2023,5.4,6.5,2015,5
AUS,1973,,2023,2.3,2.3,2015,1.9
AUT,1977,,2023,2,2.3,2015,1.9
AZE,2025,0.90625,2023,12.8,16,2015,12.5
BDI,2039,1.025,2023,19.6,23.7,2015,19.7
BEL,1975,,2023,2.1,2.3,2015,1.9
BEN,2065,0.7875,2023,28,31.7,2015,27.15
BFA,2051,0.95,2023,24.5,28.3,2015,24.3
BGD,2032,1.425,2023,17.9,23.6,2015,19.6
BGR,1977,,2023,2.6,4.1,2015,3.3
BHR,1994,,2023,4.4,3.4,2015,2.6
BHS,1992,,2023,9.2,8.6,2015,6.633333333
BIH,1989,,2023,4.5,4.9,2015,4.1
BLR,1989,,2023,0.8,,,
BLZ,2001,,2023,9.3,10.5,2015,8
BOL,2023,1.31875,2023,12.2,16.9,2015,13.22
BRA,2008,,2023,7.6,9.5,2015,7.233333333
BRB,1990,,2023,6.9,8.7,2015,6.7
BRN,1989,,2023,4.9,5,2015,4.2
BTN,2024,1.2125,2023,12.7,17.1,2015,13.38
BWA,2052,0.65,2023,20.9,23.5,2015,19.5
CAF,2077,0.7053571429,2023,30.7,34.2,2015,29.28571429
CAN,1972,,2023,3.4,3.5,2015,2.7
CHE,1969,,2023,2.8,3,2015,2.2
CHL,1982,,2023,4.6,5.2,2015,4.35
CHN,2007,,2023,2.8,5.3,2015,4.4
CIV,2060,0.9041666667,2023,28.2,32.5,2015,27.81666667
CMR,2049,1.070833333,2023,25.2,29.7,2015,25.48333333
COD,2051,1.004166667,2023,25.3,29.5,2015,25.31666667
COG,2040,0.75,2023,17.7,20.7,2015,16.7
COL,2004,,2023,6.5,8.5,2015,6.566666667
COM,2048,0.9,2023,22.5,26.1,2015,22.1
CPV,2016,1.4375,2023,8.3,12.3,2015,9.35
CRI,1980,,2023,7.2,6.2,2015,4.85
CUB,1982,,2023,4.2,2.6,2015,1.9
CYP,1989,,2023,1.9,,,
CZE,1982,,2023,1.3,,,
DEU,1974,,2023,2.3,2.3,2015,1.9
DJI,2052,1.163095238,2023,28.2,33.8,2015,28.94285714
DMA,,-1.25,2023,30.8,25.4,2015,21.4
DNK,1969,,2023,1.8,,,
DOM,2055,0.65,2023,21.7,24.3,2015,20.3
DZA,,-0.025,2023,15.3,15.2,2015,11.86
ECU,2004,,2023,7.1,7.3,2015,5.7
EGY,2016,1.020833333,2023,9.3,12.3,2015,9.35
ERI,2035,0.825,2023,16.4,19.7,2015,15.7
ESP,1976,,2023,1.7,,,
EST,1988,,2023,1,,,
ETH,2046,1.380952381,2023,27.4,33.9,2015,29.02857143
FIN,1967,,2023,1.3,,,
FJI,,,2023,14.9,8.5,2015,6.566666667
FRA,1968,,2023,2.7,2.4,2015,1.9
FSM,2023,1.025,2023,12.1,15.6,2015,12.18
GAB,2033,1.1,2023,16.8,21.2,2015,17.2
GBR,1971,,2023,2.7,2.6,2015,1.9
GEO,2008,,2023,5.3,6.7,2015,5.1
GHA,2044,0.95,2023,21.2,25,2015,21
GIN,2076,0.6994047619,2023,30.3,33.7,2015,28.85714286
GMB,2041,1.341666667,2023,23.7,29.2,2015,25.06666667
GNB,2059,1.136904762,2023,32.7,39.1,2015,33.35714286
GNQ,2052,1.091666667,2023,27.2,32.2,2015,27.56666667
GRC,1982,,2023,2.3,2.6,2015,1.9
GRD,,,2023,12.4,11.5,2015,8.75
GTM,2018,1.041666667,2023,10,13.3,2015,10.1
GUY,2031,1.125,2023,15.6,20.1,2015,16.1
HND,2015,,2023,8.8,11.7,2015,8.9
HRV,1986,,2023,2.8,3.1,2015,2.3
HTI,2049,0.925,2023,23.3,27,2015,23
HUN,1989,,2023,2.1,2.7,2015,1.9
IDN,2019,1.09375,2023,10.5,14,2015,10.8
IND,2028,2.175,2023,17.3,26,2015,22
IRL,1974,,2023,2.5,2.4,2015,1.9
IRN,2011,,2023,7.4,10,2015,7.6
IRQ,2025,1.05,2023,12.9,16.7,2015,13.06
ISL,1960,,2023,1.3,,,
ISR,1977,,2023,1.7,,,
ITA,1980,,2023,1.6,,,
JAM,,-0.0625,2023,14.5,14.3,2015,11.1
JOR,2009,,2023,7.6,9.7,2015,7.366666667
JPN,1968,,2023,0.8,,,
KAZ,2010,,2023,4.3,5.5,2015,4.5
KEN,2064,0.5,2023,21.5,23.5,2015,19.5
KGZ,2018,0.84375,2023,10.8,13.5,2015,10.3
KHM,2023,1.31875,2023,11.8,16.4,2015,12.82
KIR,2096,0.3,2023,22.4,23.6,2015,19.6
KNA,2017,0.59375,2023,10.3,12.2,2015,9.275
KOR,1985,,2023,1.2,,,
KWT,1987,,2023,4.8,5,2015,4.2
LAO,2038,1.15,2023,20,24.6,2015,20.6
LBN,2000,,2023,11.1,7.5,2015,5.9
LBR,2071,0.75,2023,29.6,33.2,2015,28.4
LBY,2006,,2023,5.7,7.1,2015,5.5
LCA,2016,0.6666666667,2023,10,12.1,2015,9.2
LKA,1997,,2023,4.1,5.4,2015,4.45
LSO,2054,1.12202381,2023,28.7,34.2,2015,29.28571429
LTU,1981,,2023,1.9,2.4,2015,1.9
LUX,1972,,2023,1.6,,,
LVA,1980,,2023,1.5,,,
MAR,2019,1.3125,2023,10.2,14.4,2015,11.2
MCO,1989,,2023,1.5,,,
MDA,2013,,2023,10.8,11.5,2015,8.75
MDG,2354,0.075,2023,23.8,24.1,2015,20.1
MDV,2006,,2023,3.9,5.8,2015,4.65
MEX,2003,,2023,7.6,8.3,2015,6.433333333
MHL,2025,1.01875,2023,13,16.7,2015,13.06
MKD,1996,,2023,1.4,,,
MLI,2072,0.8333333333,2023,32.4,36.9,2015,31.6
MLT,1979,,2023,3.7,4.4,2015,3.6
MMR,2040,1.1,2023,20.6,25,2015,21
MNE,1989,,2023,1,,,
MNG,2010,,2023,7.4,9.6,2015,7.3
MOZ,2135,0.25,2023,25.4,26.4,2015,22.4
MRT,2043,1.025,2023,21.5,25.6,2015,21.6
MUS,2001,,2023,9,9.1,2015,6.966666667
MWI,2037,1.05,2023,18.8,23,2015,19
MYS,1981,,2023,4.1,4.2,2015,3.4
NAM,2053,0.85,2023,24.1,27.5,2015,23.5
NER,2264,0.1785714286,2023,33.8,34.8,2015,29.8
NGA,2094,0.6071428571,2023,33.7,37.1,2015,31.77142857
NIC,2012,,2023,8.4,10.9,2015,8.3
NLD,1964,,2023,2.6,2.6,2015,1.9
NOR,1960,,2023,1.3,,,
NPL,2029,1.7,2023,16.6,23.4,2015,19.4
NRU,2013,,2023,4.8,9.4,2015,7.166666667
NZL,1968,,2023,2.7,3.2,2015,2.4
OMN,1994,,2023,4.7,5.1,2015,4.3
PAK,2064,1.175099206,2023,37.6,45.3,2015,38.67777778
PAN,2001,,2023,6.6,7.4,2015,5.8
PER,2006,,2023,7.8,8.3,2015,6.433333333
PHL,,-0.15625,2023,14,13.5,2015,10.3
PLW,2022,,2023,11.7,11.4,2015,8.675
PNG,2043,0.925,2023,20.5,24.2,2015,20.2
POL,1988,,2023,2.4,2.9,2015,2.1
PRK,2015,,2023,9.6,11.4,2015,8.675
PRT,1985,,2023,1.6,,,
PRY,2015,,2023,9.1,11.8,2015,8.975
PSE,2013,,2023,8.7,11.2,2015,8.525
QAT,1990,,2023,3.7,3.8,2015,3
ROU,1998,,2023,3.3,4.3,2015,3.5
RUS,1989,,2023,1.7,,,
RWA,2050,0.5,2023,18.1,20.1,2015,16.1
SAU,2000,,2023,3,4.5,2015,3.7
SDN,2049,1.045833333,2023,24.8,29.1,2015,24.98333333
SEN,2044,1.025,2023,22.3,26.4,2015,22.4
SGP,1974,,2023,0.9,,,
SLB,2006,,2023,8.3,10.1,2015,7.7
SLE,2057,1.050595238,2023,29.3,34.5,2015,29.54285714
SLV,2004,,2023,4.4,6.3,2015,4.9
SMR,1989,,2023,0.6,,,
SOM,2072,0.9107142857,2023,34.9,40.3,2015,34.4
