iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
ETH,,-1.922916667,2023,19.7,13.6,2015,11.2
FIN,2001,,2023,2.5,,,
FJI,,0.5,2023,6.8,7.2,2015,6.4
FRA,2001,,2023,2.5,,,
GAB,,-2.98125,2023,25.3,14.1,2015,11.7
GBR,2001,,2023,2.5,,,
GEO,2023,,2023,2.5,,,
GHA,,2.6875,2023,6.3,9.4,2015,7.8
GIN,,0.9166666667,2023,11.4,13.6,2015,11.2
GMB,,-1.520833333,2023,16.8,12.6,2015,10.46666667
GNB,,1.169642857,2023,22.1,28,2015,22.91428571
GRC,2001,,2023,2.5,,,
GTM,,1.416666667,2023,11.8,15.4,2015,12.8
GUY,2020,,2023,2.5,,,
HKG,,,2023,3.1,,,
HND,,-0.2291666667,2023,14.8,14.2,2015,11.8
HRV,2012,,2023,2.5,,,
HTI,,-1.852947747,2023,54.2,37.9,2015,31.08888889
HUN,2001,,2023,2.5,,,
IDN,,1,2023,6.3,7.1,2015,6.3
IND,,0.04166666667,2023,12,12.1,2015,10.13333333
IRL,2001,,2023,2.5,,,
IRN,,0.75,2023,6.8,7.4,2015,6.6
IRQ,,0.25,2023,14.9,15.7,2015,13.025
ISL,2001,,2023,2.5,,,
ISR,2001,,2023,2.5,,,
ITA,2001,,2023,2.5,,,
JAM,,0.1875,2023,7.7,8,2015,6.95
JOR,,-3.6875,2023,14.3,7.4,2015,6.6
KAZ,2013,,2023,2.5,,,
KEN,,-2.869146825,2023,36.8,20.8,2015,17.1
KGZ,,1.25,2023,5.1,6.1,2015,5.3
KHM,,2.875,2023,5.2,7.5,2015,6.7
KIR,,,2023,4.1,,,
KOR,2004,,2023,2.5,,,
KWT,2001,,2023,2.5,,,
LBN,,-3.125,2023,8.7,5.6,2015,4.8
LBR,,0.02777777778,2023,35.5,35.7,2015,29.24166667
LBY,,-2.28125,2023,16.5,10.7,2015,9.1
LKA,,-3.625,2023,7.4,4.5,2015,4.2
LTU,2001,,2023,2.5,,,
LUX,2001,,2023,2.5,,,
LVA,2004,,2023,2.5,,,
MAC,,-3.895833333,2023,11.2,6.2,2015,5.4
MAR,,,2023,7,,,
MDA,2016,,2023,2.5,,,
MDG,,-0.8642361111,2023,39.5,33.3,2015,27.2875
MEX,,,2023,2.7,,,
MKD,2022,,2023,2.5,,,
MLI,,-5.979166667,2023,12.3,4.9,2015,4.2
MLT,2001,,2023,2.5,,,
MMR,,-1.125,2023,5.4,4.5,2015,4.2
MNE,2007,,2023,2.5,,,
MNG,2022,,2023,2.5,,,
MOZ,,3.031646825,2023,21.8,39.9,2015,32.75111111
MRT,,-2,2023,8.7,6.5,2015,5.7
MUS,,-1.25,2023,8.7,7.1,2015,6.3
MWI,,-1.4,2023,21.4,16.3,2015,13.475
MYS,2021,,2023,2.5,,,
NAM,,0.9125,2023,18.1,21.7,2015,17.82
NCL,,3.4375,2023,4.9,7.8,2015,6.85
NER,,-0.08333333333,2023,12.9,12.7,2015,10.53333333
NGA,,-3.24375,2023,19.9,10.7,2015,9.1
NIC,,-0.03571428571,2022,17.3,17.2,2015,14.45
NLD,2001,,2023,2.5,,,
NOR,2001,,2023,2.5,,,
NPL,,2.25,2023,5.3,7.1,2015,6.3
NZL,2001,,2023,2.5,,,
OMN,,1.625,2023,5.9,7.2,2015,6.4
PAK,,-1.135416667,2023,16.5,13.3,2015,10.93333333
PAN,,1.625,2023,5.7,7,2015,6.2
PER,,-1.5,2023,6.9,5.7,2015,4.9
PHL,,,2023,3,,,
PNG,,-0.1607142857,2023,28.7,27.8,2015,22.74285714
POL,2001,,2023,2.5,,,
PRK,,,2018,47,,,
PRT,2001,,2023,2.5,,,
PRY,,,2023,5.2,,,
PYF,,,2023,3.8,,,
ROU,2001,,2023,2.5,,,
RUS,2004,,2023,2.5,,,
RWA,,1.92609127,2023,24.4,35.8,2015,29.31944444
SAU,2015,,2023,2.5,,,
SDN,,-1.75,2021,11,8.9,2015,7.7
SEN,,4.5625,2023,5.1,10,2015,8.4
SLB,,-0.325,2023,20,18.7,2015,15.42
SLE,,0,2023,24.1,24.1,2015,19.76666667
SLV,,2,2023,6.7,9.1,2015,7.5
SOM,,0.7046703297,2023,53.2,60.7,2015,50.34945055
SRB,2006,,2023,2.5,,,
SSD,,,2023,22.3,,,
STP,,0.33125,2023,17.4,18.5,2015,15.26
SUR,,-0.6875,2023,9.7,8.6,2015,7.25
SVK,,,2023,3.1,,,
SVN,2001,,2023,2.5,,,
SWE,2001,,2023,2.5,,,
SWZ,,0.46875,2023,14.7,16.2,2015,13.4
SYC,2020,,2023,2.5,,,
SYR,,-6.242063492,2023,39,11.5,2015,9.733333333
TCD,,-1.047619048,2023,32,25.9,2015,21.26666667
TGO,,4.29375,2023,9.1,20.1,2015,16.54
THA,,3.8125,2023,4.6,7.8,2015,6.85
TJK,,3.59375,2023,8.4,16.1,2015,13.325
TKM,,,2023,4.3,,,
TLS,,-1.1625,2023,18.7,14.9,2015,12.425
TTO,,-2.895833333,2023,11.2,7,2015,6.2
TUN,,,2023,3,,,
TUR,2009,,2023,2.5,,,
TZA,,0.275,2023,20.2,21.3,2015,17.5
UGA,,1.645535714,2023,22,30.6,2015,25.07857143
UKR,,,2023,6.9,,,
URY,2005,,2023,2.5,,,
USA,2001,,2023,2.5,,,
UZB,2012,,2023,2.5,,,
VCT,,-1.75,2023,6.1,4.7,2015,4.2
VEN,,4.3125,2023,5.9,11.3,2015,9.6
VNM,,3.0625,2023,5.3,8,2015,6.95
VUT,,0.25,2023,7.2,7.4,2015,6.6
WSM,,,2023,3.6,,,
ZAF,,-2.6875,2023,10,6.6,2015,5.8
ZMB,,-0.2916666667,2023,37.2,35.1,2015,28.775
ZWE,,2.796924603,2023,19.7,34.3,2015,28.15277778
