iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
GNQ,2758,0.06259827044,2023,66.9,66.1,2015,77.62121909
GRC,1990,,2023,100,100,2015,
GRD,2050,0.6774244468,2023,94.4,91.4,2015,95.5038972
GRL,1990,,2023,100,100,2015,
GTM,2022,6.790610078,2023,100,90.5,2015,94.95193492
GUM,1990,,2023,100,100,2015,
GUY,2023,3.43090586,2023,98.9,88,2015,93.35645919
HKG,1990,,2023,100,100,2015,
HND,2035,1.288133558,2023,95.6,90,2015,94.63922685
HRV,1990,,2023,100,100,2015,
HTI,2082,0.9533806793,2023,51.3,40.8,2015,51.8529996
HUN,1990,,2023,100,100,2015,
IDN,2021,1.751468285,2023,99.4,97.5,2015,98.86244326
IMN,1990,,2023,100,100,2015,
IND,2021,4.351585874,2023,99.5,88,2015,93.35645919
IRL,1990,,2023,100,100,2015,
IRN,2009,,2023,100,100,2015,
IRQ,2012,,2023,100,99.4,2015,99.755
ISL,1990,,2023,100,100,2015,
ISR,1990,,2023,100,100,2015,
ITA,1990,,2023,100,100,2015,
JAM,2031,1.102905161,2023,97.7,94.9,2015,97.51519996
JOR,2008,,2023,100,99.9,2015,99.98
JPN,1990,,2023,100,100,2015,
KAZ,2000,,2023,100,100,2015,
KEN,2037,2.898579608,2023,76.2,41.6,2015,52.74317459
KGZ,2016,3.975167194,2023,100,98.7,2015,99.44191975
KHM,2027,3.959502872,2023,95,62.7,2015,74.9059168
KIR,2034,1.281682948,2023,95.9,90.6,2015,95.01392228
KNA,2010,,2023,100,100,2015,
KOR,1990,,2023,100,100,2015,
KWT,1990,,2023,100,100,2015,
LAO,2031,1.661110757,2023,96.5,89.7,2015,94.45018227
LBN,2008,,2023,100,99.7,2015,99.89333333
LBR,2074,1.348100657,2023,32.5,15.2,2015,27.82687534
LBY,,-0.0535090165,2023,73.2,73.8,2015,83.38100803
LCA,2015,3.661210317,2023,100,99,2015,99.57718254
LIE,1990,,2023,100,100,2015,
LKA,2018,5.971246968,2023,100,94.3,2015,97.18519367
LSO,2047,2.207812433,2023,57.3,31.8,2015,43.27057793
LTU,1990,,2023,100,100,2015,
LUX,1990,,2023,100,100,2015,
LVA,1990,,2023,100,100,2015,
MAC,1990,,2023,100,100,2015,
MAF,1990,,2023,100,100,2015,
MAR,2019,4.916051618,2023,100,97.3,2015,98.7614802
MCO,1990,,2023,100,100,2015,
MDA,2007,,2023,100,99.9,2015,99.98
MDG,2076,1.217986506,2023,39.4,23.8,2015,36.95217771
MDV,2009,,2023,100,99.8,2015,99.93
MEX,2010,1.369543651,2023,99.7,99,2015,99.57718254
MHL,2021,6.482185734,2023,100,92.1,2015,95.92484131
MKD,1990,,2023,100,99.9,2015,99.98
MLI,2059,1.506405798,2023,54.5,37.6,2015,48.50597049
MLT,1990,,2023,100,100,2015,
MMR,2052,1.347756107,2023,76.8,60.5,2015,73.04793993
MNE,2015,,2023,100,99.5,2015,99.80333333
MNG,2020,7.205752541,2023,100,88,2015,93.35645919
MNP,1990,,2023,100,100,2015,
MOZ,2097,0.9038054005,2023,36,24,2015,37.11285187
MRT,2080,0.98696188,2023,50.3,39.5,2015,50.45124219
MUS,1990,,2023,100,99.6,2015,99.84333333
MWI,2146,0.6446847874,2023,15.6,10.8,2015,19.48586623
MYS,2008,,2023,100,99.9,2015,99.98
NAM,2150,0.4122349088,2023,56.7,51.6,2015,64.37394786
NCL,1990,,2023,100,100,2015,
NER,2275,0.3026571821,2023,20.1,16.6,2015,29.82017659
NGA,2096,0.68244937,2023,61.2,52.5,2015,65.35025341
NIC,2063,0.6998478959,2023,88.3,83.2,2015,90.1166691
NLD,1990,,2023,100,100,2015,
NOR,1990,,2023,100,100,2015,
NPL,2033,1.95326833,2023,94,82,2015,89.27581995
NRU,1991,3.661210317,2023,100,99,2015,99.57718254
NZL,1990,,2023,100,100,2015,
OMN,1990,,2023,100,100,2015,
PAK,2037,1.107142505,2023,95.6,91,2015,95.26132899
PAN,2030,1.52451141,2023,97,91.6,2015,95.62511138
PER,2043,0.690230532,2023,96.2,93.9,2015,96.96564121
PHL,2026,2.507066305,2023,98,89.1,2015,94.06983055
PLW,2013,,2023,100,99.5,2015,99.80333333
PNG,2472,0.16964092,2023,20.5,18.4,2015,31.98819175
POL,1990,,2023,100,100,2015,
PRI,1990,,2023,100,100,2015,
PRK,2057,1.526576075,2023,57.5,40,2015,50.98432629
PRT,1990,,2023,100,100,2015,
PRY,2017,,2023,99.8,99.3,2015,99.71214286
PSE,2008,,2023,100,99.9,2015,99.98
PYF,1990,,2023,100,100,2015,
QAT,1990,,2023,100,100,2015,
ROU,2016,3.879013348,2023,100,98.8,2015,99.48807359
RUS,2016,5.623324774,2023,100,95.5,2015,97.83806766
RWA,2037,3.359163007,2023,63.9,22.8,2015,36.13416475
SAU,1990,,2023,100,100,2015,
SDN,2055,1.43891718,2023,66,48,2015,60.26921173
SEN,2060,1.10299614,2023,74.2,60.5,2015,73.04793993
SGP,1990,,2023,100,100,2015,
SLB,2039,2.239353928,2023,81.3,55.1,2015,68.04093751
SLE,2080,1.17763742,2023,35.5,19.7,2015,33.34625548
SLV,2027,1.3401791,2023,98.3,95.4,2015,97.78347015
SMR,1990,,2023,100,100,2015,
SOM,,-0.07699815873,2023,50.3,51.2,2015,63.93265811
SRB,1990,,2023,100,99.9,2015,99.98
SSD,2697,0.1388888889,2023,5.4,4.8,2015,9.375100488
STP,2050,1.298144204,2023,81.3,67.3,2015,78.54593161
SUR,2022,3.172471004,2023,99.6,95,2015,97.56868833
SVK,1990,,2023,100,100,2015,
SVN,1990,,2023,100,100,2015,
SWE,1990,,2023,100,100,2015,
SWZ,2037,2.188652849,2023,86.4,64.1,2015,76.04416201
SXM,1990,,2023,100,100,2015,
SYC,2014,,2023,100,100,2015,
SYR,,-0.264231293,2023,88.4,90,2015,94.63922685
TCA,2013,,2023,100,100,2015,
TCD,2128,0.7911493087,2023,12,7.7,2015,13.50439523
TGO,2065,1.220745571,2023,59.2,44.7,2015,56.3436679
THA,2009,,2023,100,99.6,2015,99.84333333
TJK,2016,4.523960286,2023,100,98,2015,99.10882002
TKM,2000,,2023,100,100,2015,
TLS,2021,9.380638315,2023,100,67.3,2015,78.54593161
TON,2020,,2023,100,100,2015,
TTO,,,2023,98.7,100,2015,
TUN,2004,,2023,100,99.9,2015,99.98
TUR,2000,,2023,100,100,2015,
TUV,2018,4.458170812,2023,100,98.1,2015,99.15618844
TZA,2054,1.870710595,2023,48.3,26.2,2015,38.84388453
UGA,2043,2.717374323,2023,51.5,18.5,2015,32.09846572
UKR,1990,,2023,100,100,2015,
URY,2009,,2023,100,99.7,2015,99.89333333
USA,1990,,2023,100,100,2015,
UZB,1996,,2023,100,99.9,2015,99.98
VCT,2015,,2023,100,99.4,2015,99.755
VEN,2012,,2023,100,100,2015,
VGB,2013,,2023,100,100,2015,
VIR,1990,,2023,100,100,2015,
VNM,2014,,2023,99.8,99.3,2015,99.71214286
VUT,2091,0.7295486539,2023,61.6,52.3,2015,65.13496864
WSM,2023,4.388726368,2023,100,98.2,2015,99.20550084
XKX,1990,,1999,100,,,
YEM,2044,1.562877962,2023,83.6,67.4,2015,78.62251389
ZAF,2107,0.3400359137,2023,87.7,85.3,2015,91.55738455
ZMB,2055,1.760235883,2023,51.1,31.1,2015,42.6956067
ZWE,2043,2.417248447,2023,62,33.7,2015,44.8822966
