iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
ABW,2011,,2023,100,100,2015,
AFG,2045,1.446329096,2023,85.3,71.5,2015,81.69272283
AGO,2091,0.8251245675,2023,51.1,42,2015,53.19484912
ALB,1990,,2023,100,100,2015,
AND,1990,,2023,100,100,2015,
ARE,1990,,2023,100,100,2015,
ARG,2011,,2023,100,99.7,2015,99.89333333
ARM,2003,,2023,100,100,2015,
ATG,2012,,2023,100,100,2015,
AUS,1990,,2023,100,100,2015,
AUT,1990,,2023,100,100,2015,
AZE,2004,,2023,100,100,2015,
BDI,2145,0.6866846183,2023,11.6,7.9,2015,13.8452515
BEL,1990,,2023,100,100,2015,
BEN,2045,2.350084479,2023,57,29.6,2015,41.49346149
BFA,2186,0.4628878919,2023,21.7,16.2,2015,29.28131775
BGD,2021,5.964776605,2023,99.5,74,2015,83.52651796
BGR,2019,5.229581399,2023,100,96.6,2015,98.40898867
BHR,1990,,2023,100,100,2015,
BHS,1990,,2023,100,100,2015,
BIH,2003,,2023,100,99.7,2015,99.89333333
BLR,2018,4.866051618,2023,100,97.4,2015,98.81244326
BLZ,2023,3.939163964,2023,99.6,91.8,2015,95.74454245
BMU,1990,,2023,100,100,2015,
BOL,2022,4.727544421,2023,99.8,91.5,2015,95.5648347
BRA,2011,,2023,99.8,99.7,2015,99.89333333
BRB,1990,,2023,100,100,2015,
BRN,1990,,2023,100,100,2015,
BTN,2018,5.655376056,2023,100,95.4,2015,97.78347015
BWA,2058,1.148505654,2023,76,62.1,2015,74.40847231
CAF,2166,0.5470484649,2023,17.6,12.7,2015,23.41829902
CAN,1990,,2023,100,100,2015,
CHE,1990,,2023,100,100,2015,
CHI,1990,,2023,100,100,2015,
CHL,2009,,2023,100,99.7,2015,99.89333333
CHN,2009,,2023,100,100,2015,
CIV,2077,0.7833312561,2023,72.4,62.6,2015,74.82359973
CMR,2063,1.054040764,2023,72,58.6,2015,71.36630776
COD,2189,0.4525138791,2023,22.1,16.6,2015,29.82017659
COG,2112,0.6275791314,2023,51.3,44.3,2015,55.86876811
COL,2029,0.4135591737,2023,98.7,98.2,2015,99.20550084
COM,2037,1.895993851,2023,89.8,74.1,2015,83.59970637
CPV,2024,3.376046906,2023,98.6,86.4,2015,92.30009088
CRI,2004,,2023,100,99.4,2015,99.755
CUB,2015,3.661210317,2023,100,99,2015,99.57718254
CUW,1990,,2023,100,100,2015,
CYM,1990,,2023,100,100,2015,
CYP,1990,,2023,100,100,2015,
CZE,1990,,2023,100,100,2015,
DEU,1990,,2023,100,100,2015,
DJI,2124,0.4661582595,2023,65.2,59.1,2015,71.81665664
DMA,2018,5.187914733,2023,100,96.7,2015,98.45898867
DNK,1990,,2023,100,100,2015,
DOM,2023,1.460286242,2023,99.6,98.6,2015,99.39890637
DZA,2013,,2023,100,99.4,2015,99.755
ECU,,-0.09615384615,2023,98.7,98.8,2015,99.48807359
EGY,2010,,2023,100,99.3,2015,99.71214286
ERI,2095,0.7439732064,2023,54.4,45.8,2015,57.65540697
ESP,1990,,2023,100,100,2015,
EST,1990,,2023,100,100,2015,
ETH,2046,2.26836519,2023,55.4,29,2015,41.02068987
FIN,1990,,2023,100,100,2015,
FJI,2023,3.001145106,2023,99.3,93.2,2015,96.56866486
FRA,1990,,2023,100,100,2015,
FRO,1990,,2023,100,100,2015,
FSM,2042,1.538733386,2023,86.9,73,2015,82.79579593
GAB,2038,1.287498313,2023,94.1,87.3,2015,92.89813977
GBR,1990,,2023,100,100,2015,
GEO,2006,,2023,100,100,2015,
GHA,2037,1.854144751,2023,89.5,74,2015,83.52651796
GIB,1990,,2023,100,100,2015,
GIN,2061,1.457561574,2023,51.1,34.9,2015,45.94913512
GMB,2072,0.9416115968,2023,66.9,54.7,2015,67.63991621
GNB,2063,1.589361658,2023,40.5,20.1,2015,33.73627689
