iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
LIE,2000,,2024,100,,,
LKA,,-0.7501672444,2024,46.9,48.8,2015,51.61521788
LSO,2098,2.805734509,2024,67,57.4,2015,61.15190476
LTU,2021,,2024,99.91820268,,,
LUX,2000,,2024,99.8,99.8,2015,
LVA,2018,4.62962963,2024,99.5,98.7,2015,98.94666667
MAC,2000,,2024,100,,,
MAF,,-0.1587301587,2024,96.6,96.7,2015,97.26857143
MAR,2057,4.107114625,2024,85.2,76.3,2015,78.55
MCO,2000,,2024,100,,,
MDA,2240,0.7555555556,2024,78.8,77.1,2015,79.35
MDG,2330,1.051762005,2024,28.7,24,2015,28.48064346
MEX,2698,0.4146881925,2024,43,42,2015,44.36962963
MKD,,-0.4288499025,2024,89,89.7,2015,91.22039216
MLT,2000,,2024,99.82676853,,,
MMR,2221,1.155891083,2024,59.7,55.4,2015,59.11073171
MNE,2057,2.322584823,2024,94.8,92.2,2015,93.42
MNG,2090,2.3,2024,81.8,76.7,2015,78.95
MNP,2026,8.632617383,2024,98.6,93,2015,94.11846154
MOZ,2155,2.294783994,2024,36.6,28.3,2015,32.3097806
MTQ,1950,,2024,99,99.1,2015,99.28
MWI,2182,1.777220296,2024,42.7,38.2,2015,40.80436782
MYS,2038,1.777777778,2024,98.3,97.6,2015,98.02
MYT,,-2.845050783,2023,92.5,95.2,2015,95.92666667
NCL,2050,1.981922399,2024,96.9,95.5,2015,96.26444444
NGA,2341,0.9983331075,2024,31,26.8,2015,31.00645087
NIU,,-1.222222222,2024,97.1,97.7,2015,98.1
NLD,2000,,2024,99.9595064,,,
NOR,2000,,2024,99.1,99.3,2015,99.44
NPL,,-2.047514886,2024,16.5,25.5,2015,29.84928477
NRU,,0,2024,18.7,18.7,2015,23.16449403
NZL,2020,,2024,100,,,
OMN,2020,13.29365079,2024,99.8,96.4,2015,97.01142857
PAK,2819,0.3418803419,2024,45,44.2,2015,46.58
PER,2315,0.8460914261,2024,52.4,49.9,2015,52.89009235
PHL,2348,0.7998337692,2024,48.5,46.5,2015,49.02320744
PLW,2058,1.185185185,2024,97.6,97,2015,97.51666667
POL,,-3.784730792,2024,90.1,94.8,2015,95.66
PRI,,,2024,98.9,99.4,2015,99.49
PRK,,-0.1,2023,73.8,74,2015,76
PRT,2138,0.2777777778,2024,98,97.9,2015,98.26
PRY,2222,1.092569381,2024,64.4,60.6,2015,64.10007521
PSE,3708,0.09259259259,2024,80.6,80.4,2015,82.56
PYF,,0,2024,90.4,90.4,2015,91.84080882
QAT,,-1.593915344,2024,95.3,96.5,2015,97.09714286
REU,,-1.417548501,2024,95.7,96.7,2015,97.26857143
ROU,2205,0.2222222222,2024,97.6,97.5,2015,97.94
RUS,2152,0.6060606061,2024,94.8,94.2,2015,95.15454545
SEN,2548,0.6192432529,2024,27.2,24.4,2015,28.84967417
SGP,2000,,2024,100,,,
SHN,2021,14.98243502,2024,99.3,88.6,2015,90.23263158
SLE,2513,0.7393309946,2024,11.1,9.5,2015,11.77203292
SMR,2000,,2024,99.99999618,,,
SPM,2028,6.723785474,2024,98.2,93.7,2015,94.73166667
SRB,4031,0.08888888889,2024,75,74.8,2015,77.05
STP,2086,2.501851852,2024,80.7,75.1,2015,77.35
SUR,2791,0.3098290598,2024,55.8,54.7,2015,58.35957786
SVK,2015,,2024,99.6,99.1,2015,99.28
SVN,2022,12.61772487,2024,99.6,95.2,2015,96.00666667
SWE,2000,,2024,99.8,99.6,2015,99.69
SWZ,2276,1.148836376,2024,40.2,37.1,2015,39.82225134
SYC,2725,0.307021307,2024,64.7,63.7,2015,66.78354029
TCA,2452,0.2976190476,2024,87.1,86.6,2016,88.22714286
TCD,3112,0.3251516095,2024,13.6,12.6,2015,15.97143525
TGO,2214,1.584920338,2024,36.9,31.6,2015,35.10595818
TJK,2072,3.920315225,2024,72.5,61.5,2015,64.88865713
TKM,2044,3.830482426,2024,94.9,90.2,2015,91.66433824
TON,15248,0.02415458937,2024,29.6,29.5,2015,33.33413653
TTO,4504,0.05291005291,2024,86.3,86.2,2015,88.04761905
TUN,,-5.567496417,2024,68.2,81,2015,83.15333333
TUV,3884,0.2001633987,2024,8.7,8.4,2015,10.18380901
TZA,2241,1.451887346,2024,31.3,25.1,2015,29.48850046
UGA,3319,0.2260536398,2024,39.3,38.7,2015,41.26135468
UKR,2617,0.1587301587,2024,92.8,92.6,2015,93.76901099
USA,2012,,2024,99.6,99.3,2015,99.44
UZB,2141,0.8782679739,2024,91.5,90.2,2015,91.66433824
VIR,2012,,2024,99.5,99.2,2015,99.38
VNM,2202,1.296772131,2024,58.6,53.9,2015,57.47820134
VUT,4449,0.1403664303,2024,19.2,18.6,2015,23.05598339
WLF,,-0.03968253968,2024,68.9,69,2015,71.42703704
WSM,3004,0.2257834758,2024,62.5,61.7,2015,65.06365713
ZAF,2146,1.120077587,2024,85.2,82.9,2015,84.96224638
ZWE,2701,0.4131054131,2024,42.9,41.9,2015,44.27333333
