iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
HUN,,1.566104348,2022,4.742,4.252,2015,4.560655391
IDN,,1.92281528,2022,1.151,0.972,2015,1.061666667
IMN,,-0.3060410334,2022,4.816,4.917,2015,5.257839286
IND,,2.294243851,2022,1.174,0.96,2015,1.048666667
IRL,,1.387916808,2022,6.436,5.904,2015,6.284634172
IRN,,2.725586544,2022,3.993,3.266,2015,3.519580159
IRQ,,4.092467775,2022,2.974,2.153,2015,2.333276923
ISL,,,2023,50.83778428,,,
ISR,,0.545157385,2022,7.317,7.091,2015,7.508033898
ITA,,0.1514285714,2022,5.284,5.231,2015,5.585447843
JAM,,0.4732664996,2022,1.558,1.497,2015,1.628216374
JOR,,0.7547412008,2022,2.116,1.99,2015,2.15892029
JPN,,-0.6830852912,2022,7.697,7.991,2015,8.428951613
KAZ,,0.8257142857,2022,5.358,5.072,2015,5.41968
KEN,,1.607142857,2022,0.237,0.201,2015,0.222
KGZ,,0.1373626374,2022,2.246,2.221,2015,2.406384615
KHM,,8.304663987,2022,0.872,0.401,2015,0.443
KIR,,1.857142857,2022,0.284,0.232,2015,0.26
KNA,,1.074421562,2022,5.138,4.778,2015,5.112473404
KOR,,2.00856014,2022,11.17,10.226,2015,10.695
KWT,,,2023,17.20381286,,,
LAO,,6.398724449,2022,1.778,1.028,2015,1.122307692
LBN,,-12.08236634,2022,0.676,1.935,2015,2.099652174
LBR,,2,2022,0.073,0.056,2015,0.063
LBY,,-2.293710374,2022,4.836,5.631,2015,6.001394775
LCA,,0.6865750916,2022,2.221,2.101,2015,2.278043333
LIE,,-0.1833688699,2022,10.481,10.567,2015,11.03601493
LKA,,2.119047619,2022,0.709,0.583,2015,0.639
LSO,,1.342857143,2022,0.428,0.375,2015,0.4136
LTU,,2.043730027,2022,4.366,3.771,2015,4.053866417
LUX,,-3.344261314,2022,9.65,11.214,2015,11.69
LVA,,1.07273902,2022,3.781,3.494,2015,3.761142248
MAC,,-0.7028782957,2022,7.722,8.025,2015,8.4635
MAF,,2.679999896,2022,6.503,5.494,2015,5.859047888
MAR,,1.429774987,2022,1.169,1.032,2015,1.126615385
MDA,,2.058625117,2022,1.495,1.253,2015,1.3659125
MDG,,0.3571428571,2022,0.074,0.069,2015,0.083
MDV,,5.840911757,2022,2.28,1.405,2015,1.529
MEX,,1.160086793,2022,2.689,2.454,2015,2.655381773
MHL,,2.434157245,2022,1.949,1.592,2015,1.730726316
MKD,,-0.5141427678,2022,3.784,3.928,2015,4.219882114
MLI,,4.047619048,2022,0.19,0.119,2015,0.133
MLT,,0.8454055908,2022,5.454,5.158,2015,5.509190204
MMR,,1.628571429,2022,0.37,0.313,2015,0.348
MNE,,-1.13362445,2022,5.013,5.405,2015,5.766557692
MNG,,3.509649559,2022,2.713,2.05,2015,2.222793333
MNP,,-3.93471152,2022,6.684,8.343,2015,8.78768254
MOZ,,-2.864795918,2022,0.492,0.643,2015,0.706
MRT,,3.05,2022,0.383,0.283,2015,0.31125
MUS,,0.6094831095,2022,2.398,2.284,2015,2.47380057
MWI,,-2.5,2022,0.088,0.123,2015,0.137
MYS,,2.247999918,2022,5.439,4.677,2015,5.006569843
NAM,,-2.72389798,2022,1.359,1.711,2015,1.859428571
NCL,,1.52238806,2022,10.965,10.251,2015,10.72
NER,,0.8571428571,2022,0.071,0.063,2015,0.073
NGA,,-3.321428571,2022,0.159,0.229,2015,0.257
NIC,,0.2380952381,2022,0.703,0.688,2015,0.7535555556
NLD,,-0.965556749,2022,6.312,6.693,2015,7.099266183
NOR,,,2023,24.19571106,,,
NPL,,6.9,2022,0.379,0.186,2015,0.207
NRU,,3.729417757,2022,3.754,2.834,2015,3.06069254
NZL,,-1.947613597,2022,8.473,9.35,2015,9.809953846
OMN,,3.293147155,2022,9.119,7.667,2015,8.09804918
PAK,,0.7142857143,2022,0.525,0.49,2015,0.539
PAN,,2.932058126,2022,3.161,2.518,2015,2.723953202
PER,,1.381740064,2022,1.757,1.565,2015,1.701842105
PHL,,2.486868687,2022,0.895,0.715,2015,0.7835555556
PLW,,1.181672973,2022,5.18,4.783,2015,5.11768617
PNG,,0.1360544218,2022,0.477,0.471,2015,0.5193333333
POL,,1.244292062,2022,4.27,3.906,2015,4.196468089
PRI,,,2016,5.719319403,,,
PRK,,3.072727273,2022,0.89,0.674,2015,0.738
PRT,,0.7003401361,2022,5.229,4.99,2015,5.333880952
PRY,,3.108574585,2022,2.937,2.3,2015,2.491031339
PSE,,1.983008993,2022,1.552,1.311,2015,1.42775
PYF,,-0.03571428571,2022,2.426,2.433,2015,2.632881773
QAT,,,2023,17.75647666,,,
ROU,,-0.1047619048,2022,2.699,2.721,2015,2.940350538
RUS,,1.191617266,2022,7.256,6.768,2015,7.176862069
RWA,,2.857142857,2022,0.081,0.054,2015,0.061
SAU,,4.193747648,2022,13.016,11.02,2015,11.49577612
SDN,,0.3714285714,2022,0.342,0.329,2015,0.364
SEN,,4.830952381,2022,0.453,0.281,2015,0.309
SGP,,2.201132201,2022,10.109,9.098,2015,9.554076923
SLB,,-0.07142857143,2022,0.145,0.146,2015,0.1665
SLE,,3,2022,0.059,0.041,2016,0.047
SLV,,1.346938776,2022,1.225,1.089,2015,1.188571429
SOM,,,2023,0.03256236922,,,
SRB,,1.192171027,2022,5.081,4.686,2015,5.015961147
SSD,,-0.4285714286,2022,0.047,0.05,2015,0.057
STP,,-1.176870748,2022,0.453,0.507,2015,0.556
SUR,,-0.6147576148,2022,3.306,3.462,2015,3.727412518
SVK,,-0.9460266068,2022,4.621,4.93,2015,5.271380952
SVN,,-0.2731829574,2022,6.57,6.679,2015,7.084774955
SWE,,-1.760504202,2022,12.917,13.755,2015,14.231
SWZ,,-0.1785714286,2022,1.263,1.283,2015,1.398
SXM,,-5.389216224,2022,6.915,9.252,2015,9.710446154
SYC,,0.3023255814,2022,4.285,4.194,2015,4.499957717
SYR,,0.8170995671,2022,0.961,0.893,2015,0.9763636364
TCA,,0.6382189239,2022,6.451,6.203,2015,6.593779221
TCD,,,2023,0.01630513776,,,
TGO,,2.142857143,2022,0.213,0.168,2015,0.189
THA,,2.455244642,2022,3.187,2.637,2015,2.850750538
TJK,,0.01298701299,2022,1.83,1.828,2015,1.985090909
TKM,,0.3899769585,2022,2.923,2.836,2015,3.062821573
TLS,,2.664285714,2022,0.357,0.273,2015,0.301
TON,,3.660714286,2022,0.715,0.509,2015,0.558
TTO,,-0.9461588676,2022,6.087,6.453,2015,6.851946115
TUN,,1.827341292,2022,1.943,1.67,2015,1.81445
TUR,,1.787706709,2022,3.626,3.172,2015,3.419833613
TUV,,5.516089466,2022,0.957,0.579,2015,0.635
TZA,,2,2022,0.156,0.125,2015,0.139
UGA,,1.428571429,2022,0.106,0.086,2015,0.1
UKR,,-3.556487898,2022,2.449,3.227,2015,3.478351587
URY,,1.025732601,2022,3.85,3.571,2015,3.842794872
USA,,-0.09453781513,2022,12.682,12.727,2015,13.203
UZB,,2.270198435,2022,1.989,1.648,2015,1.79135
VCT,,1.157037815,2022,1.466,1.328,2015,1.446213235
VEN,,-3.935597377,2022,3.091,4.134,2015,4.43648062
VGB,,-2.704560589,2022,4.923,5.879,2015,6.258690776
VIR,,0.8203520435,2022,7.953,7.601,2015,8.030967213
VNM,,5.770324184,2022,2.725,1.709,2015,1.857228571
VUT,,0.8571428571,2022,0.265,0.241,2015,0.269
WSM,,2.257142857,2022,0.796,0.647,2015,0.71
XKX,,3.012344661,2022,3.853,3.078,2015,3.320304202
YEM,,-1.619047619,2022,0.131,0.157,2015,0.178
ZAF,,-2.239817624,2022,3.444,4.057,2015,4.355813953
ZMB,,-0.04285714286,2022,0.793,0.796,2015,0.8712
ZWE,,0.4801587302,2022,0.671,0.641,2015,0.70375
