iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
GMB,2038,0.9897809363,2023,44.1,59.3,2015,43.96331363
GNB,2051,0.9750185088,2023,69.3,91.8,2015,68.80037018
GNQ,2052,0.969899045,2023,70.6,93.3,2015,69.97390014
GRC,1977,,2023,3.7,4.3,2015,3.5
GRD,1988,,2023,18.3,17.5,2015,13.16666667
GTM,2019,0.9534722222,2023,21.4,28.3,2015,21.10222222
GUY,2024,0.8496212121,2023,25.7,33.1,2015,24.61727273
HND,2010,,2023,15.5,20.5,2015,15.38095238
HRV,1981,,2023,4.6,4.9,2015,4.1
HTI,2049,0.8028946597,2023,55.1,69.9,2015,51.95447502
HUN,1980,,2023,3.8,5.1,2015,4.3
IDN,2018,0.9659722222,2023,20.6,27.4,2015,20.40944444
IND,2025,1.520305736,2023,27.7,43.6,2015,32.33857143
IRL,1968,,2023,3.8,3.7,2015,3
IRN,2006,,2023,11.8,15.5,2015,11.8
IRQ,2020,0.8909722222,2023,22.6,29.4,2015,21.90222222
ISL,1960,,2023,2.6,,,
ISR,1975,,2023,3.4,3.9,2015,3.1
ITA,1975,,2023,2.8,,,
JAM,1995,,2023,19.3,18.7,2015,14.0952381
JOR,2001,,2023,13.2,16.5,2015,12.46666667
JPN,1965,,2023,2.4,,,
KAZ,2008,,2023,9.6,11.9,2015,9.15
KEN,2045,0.5752655229,2023,39.9,47.4,2015,35.13704715
KGZ,2013,,2023,17,22.2,2015,16.64285714
KHM,2021,1.087468434,2023,22.9,31.6,2015,23.49227273
KIR,2118,0.2232142857,2023,55.1,58.9,2015,43.67240454
KNA,1999,,2023,16.3,19.4,2015,14.5952381
KOR,1985,,2023,2.8,,,
KWT,1984,,2023,8.8,9.1,2015,7.1
LAO,2035,1.035864938,2023,39,53.2,2015,39.43037926
LBN,1996,,2023,18.3,12.7,2015,9.75
LBR,2061,0.7632067211,2023,72.9,90.8,2015,68.01912018
LBY,,,2023,30.8,13.3,2015,10.155
LCA,1985,,2023,15.5,17.4,2015,13.08333333
LKA,2005,,2023,6.1,8.7,2015,6.833333333
LSO,2051,0.8250507443,2023,58.9,75.1,2015,55.9108525
LTU,1970,,2023,3.4,5,2015,4.2
LUX,1968,,2023,2.3,,,
LVA,1979,,2023,3,5.1,2015,4.3
MAR,2014,,2023,16.6,23.4,2015,17.52619048
MCO,1985,,2023,2.7,,,
MDA,2003,,2023,14.7,15.5,2015,11.8
MDG,2514,0.05208333333,2023,64.8,65.8,2015,48.85810589
MDV,2005,,2023,5.7,9.9,2015,7.633333333
MEX,2003,,2023,12.5,16.2,2015,12.26666667
MHL,2027,0.7903263403,2023,28.2,35.7,2015,26.52261072
MKD,1995,,2023,3.3,11.3,2015,8.7
MLI,2063,0.8666619829,2023,91.3,115.7,2015,87.92134218
MLT,1973,,2023,5.5,6.6,2015,5.2
MMR,2036,0.9391544118,2023,38.7,51.3,2015,38.01852941
MNE,1985,,2023,2.6,,,
MNG,2011,,2023,13.6,19.4,2015,14.5952381
MOZ,2059,0.6686772266,2023,61.7,75.1,2015,55.9108525
MRT,2036,0.8597893324,2023,37.8,48.9,2015,36.22964052
MUS,1989,,2023,15.2,14.7,2015,11.16
MWI,2032,1.3102697,2023,38.3,56.7,2015,42.0343093
MYS,1983,,2023,8.1,8.1,2015,6.433333333
NAM,2036,1.006698271,2023,40.7,55,2015,40.78037926
NER,2137,0.367332996,2023,114.8,126.3,2015,96.66602905
NGA,2078,0.7062411475,2023,104.9,126.4,2015,96.75102905
NIC,2009,,2023,13.4,18.6,2015,14.02380952
NLD,1960,,2023,4,4.1,2015,3.3
NOR,1960,,2023,2.4,,,
NPL,2024,1.228787879,2023,26.5,38.2,2015,28.33333333
NRU,2011,,2023,8.9,17.6,2015,13.25
NZL,1963,,2023,4.7,5.6,2015,4.7
OMN,1995,,2023,10.4,11.2,2015,8.625
PAK,2049,0.8709261652,2023,58.5,75.6,2015,56.29974139
PAN,2001,,2023,13.3,17.2,2015,12.93333333
PER,2006,,2023,15.8,17.6,2015,13.25
PHL,2041,0.1125,2023,26.9,27.8,2015,20.70222222
PLW,2002,,2023,22.3,21.4,2015,16.04285714
PNG,2038,0.8321368679,2023,40.3,51.7,2015,38.31326625
POL,1979,,2023,4.4,4.9,2015,4.1
PRK,2013,,2023,18,21.4,2015,16.04285714
PRT,1982,,2023,3.2,3.6,2015,3
PRY,2012,,2023,17,22.2,2015,16.64285714
PSE,,,2023,26.3,18.3,2015,13.80952381
QAT,1988,,2023,6,7.9,2015,6.3
ROU,1998,,2023,6.6,9.2,2015,7.166666667
RUS,1985,,2023,4.5,8.2,2015,6.5
RWA,2044,0.5947099673,2023,40,47.8,2015,35.42593604
SAU,1998,,2023,6.2,9,2015,7.033333333
SDN,2045,0.8486074995,2023,50.1,64.5,2015,47.88310589
SEN,2034,1.028722081,2023,38.5,52.4,2015,38.83037926
SGP,1972,,2023,2.1,,,
SLB,2015,,2023,20.6,24.9,2015,18.59722222
SLE,2048,1.431077186,2023,94.3,137.6,2015,106.1953896
SLV,2005,,2023,10.4,14.5,2015,11
SMR,1985,,2023,1.4,,,
SOM,2064,0.9572803945,2023,104,133.6,2015,102.803851
SRB,1992,,2023,5.2,6.3,2015,5.05
SSD,2032,3.932610647,2023,98.7,236.6,2015,198.2166667
STP,2015,,2023,13.9,23.1,2015,17.31785714
SUR,2007,,2023,16.2,20.5,2015,15.38095238
SVK,1978,,2023,6.1,6.2,2015,5
SVN,1981,,2023,2.2,,,
SWE,1960,,2023,2.5,,,
SWZ,2041,0.8838317384,2023,45,58.6,2015,43.45422272
SYC,1983,,2023,14.3,14.5,2015,11
SYR,2019,1.975117244,2023,20.6,37,2015,27.47316017
TCA,1986,,2023,5.6,6.8,2015,5.3
TCD,2064,0.9302623922,2023,101.1,129.3,2015,99.17456564
TGO,2049,0.8822898016,2023,58.3,75.6,2015,56.29974139
THA,1998,,2023,9.2,11.9,2015,9.15
TJK,2030,0.3409090909,2023,27.3,30.2,2015,22.4840404
TKM,2077,0.2338541667,2023,40,42.9,2015,31.81357143
TLS,2052,0.6454944179,2023,50,60.6,2015,44.96556619
TON,1987,,2023,9.9,11.9,2015,9.15
TTO,2010,,2023,19.1,22.6,2015,16.94285714
TUN,2003,,2023,12.9,18.2,2015,13.73809524
TUR,2006,,2023,12.8,13.3,2015,10.155
TUV,2017,0.9284722222,2023,19.9,26.1,2015,19.49944444
TZA,2033,1.144198271,2023,38.9,54.8,2015,40.63037926
UGA,2033,1.212650652,2023,38.8,55.8,2015,41.35180783
UKR,1982,,2023,8.1,9.4,2015,7.3
URY,1989,,2023,6.7,8.9,2015,6.966666667
USA,1968,,2023,6.5,6.8,2015,5.3
UZB,2013,,2023,13.3,19.8,2015,14.88095238
VCT,1989,,2023,10.6,16.9,2015,12.73333333
VEN,1997,,2023,24.3,19.2,2015,14.45238095
VGB,1989,,2023,12.7,15.5,2015,11.8
VNM,2005,,2023,20,22,2015,16.49285714
VUT,2004,,2023,16.8,18.7,2015,14.0952381
WSM,2010,,2023,15.7,18.5,2015,13.95238095
XKX,2008,,2023,9.1,14.3,2015,10.84
YEM,2040,0.736376634,2023,39.3,49,2015,36.3074183
ZAF,2050,0.3221153846,2023,34.7,38.2,2015,28.33333333
ZMB,2038,1.068439969,2023,44.7,61.5,2015,45.63078358
ZWE,2038,1.010837086,2023,44.2,59.8,2015,44.34738437
