iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
ABW,,0.9232510533,2022,29917.2,27458.4,2015,30125.57677
AFG,,-0.7501487149,2020,528,565.8,2015,621.1881959
AGO,,-2.097276208,2022,2382,3214.2,2015,3705.91959
ALB,,1.865644356,2022,5178.6,3981.6,2015,4585.940794
AND,,0.3800847783,2022,39780.6,38655,2015,41630.87955
ARE,,-0.2811249416,2022,42687.6,43534.8,2015,46562.40102
ARG,,-0.2985882472,2022,13182.6,13679.4,2015,15447.96286
ARM,,2.193727548,2022,4791,3512.4,2015,4048.247631
ASM,,0.5975364559,2022,13708.8,12727.2,2015,14402.25201
ATG,,0.7034942276,2022,17457,16077.6,2015,18062.14547
AUS,,1.465159103,2022,61009.8,56739,2015,59669.03311
AUT,,1.100923623,2022,47251.2,43915.2,2015,46944.81704
AZE,,0.1280581355,2022,5599.8,5500.8,2015,6319.064253
BDI,,,2024,255.5983958,,,
BEL,,1.230758233,2022,44596.8,40893.6,2015,43899.18159
BEN,,1.398194098,2022,1218.6,1002.6,2015,1152.450054
BFA,,1.19876259,2022,739.2,630,2015,719.7055176
BGD,,2.736317673,2022,1804.2,1224.6,2015,1409.934603
BGR,,2.076836411,2022,9601.2,7268.4,2015,8320.603164
BHR,,0.6066804389,2022,25234.2,23734.2,2015,26231.23293
BHS,,0.53055493,2022,32186.4,30719.4,2015,33505.39451
BIH,,2.190132778,2022,6327,4662,2015,5363.628762
BLR,,0.2843207662,2022,6206.4,5967,2015,6848.520694
BLZ,,0.1342650744,2022,6269.4,6154.2,2015,7060.806868
BMU,1997,,2024,117661.2717,,,
BOL,,0.4022490466,2022,3172.8,2995.8,2015,3454.905244
BRA,,0.07991944158,2022,9031.8,8936.4,2015,10194.76588
BRB,,0.00253363981,2022,18959.4,18954,2015,21161.24307
BRN,,-0.769368908,2022,28549.2,30625.2,2015,33408.10995
BTN,,0.8819459904,2022,3349.8,2953.8,2015,3406.604543
BWA,,1.117546321,2022,7159.8,6141,2015,7045.843852
CAF,,,2024,390.0905663,,,
CAN,,0.6885479712,2022,45677.4,43594.2,2015,46622.1349
CHE,,0.6745266116,2020,84637.2,83806.2,2015,85027.87639
CHI,,2.056787081,2022,67513.8,61852.2,2015,64653.40347
CHL,,0.4981430218,2022,14283,13434,2015,15178.88751
CHN,,2.82048493,2022,11830.8,8175.6,2015,9341.680704
CIV,,1.433420883,2022,2227.2,1815,2015,2093.43112
CMR,,0.2154681779,2022,1458.6,1414.8,2015,1630.327942
COD,,,2024,555.0972013,,,
COG,,-2.588221579,2022,1686,2439.6,2015,2814.515513
COL,,0.6756638568,2022,6856.8,6248.4,2015,7167.562178
COM,,0.7990167644,2022,1488.6,1329.6,2015,1531.626204
CPV,,1.10863031,2022,3997.8,3415.2,2015,3936.714873
CRI,,1.239779985,2022,13686,11715,2015,13285.7676
CUB,,-0.1698538384,2022,7552.2,7728,2015,8838.41837
CUW,,-0.9860373263,2022,17307.6,19362,2015,21597.69325
CYM,,1.503046182,2022,79587.6,76379.4,2015,78546.02053
CYP,,3.245875569,2022,31967.4,23487,2015,25971.19175
CZE,,1.252759148,2022,20627.4,17931.6,2015,20064.17379
DEU,,0.7532359665,2022,44180.4,41911.2,2015,44926.92924
DJI,,1.537092523,2022,2959.8,2376,2015,2741.184869
DMA,,0.2729471283,2022,8590.8,8282.4,2015,9461.612023
DNK,,2.420927147,2022,60248.4,53094,2015,56085.13062
DOM,,1.818190767,2022,8698.2,6801,2015,7792.899019
DZA,,-0.2160799898,2022,4544.4,4684.8,2015,5389.647197
ECU,,0.1571138075,2022,6107.4,5976,2015,6858.730887
EGY,,1.390124234,2022,4029.6,3307.2,2015,3812.731686
ERI,,,2011,751.3748998,,,
ESP,,0.8361357432,2022,28152.6,25982.4,2015,28587.05572
EST,,1.55536698,2022,21080.4,17722.2,2015,19838.87448
ETH,,2.274527935,2022,843.6,621.6,2015,709.9410825
FIN,,1.143430672,2022,46016.4,42560.4,2015,45581.51223
FJI,,0.3626945425,2022,5362.8,5097.6,2015,5860.253056
FRA,,0.7424229703,2022,38881.2,36702.6,2015,39644.21539
FRO,,1.742692015,2022,57829.2,52635,2015,55631.99396
FSM,,0.04459176873,2022,2929.8,2911.2,2015,3357.604499
GAB,,-0.558732755,2022,6527.4,7047,2015,8070.776989
GBR,,0.8896956661,2022,47682.6,44983.8,2015,48017.531
GEO,,2.415692695,2022,5736.6,4086.6,2015,4706.111149
GHA,,1.277862899,2022,2067,1722.6,2015,1986.583897
GIN,,2.035910962,2022,987.6,747.6,2015,856.3682524
GMB,,1.026848816,2022,710.4,619.8,2015,707.8485317
GNB,,1.134252379,2022,750.6,645,2015,737.1409205
GNQ,,-3.635976699,2022,5524.2,9069,2015,10343.1519
GRC,,1.214674871,2022,20595.6,17980.8,2015,20117.07923
GRD,,0.5931293855,2022,9406.2,8694,2015,9923.278628
GRL,,1.695400307,2022,49679.4,44536.2,2015,47568.48545
GTM,,0.8408966812,2022,4385.4,3893.4,2015,4484.953234
GUM,,-0.1876612957,2022,34627.8,35166,2015,38075.05608
GUY,,8.682369058,2022,17365.2,5640.6,2015,6477.950412
HKG,,0.2821539799,2022,43281.6,42432,2015,45452.11491
HND,,0.62192476,2022,2482.2,2271,2015,2620.073631
HRV,,2.476013309,2022,16616.4,12285.6,2015,13915.77562
HTI,,-0.8205179563,2022,1257,1411.2,2015,1626.158017
HUN,,2.103890833,2022,16506.6,12783,2015,14463.65432
IDN,,1.422564934,2022,4024.8,3288,2015,3790.68377
IMN,,0.8253168811,2022,86103.6,84753.6,2015,86378.74247
IND,,1.972666126,2022,2098.2,1584,2015,1826.227029
IRL,,9.752077071,2020,80908.8,64311.6,2015,66265.42745
IRN,,0.6975203987,2022,5460.6,4953,2015,5695.504602
IRQ,,-0.04322967981,2022,4413,4440,2015,5110.150033
ISL,,1.629162275,2022,57804.6,52951.8,2015,55944.79104
ISR,,2.129284913,2022,42516.6,36213,2015,39144.78225
ITA,,1.165360434,2022,33891.6,30639.6,2015,33422.9828
JAM,,0.21186805,2022,5215.2,5062.8,2015,5820.613927
JOR,,-0.2363793717,2022,3909.6,4042.8,2015,4655.989938
JPN,,0.4426748608,2022,36238.2,34960.8,2015,37865.12858
KAZ,,0.6263106288,2022,11058.6,10196.4,2015,11601.20325
KEN,,1.126976823,2022,1747.8,1489.2,2015,1716.485995
KGZ,,0.6551790221,2022,1212,1105.8,2015,1272.177826
KHM,,1.840867129,2022,2011.2,1547.4,2015,1783.864151
KIR,,1.20959323,2022,1948.2,1639.8,2015,1890.798148
KNA,,0.3093055188,2022,21024.6,20328.6,2015,22628.73957
KOR,,1.798395206,2022,33690.6,28737.6,2015,31454.39244
KWT,,-1.249029359,2022,26580,29882.4,2015,32640.27577
LAO,,1.394632952,2022,2589,2121,2015,2446.956996
LBN,,-1.944846251,2022,5908.8,7714.2,2015,8822.885862
LBR,,-0.6180388267,2022,637.8,692.4,2015,792.229753
LBY,,-0.45735996,2022,7008,7458.6,2015,8535.02426
LCA,,0.6383276021,2022,11224.2,10335,2015,11755.42621
LIE,2015,,2015,167187.1573,,,
LKA,,-0.04293184011,2022,4033.2,4057.8,2015,4673.15587
LSO,,-1.059861086,2022,967.8,1121.4,2015,1290.271597
LTU,,2.383746837,2022,18884.4,14269.8,2015,16094.12031
LUX,2001,,2024,103909.1892,,,
LVA,,1.720355183,2022,16405.2,13321.8,2015,15055.76485
MAC,,-12.3712777,2022,34122,70070.4,2015,72560.78438
MAR,,0.3889259888,2022,3325.8,3146.4,2015,3628.021601
MCO,1982,,2023,224582.4498,,,
MDA,,1.912350117,2022,3612,2749.8,2015,3171.869938
MDG,,,2024,453.383067,,,
MDV,,0.9668181255,2022,10939.8,9645,2015,10986.69875
MEX,,-0.005952063238,2022,10013.4,10021.2,2015,11406.1174
MHL,,2.714370451,2022,5517,3764.4,2015,4337.177009
MKD,,1.238447997,2022,6250.8,5262.6,2015,6048.112052
MLI,,0.3224964905,2022,876,838.2,2015,961.6051712
MLT,,2.424401941,2022,31979.4,25529.4,2015,28113.63407
MMR,,0.04755983504,2022,1174.8,1167,2015,1343.153323
MNE,,1.353940611,2022,7808.4,6491.4,2015,7442.739948
MNG,,0.6448179071,2022,4206,3838.8,2015,4422.416723
MNP,,0.8549959978,2022,19461.6,17665.2,2015,19777.51072
MOZ,,-0.1896529427,2022,595.8,610.8,2015,697.3864977
MRT,,0.09716738574,2022,1576.8,1555.2,2015,1792.892999
MUS,,0.7969067036,2022,10552.2,9507.6,2015,10833.33732
MWI,,0.2956656903,2022,560.4,539.4,2015,614.368741
MYS,,1.128804682,2022,11174.4,9648.6,2015,10990.71563
NAM,,-1.422201183,2022,3905.4,4774.2,2015,5491.640928
NCL,,,2015,30858.72371,,,
NER,,1.213037073,2022,567,485.4,2015,551.5659652
NGA,,-0.5255296064,2022,2398.8,2586,2015,2983.232907
NIC,,0.3340263114,2022,2175.6,2074.2,2015,2392.920157
NLD,,1.973108288,2022,51777.6,45793.8,2015,48829.12869
NOR,,2.209346096,2022,79620,74809.8,2015,77063.79391
NPL,,1.738851396,2022,1113.6,875.4,2015,1004.801954
NRU,,0.6963786466,2022,8460.6,7703.4,2015,8810.729213
NZL,,1.341781085,2022,42667.8,38665.2,2015,41641.23797
OMN,,-0.007358897944,2022,18792.6,18808.2,2015,21005.09196
PAK,,1.224172996,2022,1642.2,1380.6,2015,1590.712975
PAN,,1.014808495,2022,15917.4,14082.6,2015,15889.42493
PER,,0.4913284913,2022,6667.8,6231.6,2015,7148.526269
PHL,,1.449128822,2022,3577.8,2910,2015,3356.223999
PLW,,-2.092412657,2022,12129.6,15690.6,2015,17642.17202
PNG,,-0.04914876998,2022,2467.2,2484.6,2015,2866.387446
POL,,2.598937265,2022,17303.4,12637.8,2015,14303.84436
PRI,,0.1490291252,2022,29643.6,29242.2,2015,31977.47851
PRT,,1.259551209,2022,22042.8,19215.6,2015,21441.17154
