iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
CMR,2061,0.7051883394,2024,46.3,18.3,2015,56.21779112
COD,2082,0.5514833654,2024,19.7,3.8,2015,37.79189344
COG,2048,1.074580132,2024,47.3,7.6,2015,44.53791302
COL,2038,1.012978118,2024,79.3,55.9,2015,79.07977413
COM,2065,0.7046713463,2024,32.5,7.5,2015,44.39232855
CPV,2038,1.140795663,2024,74.7,42.7,2015,71.81429535
CRI,2030,1.443450719,2024,87.2,59.8,2015,81.23708638
CUB,2041,1.074604453,2024,70.5,37.3,2015,68.81809062
CUW,,,2017,68.12721625,,,
CYM,,,2017,81.06769325,,,
CYP,2030,1.19099035,2024,89.6,71.7,2015,87.64131812
CZE,2035,0.8075350657,2024,87.7,75.7,2015,89.66402911
DEU,2028,0.6990315061,2024,93.5,87.6,2015,95.12525799
DJI,2041,1.205633793,2024,65.3,22.9,2015,59.82426615
DMA,2039,0.8550748723,2024,82,65,2015,84.08644876
DNK,2014,,2023,98.8,96.3,2015,98.43475803
DOM,2027,2.017611173,2024,91,54.2,2015,78.13906518
DZA,2035,1.397052921,2024,77.4,38.2,2015,69.32281327
ECU,2038,1.105559936,2024,77.2,48.9,2015,75.21797183
EGY,2037,1.258682091,2024,74.6,37.8,2015,69.09885892
ERI,2050,1.119405675,2020,14.3,1.1,2015,12.17621181
ESP,2023,1.787536544,2024,95.8,78.7,2015,91.12016981
EST,2034,0.4316279265,2024,92.2,88.4,2015,95.46328471
ETH,2163,0.2247952578,2024,21.9,13.9,2015,52.1369372
FIN,2027,0.8361128424,2024,93.7,86.4,2015,94.61188235
FJI,2038,1.145945664,2024,74.7,42.5,2015,71.70444584
FRA,2034,0.7767525983,2024,88.7,78,2015,90.7852348
FRO,2016,,2017,97.58195894,,,
FSM,2165,0.194249617,2024,39.5,31.5,2015,65.46268657
GAB,2048,0.7780114602,2024,68.7,45.8,2015,73.51629506
GBR,2021,0.6036345529,2024,95.5,92,2015,96.92794798
GEO,2031,1.554642383,2024,83.8,47.6,2015,74.50379396
GHA,2036,1.502994524,2024,72.2,23,2015,59.89695133
GIB,,,2016,94.44447158,,,
GIN,2068,0.6609893314,2024,33.3,9.2,2015,46.7355101
GMB,2055,0.8139835952,2024,49.5,17.6,2015,55.61610049
GNB,2066,0.6961809455,2024,29.8,6.1,2015,42.21793931
GNQ,2042,1.169168686,2024,63.3,21.3,2015,58.63088577
GRC,2033,1.099227565,2024,86.3,66.8,2015,85.05846588
GRD,2052,0.6529761999,2024,70.2,52.5,2015,77.20023689
GRL,,,2017,69.48246178,,,
GTM,2049,0.8663867168,2024,60.2,28.8,2015,63.80539849
GUM,,,2017,80.50546556,,,
GUY,2031,1.844129976,2024,83,34,2015,66.93637556
HKG,2022,1.377986384,2024,95.8,84.9,2015,93.95912406
HND,2050,0.8519020386,2024,58.6,27.1,2015,62.71578155
HRV,2039,0.7631962915,2024,83.6,69.8,2015,86.65245659
HTI,2053,0.8681198013,2024,47.9,14.2,2015,52.44002479
HUN,2025,1.69286293,2024,93.8,72.8,2015,88.20622385
IDN,2035,1.55490456,2024,72.8,22.1,2015,59.23513065
IND,2038,1.410114271,2024,64.9,14.9,2015,53.13273838
IRL,2022,1.900707834,2024,97.2,83.5,2015,93.33831412
IRN,2030,1.729729903,2024,85.3,45.3,2015,73.24195671
IRQ,2030,2.227501026,2024,81.5,15.2,2015,53.42286892
ISL,2012,,2024,98.2,98.2,2015,99.30236461
ISR,2035,0.762330364,2024,88.2,77.4,2015,90.49505836
ITA,2028,1.691463503,2024,89.2,58.1,2015,80.29778397
JAM,2027,2.252433693,2024,90.1,42.2,2015,71.53918684
JOR,2024,2.771355727,2024,95.6,54.2,2015,78.13906518
JPN,,-0.5413632573,2024,85.5,91.1,2015,96.56608562
KAZ,2026,1.72078743,2024,93.4,70.8,2015,87.17533686
KEN,2085,0.4669568834,2024,35,16.6,2015,54.72849392
KGZ,2026,2.776480594,2024,92,30.2,2015,64.67485679
KHM,2034,1.850845575,2024,68.5,6.4,2015,42.70718626
KIR,2027,2.872545933,2024,89.4,14.9,2015,53.13273838
KNA,2055,0.5018951776,2024,76.9,66.2,2015,84.73547883
KOR,2017,1.645357261,2024,97.9,89.9,2015,96.08145369
KWT,2017,6.767719139,2021,99.7,82,2015,89.99509082
LAO,2039,1.343038458,2024,65.6,18.2,2015,56.1328436
LBN,2061,0.3659429348,2024,80.6,74,2015,88.81554761
LBR,2072,0.6064360096,2024,32.2,10,2015,47.7546832
LBY,2030,1.995445287,2024,82,25,2015,61.30953743
LCA,2070,0.4123220373,2024,68.2,57.3,2015,79.85506015
LIE,2021,,2024,98.3,96.6,2015,98.70014609
LKA,2047,1.033836856,2024,54.6,15.3,2015,53.51860226
LSO,2060,0.685873161,2024,51.8,25,2015,61.30953743
LTU,2030,1.163608743,2024,89.2,71.4,2015,87.48660051
LUX,2015,,2024,98.8,96.4,2015,98.62547738
LVA,2027,1.18049476,2024,92.7,79.2,2015,91.35700846
MAC,2031,0.9118716636,2024,89.8,77.6,2015,90.59210879
MAR,2027,1.948116228,2024,91.2,57.1,2015,79.74408094
MCO,2016,1.970339826,2024,99,93.4,2015,97.48196964
MDA,2061,0.4111994467,2024,77.4,69,2015,86.23072656
MDG,2088,0.5025023136,2024,18.7,4.2,2015,38.67444972
MDV,2031,1.455407334,2024,85.2,54.5,2015,78.30507319
MEX,2034,1.206791557,2024,83.1,57.4,2015,79.91042487
MHL,2039,1.324897718,2024,65.9,19.3,2015,57.05007038
MKD,2025,1.771389686,2024,93.6,70.4,2015,86.96647472
MLI,2064,0.7071291845,2024,36.8,10.3,2015,48.12475985
MLT,2025,1.548587774,2024,93.9,76,2015,89.8121235
MMR,2036,1.629175844,2020,45.4,10.9,2015,31.3595079
MNE,2030,1.280108386,2024,88.9,68.1,2015,85.75327824
MNG,2029,2.280132872,2024,85.1,22.5,2015,59.53146592
MNP,,,1990,0,,,
MOZ,2095,0.4454863395,2024,20.5,6.5,2015,42.86725291
MRT,2060,0.7112144586,2024,45.8,17.6,2015,55.61610049
MUS,2044,0.8693390242,2024,73.3,50.1,2015,75.87762914
MWI,2099,0.4259550649,2024,19,6,2015,42.05105767
MYS,2021,2.946742134,2024,98,71.1,2015,87.33126502
NAM,2042,1.118912686,2024,64.9,25.7,2015,61.78648445
NCL,,,2017,82.0058408,,,
NER,2087,0.5198741095,2024,15.6,2.5,2015,34.34068396
NGA,2083,0.4593690544,2024,41.2,22.5,2015,59.53146592
NIC,2043,1.140913545,2024,61.4,19.7,2015,57.37477104
NLD,2023,1.063786863,2024,97,91.7,2015,96.8078425
NOR,2021,,2024,99,96.8,2015,98.77340005
NPL,2060,0.7247448771,2024,46.3,17.6,2015,55.61610049
NRU,2033,1.315061403,2024,83,62.4,2017,79.15322927
NZL,2027,0.899733863,2024,93.5,85.2,2015,94.09101696
OMN,2020,1.947801115,2024,95.3,73.5,2015,88.5625952
PAK,2042,1.256648877,2024,57.3,11,2015,48.96498774
PAN,2045,0.8128887772,2024,72.8,51.2,2015,76.48292145
PER,2032,1.607285551,2024,82,40.9,2015,70.82277305
PHL,2045,0.9449937507,2024,67.3,36.9,2015,68.59286559
PLW,,,2024,83.92549896,,,
PNG,2117,0.3443944283,2024,18.8,7.9,2015,44.96887426
POL,2030,1.254865452,2024,88.6,68,2015,85.70002153
PRI,2027,1.692269872,2022,87.3,63.5,2015,79.85128384
PRK,,,2004,0,,,
PRT,2031,1.219462951,2024,88.5,68.6,2015,86.01942429
PRY,2034,1.344970029,2024,81.6,49.7,2015,75.65759317
PSE,2029,1.684869026,2023,86.6,56.7,2015,77.59504355
PYF,,,2017,72.70389531,,,
QAT,2016,1.369810249,2024,98.1,92.9,2015,97.28611189
ROU,2027,2.003199655,2024,91.3,55.8,2015,79.02451097
RUS,2025,1.925068428,2024,94.4,70.1,2015,86.80958226
RWA,2081,0.511407279,2024,31.7,12.5,2015,50.66373525
SAU,2019,5.335094231,2020,97.9,69.6,2015,80.3275472
SDN,,,2017,18.60000038,,,
SEN,2045,1.040885416,2024,60.1,21.7,2015,58.93499225
SGP,2025,1.471485637,2024,94.4,79,2015,91.26241091
SLB,2080,0.5292507859,2024,29,10,2015,47.7546832
SLE,2077,0.5724160552,2024,25.1,6.3,2015,42.5456372
SLV,2041,1.15620229,2024,66.5,26.8,2015,62.51922967
SMR,2022,3.700621855,2024,97.4,55,2016,76.58734057
SOM,2057,0.9040309327,2024,27.9,1.8,2015,31.86766314
SRB,2031,1.281692903,2024,87.7,65.3,2015,84.2489049
SSD,,,2019,6.671000004,,,
STP,2049,0.9013143032,2024,59.1,25.8,2015,61.85386701
SUR,2027,2.21662929,2023,87.4,42.8,2015,69.42725191
SVK,2031,0.9118716636,2024,89.8,77.6,2015,90.59210879
SVN,2029,1.257849738,2024,90.8,73.1,2015,88.35905469
SWE,2022,0.7776341493,2024,95.5,90.6,2015,96.36479561
SWZ,2044,1.063055029,2024,63.4,25.6,2015,61.71877144
SYC,2029,1.680554772,2024,87.8,54.3,2015,78.19443241
SYR,,,2018,33.77000046,,,
TCA,,,1990,0,,,
TCD,2117,0.3618110912,2024,12.6,3.5,2015,37.0842906
TGO,2055,0.8904935155,2024,39.5,7.1,2015,43.79777047
THA,2026,2.4169811,2024,90.9,39.3,2015,69.93595647
TJK,2048,0.967113292,2024,55.8,19,2015,56.80358995
TKM,,,2016,17.99029922,,,
TLS,2067,0.6160243077,2021,35,18.6,2015,45.17719429
TON,2045,0.9050466007,2024,67.4,38.7,2015,69.60191113
TTO,2038,0.8643737349,2024,82.2,65.1,2015,84.14046649
TUN,2038,1.134227747,2024,76.5,46.5,2015,73.90036598
TUR,2029,1.654284159,2024,87.3,53.7,2015,77.86274263
TUV,,,2017,35.20000076,,,
TZA,2074,0.5823859855,2024,31.2,10,2015,47.7546832
UGA,2300,0.1259976042,2024,8.9,5.7,2015,41.54065864
UKR,2033,1.427479044,2024,82.5,48.9,2015,75.21797183
URY,2027,1.779430034,2024,92,64.6,2015,83.86921571
USA,2024,1.768206243,2024,94.7,74.6,2015,89.11600992
UZB,2027,2.172571754,2024,89.5,42.8,2015,71.86928375
VCT,2039,1.037241234,2024,76.2,49.4,2015,75.49271377
VEN,2043,0.7962033339,2024,76.7,58,2015,80.24243229
VGB,,,2017,77.70426829,,,
VIR,,,2017,64.3774943,,,
VNM,2031,1.654410594,2024,84.2,45,2015,73.07712851
VUT,,,2015,22.35140038,,,
WSM,,,2014,21.20000076,,,
XKX,,,2018,89.44303197,,,
YEM,,,2019,17.49099922,,,
ZAF,2037,1.085436484,2024,78.4,51.9,2015,76.86926132
ZMB,2147,0.2636255901,2024,17.1,8.8,2015,46.20772013
ZWE,2082,0.4643542509,2024,41.6,22.7,2015,59.67827216
