iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
ABW,,0.7352941176,2023,76.4,75.4,2015,76.76
AFG,,1.405859708,2023,66,62.3,2015,65.03438746
AGO,,1.243398001,2023,64.6,61,2015,63.96257865
ALB,,0.8823529412,2023,79.6,78.4,2015,79.76
AND,,,2024,84.188,,,
ARE,,3.397321429,2023,82.9,82.1,2015,82.56619048
ARG,,0.5882352941,2023,77.4,76.6,2015,77.96
ARM,,1.102941176,2023,75.7,74.2,2015,75.56
ASM,,0.1470588235,2023,72.9,72.7,2015,74.06
ATG,,0.5147058824,2023,77.6,76.9,2015,78.26
AUS,,,2024,84.073,,,
AUT,,0.8273185148,2023,82,81.2,2015,82.12162726
AZE,,1.531862745,2023,74.4,72.3,2015,73.67666667
BDI,,1.174950376,2023,63.7,60.1,2015,63.21308012
BEL,,1.216207404,2023,82.1,80.9,2015,81.93814519
BEN,,0.4992581393,2023,60.8,59.1,2015,62.37024724
BFA,,0.6760797086,2023,61.1,58.8,2015,62.1149741
BGD,,2.96626677,2023,74.7,70.5,2015,71.99210526
BGR,,0.7352941176,2023,75.6,74.6,2015,75.96
BHR,,0.7988445378,2023,81.3,80.3,2015,81.51634454
BHS,,0.5882352941,2023,74.6,73.8,2015,75.16
BIH,,0.5147058824,2023,77.8,77.1,2015,78.46
BLR,,0.4411764706,2023,74.4,73.8,2015,75.16
BLZ,,1.429738562,2023,73.6,71.6,2015,73.01555556
BMU,,2.010587656,2023,82.3,80.3,2015,81.51634454
BOL,,0.7238015608,2023,68.6,67.2,2015,69.09045708
BRA,,0.5147058824,2023,75.8,75.1,2015,76.46
BRB,,0.07352941176,2023,76.2,76.1,2015,77.46
BRN,,0.2941176471,2023,75.3,74.9,2015,76.26
BTN,,1.522187822,2023,73,70.8,2015,72.27157895
BWA,,2.714575875,2023,69.2,63.2,2015,65.77251959
CAF,,1.390676909,2023,57.4,51.9,2015,55.9107451
CAN,,1.369543651,2023,82.6,81.9,2015,82.47718254
CHE,,,2024,84.088,,,
CHI,,-0.09615384615,2023,81.5,81.6,2015,82.33352814
CHL,,0.9301470588,2023,81.2,80,2015,81.27823529
CHN,,0.7352941176,2023,78,77,2015,78.36
CIV,,1.068173726,2023,61.9,58.3,2015,61.68729798
CMR,,1.291921583,2023,63.7,59.7,2015,62.87657677
COD,,0.9570626146,2023,61.9,58.7,2015,62.03052965
COG,,0.832223155,2023,65.8,63.7,2015,66.18271668
COL,,1.176470588,2023,77.7,76.1,2015,77.46
COM,,0.9813148961,2023,66.8,64.5,2015,66.84035982
CPV,,1.470588235,2023,76.1,74.1,2015,75.46
CRI,,0.3079044118,2023,80.8,80.4,2015,81.59281513
CUB,,0.2941176471,2023,78.1,77.7,2015,79.06
CUW,,0.2205882353,2023,76.8,76.5,2015,77.86
CYM,,1.691176471,2023,80.4,78.1,2015,79.46
CYP,,0.09615384615,2023,81.6,81.5,2015,82.28527001
CZE,,0.8823529412,2023,79.8,78.6,2015,79.96
DEU,,0.6629464286,2023,81.4,80.6,2015,81.73570971
DJI,,1.236940789,2023,66,62.8,2015,65.44513521
DMA,,0.7039473684,2023,71.1,70,2015,71.54210526
DNK,,1.108568515,2023,81.9,80.7,2015,81.80445971
DOM,,0.5147058824,2023,73.7,73,2015,74.36
DZA,,0.8088235294,2023,76.3,75.2,2015,76.56
ECU,,0.8823529412,2023,77.4,76.2,2015,77.56
EGY,,0.9777046784,2023,71.6,70.1,2015,71.63210526
ERI,,1.321188688,2023,68.6,65.9,2015,68.00070902
ESP,,,2024,83.799,,,
EST,,1.102941176,2023,79.2,77.7,2015,79.06
ETH,,1.55755536,2023,67.3,63.6,2015,66.10036374
FIN,,0.5237470862,2023,81.9,81.4,2015,82.23142385
FJI,,0.3774928775,2023,67.3,66.5,2015,68.50207977
FRA,,,2024,83.458,,,
FRO,,0.5882352941,2023,80.2,79.4,2015,80.74470588
FSM,,0.8516974724,2023,67.2,65.3,2015,67.50045121
GAB,,0.9811131904,2023,68.3,66.3,2015,68.33475173
GBR,,0.3392857143,2023,81.3,80.9,2015,81.93814519
GEO,,0.9558823529,2023,74.5,73.2,2015,74.56
GHA,,0.8839714405,2023,65.5,63.2,2015,65.77251959
GIB,,,2024,83.63,,,
GIN,,0.8009508351,2023,60.7,57.9,2015,61.3442744
GMB,,1.124392896,2023,65.9,63,2015,65.61140848
GNB,,1.323123281,2023,64.1,60.1,2015,63.21308012
GNQ,,1.025414952,2023,63.7,60.6,2015,63.63087133
GRC,,1.030443515,2023,81.9,80.8,2015,81.87320971
GRD,,0.1470588235,2023,75.2,75,2015,76.36
GRL,,-0.0625,2023,70.1,70.2,2015,71.72210526
GTM,,1.162280702,2023,72.6,70.9,2015,72.36631579
GUM,,0.5882352941,2023,77.2,76.4,2015,77.76
GUY,,1.415624412,2023,70.2,67.7,2015,69.51675099
HKG,,,2024,85.634,,,
HND,,1.119711042,2023,72.9,71.3,2015,72.73719298
HRV,,0.7352941176,2023,78.6,77.6,2015,78.96
HTI,,0.6380036985,2023,64.9,63.2,2015,65.77251959
HUN,,0.9558823529,2023,77,75.7,2015,77.06
IDN,,1.004542607,2023,71.1,69.5,2015,71.09309524
IMN,,0.5428921569,2023,81,80.3,2015,81.51634454
IND,,1.737625313,2023,72,69.3,2015,70.91214286
IRL,,1.234636891,2023,82.4,81.5,2015,82.28527001
IRN,,1.323529412,2023,77.7,75.9,2015,77.26
IRQ,,1.526315789,2023,72.3,70,2015,71.54210526
ISL,,1.366071429,2023,82.7,82.2,2015,82.61214286
ISR,,0.2083333333,2023,82.4,82.3,2015,82.655
ITA,,,2024,83.869,,,
