reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-0.06273277467,2023,50.3,51.2,7.1.1,2015,64.99876211
,-0.1481481481,2024,21.5,21.7,8.5.1,2015,23.14
2057,0.9040309327,2024,27.9,1.8,17.8.1,2015,31.86766314
,2.17595373,2024,51.7,19.7,17.18.1,2018,32.90859426
,0.9797974077,2023,58.8,55.1,43.0.0,2015,58.87272933
,5.645833333,2023,39.6,26.5,45.0.0,2015,28.45
,1.388888889,2024,1.3,1.7,42.0.0,2015,1.405
2102,1.761724524,2024,51,31.5,61.1.0,2015,42.26882293
2347,1.081982911,2024,52.2,43.7,61.3.0,2015,51.52855996
,,2023,0.03256236922,,47.0.0,,
