reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-0.08333333333,2023,12.9,12.7,2.1.1,2015,10.53333333
2255,0.3565705128,2023,20.1,16.6,7.1.1,2015,27.3228022
2061,0.8038849826,2023,23.2,2.5,17.8.1,2015,30.42614029
,1.150928793,2024,70.5,54,17.18.1,2016,68.44736842
2137,0.367332996,2023,114.8,126.3,3.2.1,2015,96.66602905
2264,0.1785714286,2023,33.8,34.8,3.2.2,2015,29.8
2083,1.879975561,2025,49.97,62.9,1.1.1,2015,56.10711709
,0.1470588235,2023,5.3,5.1,4.1.2,2015,6.362107843
,1.213037073,2022,567,485.4,8.1.1,2015,551.5659652
,,2021,11.3,,10.1.1,,
,0.75,2023,61.2,58.8,43.0.0,2015,62
,-1.84375,2023,68.7,74.6,45.0.0,2015,77.8
