reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2015,,2023,100,,7.1.1,,
2071,0.4124167022,2024,68.2,57.3,17.8.1,2015,79.85893914
,0.5350511696,2024,64.2,56.2,17.18.1,2016,70.39578947
,,2015,1.5,,10.1.1,,
1978,,2025,0.0226,,1.1.1,,
,0.4166666667,2023,11.7,11.6,4.1.2,2015,11.79333333
,-0.125,2023,72.7,72.9,43.0.0,2015,74.5
,,2024,0.1605786055,,42.0.0,,
2054,1.858967849,2024,95.4,92.7,6.1.1,2015,94.30945992
2351,0.9490981209,2024,73.5,71.3,6.1.1,2015,73.60513355
,0.6865750916,2022,2.221,2.101,47.0.0,2015,2.278043333
