reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,,7.1.1,,
2017,1.663977072,2024,97.9,89.9,17.8.1,2015,96.04301587
,1.764483664,2022,88.5,76.2,17.18.1,2016,83.73663004
,,2021,0.7,,10.1.1,,
1986,,2025,0.1,,1.1.1,,
,,2025,12.88167953,,4.1.2,,
,2.1875,2023,84.3,82.5,43.0.0,2015,83.35
,0.75,2023,87.4,86.2,45.0.0,2015,87.8
,,2024,0.2506902563,,42.0.0,,
2019,7.592592593,2024,99.8,98.5,6.1.1,2015,98.82
2021,3.703703704,2024,99.3,98.5,6.1.1,2015,98.77
2010,,2024,100,,6.1.1,,
,2.00856014,2022,11.17,10.226,47.0.0,2015,10.695
