reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2005,,2023,2.5,,2.1.1,,
,,2024,98.94390973,,6.1.1,,
1990,,2023,100,,7.1.1,,
2034,0.424691358,2024,92.2,88.4,17.8.1,2015,95.54126984
,0.9467875874,2024,88.8,80.6,17.18.1,2016,89.14055944
1980,,2023,2.1,,3.2.1,,
1988,,2023,1,,3.2.2,,
2004,,2025,0.3,0.7,1.1.1,2015,0.5
,,2025,12.51919556,,4.1.2,,
,1.55536698,2022,21080.4,17722.2,8.1.1,2015,19838.87448
,,2023,1,,10.1.1,,
,0.9375,2023,79.2,77.7,43.0.0,2015,79.3
,,2023,94.5,,45.0.0,,
