reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,0.75,2023,6.8,7.4,2.1.1,2015,6.6
,0.9444444444,2024,94.4,93.2,6.1.1,2015,94.45
2009,,2023,100,,7.1.1,,
2032,1.493425088,2023,79.6,45.3,17.8.1,2015,71.1493653
,0.9375,2024,63.5,49.7,17.18.1,2016,64.4
2006,,2023,11.8,15.5,3.2.1,2015,11.8
2011,,2023,7.4,10,3.2.2,2015,7.6
2022,0.806540404,2025,2.34,3.1,1.1.1,2015,2.185232323
,3.541666667,2023,12,11.3,4.1.2,2015,11.54
,0.6975203987,2022,5460.6,4953,8.1.1,2015,5695.504602
,0.25,2023,3.3,3.5,10.1.1,2015,2
,1.125,2023,77.7,75.9,43.0.0,2015,77.5
,-1.083333333,2023,33,35.6,45.0.0,2015,38
