reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-0.1947345091,2022,39.5,38.1,2.1.1,2015,31.61747835
,0.3136145609,2021,42,39,3.8.1,2015,48.54126031
,,2016,60.14390945,,4.1.2,,
,,2024,5.098,,8.5.1,,
2049,1.57908476,2023,83.6,67.4,7.1.1,2015,78.53086589
,-0.4925826741,2020,13.8,24.1,17.8.1,2015,47.07215691
,-0.1455554778,2023,35.7,38.4,17.18.1,2016,55.23659976
,-3.612431741,2025,73.8,50.1,1.1.1,2015,43.14442857
,,2018,1079.329384,,8.1.1,,
,,2014,8.4,,10.1.1,,
