reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2001,,2022,2.5,,2.1.1,,
,0.7399932858,2021,84,82,3.8.1,2015,84.62567181
,,2023,98.72937012,,4.1.2,,
,6.509700176,2024,71.1,66.4,8.5.1,2015,67.28
,0,2022,97.9,97.9,6.1.1,2015,98.135
1990,,2023,100,100,7.1.1,2015,
2035,0.8040782186,2024,87.7,75.7,17.8.1,2015,89.70896514
,,2023,91.04125,,17.18.1,,
1971,,2025,0,,1.1.1,,
,1.252759148,2022,20627.4,17931.6,8.1.1,2015,20064.17379
2047,0.625,2023,0.8,0.9,10.1.1,2015,0.74
