reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,1.615707094,2022,12.6,16.8,2.1.1,2015,14.03857928
,0.5300324291,2021,71,68,3.8.1,2015,73.39392051
,,2022,99.09855769,,4.1.2,,
,-0.06944444444,2024,56,56.1,8.5.1,2015,57.51875
2024,4.127303765,2023,98.6,86.4,7.1.1,2015,91.87373569
2037,1.197560999,2023,73.5,42.7,17.8.1,2015,69.7375109
,0.5582147723,2023,60.5,53,17.18.1,2016,66.7505311
2049,1.458973819,2025,9.5,14.6,1.1.1,2015,10.93407933
,1.10863031,2022,3997.8,3415.2,8.1.1,2015,3936.714873
,,2015,5.7,,10.1.1,,
