reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
,8.333333333,2024,76.6,74.4,8.5.1,2015,74.76
2026,0.6178672594,2024,94.4,90,17.8.1,2015,96.12209135
,,2024,92.35875,,17.18.1,,
,0,2022,0.7,0.7,10.1.1,2015,0.63
1962,,2025,0.3,0.4,1.1.1,2015,0.3
,,2025,12.39820099,,4.1.2,,
,1.369543651,2023,82.6,81.9,43.0.0,2015,82.47718254
,-3.5,2023,89.1,91.9,45.0.0,2015,92.7
,1.111111111,2024,0.3,0.4,42.0.0,2015,0.31
,-1.402116402,2024,96.9,97.8,61.1.0,2015,98.28333333
,-1.574074074,2024,98.1,98.6,61.2.0,2015,98.87
,-1.996300013,2022,15.169,16.109,47.0.0,2015,16.57785075
