reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2013,,2023,100,100,7.1.1,2015,
,,2017,77.70426829,,17.8.1,,
,-5.0625,2023,10,11.7,4.1.2,2015,11.86
,0.5147058824,2023,77.3,76.6,43.0.0,2015,77.96
,0,2024,98,98,61.1.0,2015,98.44
,-2.704560589,2022,4.923,5.879,47.0.0,2015,6.258690776
