reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2010,1.369543651,2023,99.7,99,7.1.1,2015,99.57718254
,2.534391534,2024,51.7,47,8.5.1,2015,48.89
2034,1.206750004,2024,83.1,57.4,17.8.1,2015,79.91496432
,1.417687747,2022,89,79.7,17.18.1,2016,86.72267053
2066,2.077380952,2024,2.5,3.5,10.1.1,2016,2.977142857
2021,2.6378564,2025,1.6,4.5,1.1.1,2015,2.985
,-1.041666667,2023,11.6,11.8,4.1.2,2015,11.96
,0.5147058824,2023,75.1,74.4,43.0.0,2015,75.76
,0.8125,2023,78.3,75.7,45.0.0,2015,78.9
,,2024,0.2513758053,,42.0.0,,
2036,3.629931453,2024,96.7,91.9,61.1.0,2015,93.69137389
2698,0.4146881925,2024,43,42,61.2.0,2015,44.36962963
,-0.3896429533,2024,67.4,68.9,61.3.0,2015,71.85480102
,1.160086793,2022,2.689,2.454,47.0.0,2015,2.655381773
