reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2001,,2022,2.5,,2.1.1,,
,-0.253749826,2021,77,78,3.8.1,2015,81.43667914
,,2023,99.91488647,,4.1.2,,
,2.21001221,2024,62.1,59.4,8.5.1,2015,60.66
,,2022,98.9,99.2,6.1.1,2015,99.27
1990,,2023,100,100,7.1.1,2015,
2033,1.096055595,2024,86.3,66.8,17.8.1,2015,85.09281306
,0.9214160914,2022,88.7,82.5,17.18.1,2016,89.12025822
1970,,2025,0.5,2,1.1.1,2015,1.413333333
,1.214674871,2022,20595.6,17980.8,8.1.1,2015,20117.07923
2037,2.458333333,2023,1.3,2.2,10.1.1,2015,1.783333333
