reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2001,,2022,2.5,,2.1.1,,
,0.4233498458,2021,85,84,3.8.1,2015,85
,,2000,92.93036652,,4.1.2,,
,5.485008818,2024,71.1,67.3,8.5.1,2015,68.11
2017,10,2022,99.7,98.8,6.1.1,2015,98.94
1990,,2023,100,100,7.1.1,2015,
2034,0.7730849407,2024,88.7,78,17.8.1,2015,90.83245294
,,2023,92.82958333,,17.18.1,,
1950,,2025,0.1,,1.1.1,,
,0.7424229703,2022,38881.2,36702.6,8.1.1,2015,39644.21539
,0,2023,0.6,0.6,10.1.1,2015,0.44
