reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2001,,2023,2.5,,2.1.1,,
,0.5555555556,2024,96.8,96.3,6.1.1,2015,97.2
1990,,2023,100,,7.1.1,,
2028,1.678416476,2024,89.2,58.1,17.8.1,2015,80.36708345
,,2024,90.93125,,17.18.1,,
1975,,2023,2.8,,3.2.1,,
1980,,2023,1.6,,3.2.2,,
1950,,2025,0.9,2.1,1.1.1,2015,1.484761905
,,2025,12.66703415,,4.1.2,,
,1.165360434,2022,33891.6,30639.6,8.1.1,2015,33422.9828
,,2023,1.4,,10.1.1,,
,1.3125,2023,83.7,82.5,43.0.0,2015,83.45
,1,2023,93.4,92.6,45.0.0,2015,93.4
