reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
2023,,2025,80.728,,8.5.1,,
2021,1.619915332,2024,97.3,87.5,17.8.1,2015,95.08265429
,0.5607617331,2024,88.7,84.4,17.18.1,2016,90.2
2007,0,2022,0.5,0.5,10.1.1,2015,0.43
1950,,2025,0.2,,1.1.1,,
,1,2025,12.5,12.4,4.1.2,2015,12.5
,,2024,84.088,,43.0.0,,
,,2023,94.2,,45.0.0,,
,,2024,0.05829825729,,42.0.0,,
2000,,2024,99.99999678,,61.1.0,,
,0,2024,96.7,96.7,61.2.0,2015,97.26857143
,-1.283862581,2022,7.043,7.579,47.0.0,2015,8.008606557
