reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2127,0.7948962553,2023,12,7.7,7.1.1,2015,13.47258858
,-1.555555556,2024,47.8,50.7,8.5.1,2015,52.5
2117,0.3630965011,2024,12.6,3.5,17.8.1,2015,37.2251581
,1.400941246,2024,53.6,28.5,17.18.1,2016,47.42196922
,,2022,9.5,,10.1.1,,
,-0.4462421325,2025,40.68,37.4,1.1.1,2015,29.875
,0.6011904762,2023,6.6,5.9,4.1.2,2015,7.029047619
,0.9402360944,2023,55.1,51.3,43.0.0,2015,55.33427451
,1.6875,2023,59.9,54.5,45.0.0,2015,57.7
,-1.571428571,2022,2.2,1.7,42.0.0,2015,1.465
,-0.2944066515,2024,10.1,11.4,61.1.0,2015,16.57826025
3112,0.3251516095,2024,13.6,12.6,61.2.0,2015,15.97143525
2772,0.4689166084,2024,51.4,47.6,61.3.0,2015,55.71214114
,,2023,0.01630513776,,47.0.0,,
