reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,0,2023,4.8,4.8,2.1.1,2015,4.2
2072,1.048091737,2023,72,58.6,7.1.1,2015,71.45147059
2064,0.6455794501,2023,41.9,18.3,17.8.1,2015,53.61306347
,0.894005848,2024,66,53,17.18.1,2016,67.52631579
2050,0.9706435088,2023,67.2,89,3.2.1,2015,66.61287018
2049,1.070833333,2023,25.2,29.7,3.2.2,2015,25.48333333
3687,0.04482758621,2025,27.14,27.4,1.1.1,2015,21.9186314
,-0.9756944444,2023,8.5,9.2,4.1.2,2015,9.7975
,0.2154681779,2022,1458.6,1414.8,8.1.1,2015,1630.327942
,,2021,7.3,,10.1.1,,
,1.25,2023,63.7,59.7,43.0.0,2015,62.9
,0.25,2023,79.6,79,45.0.0,2015,81.4
