reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,0.46875,2023,14.7,16.2,2.1.1,2015,13.4
,1.12962963,2024,38.2,34.8,6.1.1,2015,37.85
2040,2.219292513,2023,86.4,64.1,7.1.1,2015,75.9272619
2047,0.9329181479,2023,57.6,25.6,17.8.1,2015,59.35062875
,0.9842836257,2024,61,46.2,17.18.1,2016,61.22631579
2041,0.8838317384,2023,45,58.6,3.2.1,2015,43.45422272
2110,0.3,2023,24.5,25.7,3.2.2,2015,21.7
2107,1.147893098,2025,39.42,47.3,1.1.1,2015,40.41552381
,-0.8333333333,2023,11.5,11.7,4.1.2,2015,11.86
,0.5146098561,2022,3680.4,3420.6,8.1.1,2015,3942.912479
,,2016,10.8,,10.1.1,,
,2.6625,2023,64.1,54.9,43.0.0,2015,58.88
,-1.5,2023,30.4,34,45.0.0,2015,36.4
