reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2001,,2022,2.5,,2.1.1,,
,0,2021,85,85,3.8.1,2015,
,,2023,97.10028076,,4.1.2,,
,20.77215531,2024,73.4,55.5,8.5.1,2015,56.94
2000,,2022,99.77241553,,6.1.1,,
1990,,2023,100,100,7.1.1,2015,
2026,1.425374517,2023,92.1,76,17.8.1,2015,88.77010642
,0.993250401,2023,84.8,74.1,17.18.1,2016,84.85622416
1976,,2025,0.1,,1.1.1,,
,2.424401941,2022,31979.4,25529.4,8.1.1,2015,28113.63407
2036,0.7142857143,2022,0.7,0.8,10.1.1,2015,0.66
