reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2041,2.625265849,2023,76.2,41.6,7.1.1,2015,55.9026172
,-8.839959423,2024,63.8,71.8,8.5.1,2015,72.39714286
2085,0.4669568834,2024,35,16.6,17.8.1,2015,54.72849392
,1.169465162,2024,73.4,55.9,17.18.1,2016,70.94299035
,-0.4491678094,2022,9.9,9.2,10.1.1,2015,7.836090226
,-0.5890410959,2025,42.5,38.2,1.1.1,2015,30.75
,2.333333333,2025,12,11.5,4.1.2,2015,11.73333333
,0.4506649507,2023,63.6,62.3,43.0.0,2015,65.03438746
,0.71875,2023,76.2,73.9,45.0.0,2015,77.1
,0,2024,0.3,0.3,42.0.0,2015,
2218,0.7494775383,2024,41,32.9,61.1.0,2015,43.84356698
2355,1.039232439,2024,57.1,48.7,61.3.0,2015,56.79629837
,1.607142857,2022,0.237,0.201,47.0.0,2015,0.222
