reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2008,,2023,100,,7.1.1,,
2021,2.973617801,2024,98,71.1,17.8.1,2015,87.32497104
,2.050112388,2024,85,61.3,17.18.1,2016,74.44666667
,,2021,1.2,,10.1.1,,
2004,,2025,0.0013,,1.1.1,,
,-0.9583333333,2023,10.3,10.7,4.1.2,2015,11.04
,0.875,2023,76.7,75.3,43.0.0,2015,76.9
,3.8375,2023,78.9,65.6,45.0.0,2015,69.6
,,2024,0.3033565878,,42.0.0,,
2132,0.5653594771,2024,94.7,93.9,6.1.1,2015,95.23710084
2038,1.777777778,2024,98.3,97.6,6.1.1,2015,98.02
,2.247999918,2022,5.439,4.677,47.0.0,2015,5.006569843
