reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2018,,2023,100,,7.1.1,,
2026,2.456872999,2024,91.3,39.8,17.8.1,2015,70.25671836
,0.6392971064,2024,58,47.5,17.18.1,2016,63.3520164
,,2022,1.9,,10.1.1,,
2001,,2025,0.003,,1.1.1,,
,0.5625,2023,10.9,10.7,4.1.2,2015,11.04
,1.375,2023,73,70.8,43.0.0,2015,72.4
,0.03125,2023,76.8,76.7,45.0.0,2015,79.7
,,2023,0.2471861351,,42.0.0,,
2105,1.139092376,2024,87.3,82.9,6.1.1,2015,86.83511488
2042,9.667013005,2024,75.4,47.1,6.1.1,2015,49.68987411
,-23.94730124,2024,67.8,95.9,6.1.1,2015,96.32
,7.627500733,2022,4.835,2.765,47.0.0,2015,2.987240927
