reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
,3.257575758,2024,68.9,65.7,8.5.1,2015,66.765
2024,1.768206243,2024,94.7,74.6,17.8.1,2015,89.11600992
,0.3082231156,2024,90.1,88,17.18.1,2016,90.2
2098,0.7407407407,2024,1.3,1.5,10.1.1,2015,1.253333333
1950,,2025,1.1,1.2,1.1.1,2015,0.78
,,2025,12.39706802,,4.1.2,,
,0.4411764706,2023,79.3,78.7,43.0.0,2015,80.06
,-0.625,2023,89.4,89.9,45.0.0,2015,90.7
,,2024,0.2320141264,,42.0.0,,
2012,,2024,99.8,99.3,61.1.0,2015,99.48
2012,,2024,99.6,99.3,61.2.0,2015,99.44
2042,3.703703704,2024,97.6,96.4,61.3.0,2015,96.76
,-0.09453781513,2022,12.682,12.727,47.0.0,2015,13.203
