reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2018,6.641175308,2023,100,97.4,7.1.1,2015,98.53818636
,8.333333333,2024,76.5,74.2,8.5.1,2015,74.56
2025,2.229193831,2024,94.3,62.2,17.8.1,2015,82.55797397
,0.7489014868,2024,77.2,66.4,17.18.1,2016,79.97717787
2055,1.833333333,2020,1.6,1.9,10.1.1,2015,1.725
2005,,2025,0,,1.1.1,,
,,2025,12.53516483,,4.1.2,,
,0.4411764706,2023,74.4,73.8,43.0.0,2015,75.16
,-4.21875,2023,72.4,84.2,45.0.0,2015,85.8
,1.111111111,2024,0.3,0.4,42.0.0,2015,0.31
2021,14.1794101,2024,99.9,94.2,61.1.0,2015,95.47021978
2022,1.481481481,2024,99.1,98.8,61.2.0,2015,99.01333333
2214,0.8333333333,2024,93.1,92.5,61.3.0,2015,93.2175
,1.031743054,2022,3.932,3.647,47.0.0,2015,3.922889744
