reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,2.742552849,2022,5.6,8.2,2.1.1,2015,7.065114379
,,1990,92.54901886,,4.1.2,,
,-4.508547009,2024,60.3,65.3,8.5.1,2015,66.23636364
2043,3.117346939,2022,96.9,95.5,6.1.1,2015,96.0025
1990,,2023,100,100,7.1.1,2015,
,,2017,82.0058,,17.8.1,,
,,2015,30858.72371,,8.1.1,,
