reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-0.0535090165,2023,73.2,73.8,7.1.1,2015,83.38100803
,-0.3174603175,2024,36,36.6,8.5.1,2015,38.50857143
2030,1.995097008,2024,82,25,17.8.1,2015,61.32163022
,0.5691043543,2024,34.8,23.4,17.18.1,2016,42.8564255
,-1.459847536,2023,69.3,71.6,43.0.0,2015,73.01555556
,1.5,2023,46.4,42.8,45.0.0,2015,45.2
,-2.142857143,2022,1.2,0.9,42.0.0,2015,0.78
3379,0.1049185258,2024,45.5,44.3,61.1.0,2015,55.69395877
,-9.995609887,2024,74.4,87.6,61.3.0,2015,88.59833333
,-2.293710374,2022,4.836,5.631,47.0.0,2015,6.001394775
