reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2021,2.405064196,2023,99.4,97.5,7.1.1,2015,98.59929748
,1.46848603,2024,55.7,53.2,8.5.1,2015,54.91
2035,1.55490456,2024,72.8,22.1,17.8.1,2015,59.23513065
,1.102706865,2024,82.3,68.6,17.18.1,2016,81.3161414
2091,1.785603286,2024,4.8,6.8,10.1.1,2015,5.592087912
2027,4.61620279,2025,4.04,21.6,1.1.1,2015,15.715
,0.5,2025,12,11.9,4.1.2,2015,12.1
,1.004542607,2023,71.1,69.5,43.0.0,2015,71.09309524
,-1.38125,2023,69.3,74,45.0.0,2015,77.2
,-1.111111111,2024,0.4,0.3,42.0.0,2015,
2310,0.4214350576,2024,70.3,66.6,61.1.0,2015,74.71853786
2623,0.5295723708,2024,30.5,28.3,61.2.0,2015,32.3097806
2074,4.466829467,2024,86.8,81.5,61.3.0,2015,82.76
,1.92281528,2022,1.151,0.972,47.0.0,2015,1.061666667
