reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,,7.1.1,,
2018,,2024,100,,17.8.1,,
,2.330105421,2024,79.1,46.7,17.18.1,2016,62.69747095
2018,,2018,0.5,,10.1.1,,
1950,,2025,0,,1.1.1,,
,,2025,12.86800003,,4.1.2,,
,0.6875,2023,82.9,82.1,43.0.0,2015,83.15
,5.083333333,2023,57.8,43.7,45.0.0,2015,46.1
,-1.428571429,2022,0.5,0.4,42.0.0,2015,
2069,0.2777777778,2024,98.6,98.5,6.1.1,2015,98.82
2000,,2024,99.93457517,,6.1.1,,
2000,,2024,100,,6.1.1,,
,-0.6785714286,2022,13.849,14.172,47.0.0,2015,14.648
