reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2022,,2022,2.5,,2.1.1,,
,0.2075938091,2021,74,73,3.8.1,2015,77.4250044
,0.1111660079,2023,95.8,95.6,4.1.2,2015,96.92943853
,1.86637618,2024,54.3,51.4,8.5.1,2015,52.97444444
,0,2022,80.4,80.4,6.1.1,2015,82.29248677
1990,,2023,100,99.9,7.1.1,2015,99.98
2031,1.14400973,2023,87.2,70.4,17.8.1,2015,85.66244786
,1.865072241,2023,85.3,62.6,17.18.1,2016,76.52287347
2025,2.903336064,2025,2.6,7,1.1.1,2015,5.015656282
,1.238447997,2022,6250.8,5262.6,8.1.1,2015,6048.112052
,,2019,2.9,,10.1.1,,
