reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
,4.815095398,2024,71.2,67.2,8.5.1,2015,68.16363636
2025,1.471485637,2024,94.4,79,17.8.1,2015,91.26241091
,2.03971388,2024,88.3,65.3,17.18.1,2016,79.28524687
,,2025,12.95198822,,4.1.2,,
,,2024,83.863,,43.0.0,,
,-0.9166666667,2023,78.3,80.7,45.0.0,2015,83.1
,,2024,0.1231251901,,42.0.0,,
2000,,2024,100,,61.1.0,,
2000,,2024,100,,61.2.0,,
,2.201132201,2022,10.109,9.098,47.0.0,2015,9.554076923
