reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2029,0.4076067927,2023,98.7,98.2,7.1.1,2015,99.20931036
,-1.450163399,2024,57.5,59.7,8.5.1,2015,61.1375
2038,1.012533203,2024,79.3,55.9,17.8.1,2015,79.08734213
,1.033657801,2024,83.4,71.6,17.18.1,2016,83.08127265
2390,0.3232323232,2024,4.7,5,10.1.1,2015,4.131818182
2060,0.7202565163,2025,7.85,10.2,1.1.1,2015,6.945
,0,2023,12.2,12.2,4.1.2,2015,12.28
,1.176470588,2023,77.7,76.1,43.0.0,2015,77.46
,0.3229166667,2023,79.5,78.6,45.0.0,2015,81.125
,,2024,0.2425314929,,42.0.0,,
2044,2.150750484,2024,96.7,94.4,61.1.0,2015,95.62021978
2158,1.111111111,2024,82.4,80,61.2.0,2015,82.16
2434,0.7212475634,2024,76.4,75.2,61.3.0,2015,76.83204678
,0.1503759398,2022,1.608,1.588,47.0.0,2015,1.726305263
