reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2022,,2022,2.5,,2.1.1,,
,-0.1539093383,2021,65,66,3.8.1,2015,71.77367856
,-3.242281591,2023,94.1,97.8,4.1.2,2015,97.99333333
,0.5648148148,2024,57.4,56.6,8.5.1,2015,57.9875
2170,1.883283709,2022,39.3,33,6.1.1,2015,36.32808511
2020,9.448765163,2023,100,88,7.1.1,2015,92.88683965
2028,2.356083174,2023,83,22.5,17.8.1,2015,57.09275738
,1.349020347,2023,84,67.8,17.18.1,2016,80.65130722
2004,,2025,0.1839,,1.1.1,,
,0.6448179071,2022,4206,3838.8,8.1.1,2015,4422.416723
2054,1.917989418,2022,2.7,3.6,10.1.1,2016,3.097777778
