reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2037,3.359163007,2023,63.9,22.8,7.1.1,2015,36.13416475
,2.144607843,2024,59.9,56.6,8.5.1,2015,58.18
2081,0.5119533862,2024,31.7,12.5,17.8.1,2015,50.65800966
,1.271957232,2024,72.6,54.8,17.18.1,2016,69.21474462
2077,2.726560081,2023,8.8,13.9,10.1.1,2016,11.69740271
2054,2.556935869,2025,36.02,54.6,1.1.1,2015,46.99
,2.25,2023,11,10.1,4.1.2,2015,10.55
,1.108107729,2023,67.8,65.4,43.0.0,2015,67.58378454
,-6.61875,2023,62.1,83.3,45.0.0,2015,85.2
,,2024,0.1757528783,,42.0.0,,
2228,0.8515646726,2024,14.6,10.5,61.1.0,2015,15.41335109
2190,1.886151927,2024,72.9,67.2,61.3.0,2015,70.69034535
,2.857142857,2022,0.081,0.054,47.0.0,2015,0.061
