reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
,,2025,78.671,,8.5.1,,
2027,0.8361128424,2024,93.7,86.4,17.8.1,2015,94.61188235
,,2024,90.37125,,17.18.1,,
,-1.25,2023,0.7,0.6,10.1.1,2015,0.52
1950,,2025,0.2,,1.1.1,,
,,2025,12.74551868,,4.1.2,,
,0.5237470862,2023,81.9,81.4,43.0.0,2015,82.23142385
,,2023,93.9,,45.0.0,,
,,2024,0.1405184374,,42.0.0,,
2000,,2024,99.6,99.6,61.1.0,2015,99.69
2014,,2024,99.9999967,,61.2.0,,
,-0.9012605042,2022,14.553,14.982,47.0.0,2015,15.45748529
