reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
,8.148148148,2024,75.9,72.9,8.5.1,2015,73.4
2028,0.6990315061,2024,93.5,87.6,17.8.1,2015,95.12525799
,0.7101793248,2024,90.1,84.9,17.18.1,2016,90.2
,-5,2022,1.1,0.6,10.1.1,2015,0.53
1950,,2025,0.7,,1.1.1,,
,,2025,12.53127575,,4.1.2,,
,0.6629464286,2023,81.4,80.6,43.0.0,2015,81.73570971
,,2023,95.7,,45.0.0,,
,,2024,0.1266749489,,42.0.0,,
2000,,2024,100,,61.1.0,,
2000,,2024,99.91729795,,61.2.0,,
2000,,2024,100,,61.3.0,,
,-1.623079343,2022,6.113,6.749,47.0.0,2015,7.157231095
