reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,0,2024,18.7,18.7,6.1.1,2015,23.2
1991,,2023,100,,7.1.1,,
,,2020,81.6554,,17.8.1,,
,,2024,47.93958333,,17.18.1,,
2011,,2023,8.9,17.6,3.2.1,2015,13.25
2013,,2023,4.8,9.4,3.2.2,2015,7.166666667
2026,2.128224074,2025,3.2,6.6,1.1.1,2015,4.719429581
,3.729166667,2023,11.7,10.6,4.1.2,2015,10.96
,0.6963786466,2022,8460.6,7703.4,8.1.1,2015,8810.729213
,,2012,5,,10.1.1,,
,0.375,2023,62.1,60.9,43.0.0,2015,64.025
