reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2073,0.9177375751,2023,66.9,54.7,7.1.1,2015,67.95103948
,0.6878306878,2024,46.8,45.5,8.5.1,2015,47.39
2055,0.8109972771,2024,49.5,17.6,17.8.1,2015,55.73717866
,1.382190806,2024,67,46.5,17.18.1,2016,61.54255934
,-0.6857142857,2020,6.9,6.4,10.1.1,2015,5.740659341
,-0.5831645129,2025,20.29,17,1.1.1,2015,12.02
,2.761002886,2023,9.9,8,4.1.2,2015,8.796363636
,1.124392896,2023,65.9,63,43.0.0,2015,65.61140848
,7.608333333,2023,80.5,55.2,45.0.0,2015,58.4
,,2024,0.2666138451,,42.0.0,,
2193,0.8244912691,2024,48.9,39.5,61.1.0,2015,50.90918979
2260,0.9939606092,2024,56.9,53.4,61.2.0,2015,56.92228535
2521,0.6590307887,2024,68,65,61.3.0,2015,69.24549756
,3.5,2022,0.186,0.124,47.0.0,2015,0.138
