reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-0.09615384615,2023,98.7,98.8,7.1.1,2015,99.48807359
,0.6497725796,2024,55.7,54.6,8.5.1,2015,56.26736842
2038,1.104125706,2024,77.2,48.9,17.8.1,2015,75.24374395
,0.77724737,2024,79.9,70.4,17.18.1,2016,82.20719691
,-0.1587301587,2024,3.5,3.4,10.1.1,2015,2.831428571
2029,0.8691987463,2025,3.42,4.8,1.1.1,2015,3.185
,0,2023,11.9,11.9,4.1.2,2015,12.06
,0.8823529412,2023,77.4,76.2,43.0.0,2015,77.56
,-2.354166667,2023,81.4,86.1,45.0.0,2015,87.7
,,2024,0.3023016915,,42.0.0,,
2078,1.452237515,2024,91.5,87.7,61.1.0,2015,90.4696013
2209,1.073238015,2024,69.9,67.1,61.2.0,2015,69.72203162
2068,3.946127946,2024,91.9,88.4,61.3.0,2015,89.38181818
,1.794688019,2022,1.849,1.592,47.0.0,2015,1.730726316
