reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-5.056603668,2022,9.6,4.8,2.1.1,2015,4.337142857
,0.528408582,2021,41,36,3.8.1,2015,45.52273213
,0.1149974516,2023,48.4,47.4,4.1.2,2015,56.17566166
,-2.881562882,2024,59.9,63.3,8.5.1,2015,64.365
2074,1.186677468,2023,54.5,37.6,7.1.1,2015,51.83690371
2062,0.7249381133,2023,35.1,10.3,17.8.1,2015,45.15828037
,0.9808422206,2023,63,49.3,17.18.1,2016,63.270891
,-0.5214617674,2025,36.35,33,1.1.1,2015,26.96190864
,0.3224964905,2022,876,838.2,8.1.1,2015,961.6051712
,,2021,8.5,,10.1.1,,
